uniprot_acc	pathway_id	pathway_name
P0DP23	hsa05022	Pathways of neurodegeneration - multiple diseases
Q96HY3	hsa05022	Pathways of neurodegeneration - multiple diseases
P0DP25	hsa05022	Pathways of neurodegeneration - multiple diseases
P0DP24	hsa05022	Pathways of neurodegeneration - multiple diseases
P0DP23	hsa05022	Pathways of neurodegeneration - multiple diseases
Q96HY3	hsa05022	Pathways of neurodegeneration - multiple diseases
P27482	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9H4B7	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9H1J7	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9UQM7	hsa05022	Pathways of neurodegeneration - multiple diseases
Q13554	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9GZQ8	hsa05022	Pathways of neurodegeneration - multiple diseases
Q13557	hsa05022	Pathways of neurodegeneration - multiple diseases
E9PF82	hsa05022	Pathways of neurodegeneration - multiple diseases
E9PBG7	hsa05022	Pathways of neurodegeneration - multiple diseases
D6R938	hsa05022	Pathways of neurodegeneration - multiple diseases
Q13555	hsa05022	Pathways of neurodegeneration - multiple diseases
Q5SWX3	hsa05022	Pathways of neurodegeneration - multiple diseases
A0A2Q3DQE3	hsa05022	Pathways of neurodegeneration - multiple diseases
P07384	hsa05022	Pathways of neurodegeneration - multiple diseases
P17655	hsa05022	Pathways of neurodegeneration - multiple diseases
O15169	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9Y2T1	hsa05022	Pathways of neurodegeneration - multiple diseases
E7ES00	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9UP38	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9ULV1	hsa05022	Pathways of neurodegeneration - multiple diseases
O60353	hsa05022	Pathways of neurodegeneration - multiple diseases
O75084	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9H461	hsa05022	Pathways of neurodegeneration - multiple diseases
O00144	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9H0C2	hsa05022	Pathways of neurodegeneration - multiple diseases
Q4LDG9	hsa05022	Pathways of neurodegeneration - multiple diseases
P42574	hsa05022	Pathways of neurodegeneration - multiple diseases
P55210	hsa05022	Pathways of neurodegeneration - multiple diseases
A0A0A0MRL7	hsa05022	Pathways of neurodegeneration - multiple diseases
O75385	hsa05022	Pathways of neurodegeneration - multiple diseases
Q14790	hsa05022	Pathways of neurodegeneration - multiple diseases
Q969M1	hsa05022	Pathways of neurodegeneration - multiple diseases
P55211	hsa05022	Pathways of neurodegeneration - multiple diseases
F8VVS7	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9BTE1	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9H492	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9BUF5	hsa05022	Pathways of neurodegeneration - multiple diseases
K7EJ64	hsa05022	Pathways of neurodegeneration - multiple diseases
P04040	hsa05022	Pathways of neurodegeneration - multiple diseases
Q96KJ9	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9BQE3	hsa05022	Pathways of neurodegeneration - multiple diseases
F5H5D3	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9UFH2	hsa05022	Pathways of neurodegeneration - multiple diseases
Q14457	hsa05022	Pathways of neurodegeneration - multiple diseases
E7EV84	hsa05022	Pathways of neurodegeneration - multiple diseases
Q96DT5	hsa05022	Pathways of neurodegeneration - multiple diseases
Q13158	hsa05022	Pathways of neurodegeneration - multiple diseases
Q15078	hsa05022	Pathways of neurodegeneration - multiple diseases
Q13501	hsa05022	Pathways of neurodegeneration - multiple diseases
P56704	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9NSK0	hsa05022	Pathways of neurodegeneration - multiple diseases
P54257	hsa05022	Pathways of neurodegeneration - multiple diseases
Q8NE86	hsa05022	Pathways of neurodegeneration - multiple diseases
O14548	hsa05022	Pathways of neurodegeneration - multiple diseases
Q96GE6	hsa05022	Pathways of neurodegeneration - multiple diseases
O95292	hsa05022	Pathways of neurodegeneration - multiple diseases
O14933	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9H3M9	hsa05022	Pathways of neurodegeneration - multiple diseases
P20674	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9NZJ5	hsa05022	Pathways of neurodegeneration - multiple diseases
A0A804HIT4	hsa05022	Pathways of neurodegeneration - multiple diseases
Q9Y6H5	hsa05022	Pathways of neurodegeneration - multiple diseases
Q6L981	hsa05022	Pathways of neurodegeneration - multiple diseases
Q6L983	hsa05022	Pathways of neurodegeneration - multiple diseases
Q8IYT8	hsa05022	Pathways of neurodegeneration - multiple diseases
O75143	hsa05022	Pathways of neurodegeneration - multiple diseases
Q8TDY2	hsa05022	Pathways of neurodegeneration - multiple diseases
Q15008	hsa05022	Pathways of neurodegeneration - multiple diseases
Q92562	hsa05022	Pathways of neurodegeneration - multiple diseases
A0A6Q8PGB4	hsa05022	Pathways of neurodegeneration - multiple diseases
O95140	hsa05022	Pathways of neurodegeneration - multiple diseases
O14618	hsa05022	Pathways of neurodegeneration - multiple diseases
Q00535	hsa05030	Cocaine addiction
O43889	hsa05030	Cocaine addiction
O95622	hsa05030	Cocaine addiction
B3KWA8	hsa05030	Cocaine addiction
Q8TCU5	hsa05030	Cocaine addiction
O60391	hsa05030	Cocaine addiction
P16220	hsa05030	Cocaine addiction
P15336	hsa05030	Cocaine addiction
Q99941	hsa05030	Cocaine addiction
Q8TEY5	hsa05030	Cocaine addiction
P20711	hsa05030	Cocaine addiction
A0A087WV24	hsa05030	Cocaine addiction
P78352	hsa05030	Cocaine addiction
B9EGL1	hsa05030	Cocaine addiction
B7Z647	hsa05030	Cocaine addiction
P21728	hsa05030	Cocaine addiction
P14416	hsa05030	Cocaine addiction
P53539	hsa05030	Cocaine addiction
Q86YR5	hsa05030	Cocaine addiction
A0A0A0MRC4	hsa05030	Cocaine addiction
A0A0A0MSK4	hsa05030	Cocaine addiction
A0A087WVF5	hsa05030	Cocaine addiction
P63096	hsa05030	Cocaine addiction
P04899	hsa05030	Cocaine addiction
P08754	hsa05030	Cocaine addiction
P84996	hsa05030	Cocaine addiction
O95467	hsa05030	Cocaine addiction
P63092	hsa05030	Cocaine addiction
Q5JWF2	hsa05030	Cocaine addiction
A0A7I2V5R6	hsa05030	Cocaine addiction
Q5JWD1	hsa05030	Cocaine addiction
Q5JWE9	hsa05030	Cocaine addiction
A0A590UJF0	hsa05030	Cocaine addiction
B0AZR9	hsa05030	Cocaine addiction
P42262	hsa05030	Cocaine addiction
Q05586	hsa05030	Cocaine addiction
Q5VSF9	hsa05030	Cocaine addiction
Q12879	hsa05030	Cocaine addiction
A0A6Q8PGD2	hsa05030	Cocaine addiction
Q13224	hsa05030	Cocaine addiction
Q14957	hsa05030	Cocaine addiction
H0Y2V8	hsa05030	Cocaine addiction
O15399	hsa05030	Cocaine addiction
Q14416	hsa05030	Cocaine addiction
Q14832	hsa05030	Cocaine addiction
P05412	hsa05030	Cocaine addiction
P21397	hsa05030	Cocaine addiction
P27338	hsa05030	Cocaine addiction
P18848	hsa05030	Cocaine addiction
P19838	hsa05030	Cocaine addiction
P01213	hsa05030	Cocaine addiction
P17612	hsa05030	Cocaine addiction
P22694	hsa05030	Cocaine addiction
B1APF9	hsa05030	Cocaine addiction
A0A087WVC4	hsa05030	Cocaine addiction
B1APG3	hsa05030	Cocaine addiction
P22612	hsa05030	Cocaine addiction
Q04206	hsa05030	Cocaine addiction
A0A087X0W8	hsa05030	Cocaine addiction
P23560	hsa05030	Cocaine addiction
Q70SY1	hsa05030	Cocaine addiction
Q01959	hsa05030	Cocaine addiction
P54219	hsa05030	Cocaine addiction
Q96GL6	hsa05030	Cocaine addiction
Q05940	hsa05030	Cocaine addiction
P07101	hsa05030	Cocaine addiction
Q9UD71	hsa05030	Cocaine addiction
Q68CJ9	hsa05030	Cocaine addiction
O75916	hsa05030	Cocaine addiction
Q15078	hsa05030	Cocaine addiction
Q96BA8	hsa05030	Cocaine addiction
Q02930	hsa05030	Cocaine addiction
O43889	hsa05031	Amphetamine addiction
O95622	hsa05031	Amphetamine addiction
B3KWA8	hsa05031	Amphetamine addiction
Q8TCU5	hsa05031	Amphetamine addiction
O60391	hsa05031	Amphetamine addiction
P16220	hsa05031	Amphetamine addiction
P15336	hsa05031	Amphetamine addiction
Q99941	hsa05031	Amphetamine addiction
Q8TEY5	hsa05031	Amphetamine addiction
Q8TD86	hsa05031	Amphetamine addiction
B1AKR1	hsa05031	Amphetamine addiction
P20711	hsa05031	Amphetamine addiction
A0A087WV24	hsa05031	Amphetamine addiction
P21728	hsa05031	Amphetamine addiction
Q7LC44	hsa05031	Amphetamine addiction
Q96EB6	hsa05031	Amphetamine addiction
E9PC49	hsa05031	Amphetamine addiction
B0QZ35	hsa05031	Amphetamine addiction
P01100	hsa05031	Amphetamine addiction
P53539	hsa05031	Amphetamine addiction
P84996	hsa05031	Amphetamine addiction
O95467	hsa05031	Amphetamine addiction
P63092	hsa05031	Amphetamine addiction
Q5JWF2	hsa05031	Amphetamine addiction
A0A7I2V5R6	hsa05031	Amphetamine addiction
Q5JWD1	hsa05031	Amphetamine addiction
Q5JWE9	hsa05031	Amphetamine addiction
A0A590UJF0	hsa05031	Amphetamine addiction
B0AZR9	hsa05031	Amphetamine addiction
P42261	hsa05031	Amphetamine addiction
P42262	hsa05031	Amphetamine addiction
P42263	hsa05031	Amphetamine addiction
Q5XKG2	hsa05031	Amphetamine addiction
P48058	hsa05031	Amphetamine addiction
Q05586	hsa05031	Amphetamine addiction
Q5VSF9	hsa05031	Amphetamine addiction
Q12879	hsa05031	Amphetamine addiction
A0A6Q8PGD2	hsa05031	Amphetamine addiction
Q13224	hsa05031	Amphetamine addiction
Q14957	hsa05031	Amphetamine addiction
H0Y2V8	hsa05031	Amphetamine addiction
O15399	hsa05031	Amphetamine addiction
Q13547	hsa05031	Amphetamine addiction
Q92769	hsa05031	Amphetamine addiction
P05412	hsa05031	Amphetamine addiction
P21397	hsa05031	Amphetamine addiction
P27338	hsa05031	Amphetamine addiction
P18848	hsa05031	Amphetamine addiction
P01213	hsa05031	Amphetamine addiction
Q9NZT1	hsa05031	Amphetamine addiction
P62136	hsa05031	Amphetamine addiction
P62140	hsa05031	Amphetamine addiction
P36873	hsa05031	Amphetamine addiction
Q08209	hsa05031	Amphetamine addiction
P16298	hsa05031	Amphetamine addiction
P48454	hsa05031	Amphetamine addiction
P63098	hsa05031	Amphetamine addiction
Q96LZ3	hsa05031	Amphetamine addiction
P17612	hsa05031	Amphetamine addiction
P22694	hsa05031	Amphetamine addiction
B1APF9	hsa05031	Amphetamine addiction
A0A087WVC4	hsa05031	Amphetamine addiction
B1APG3	hsa05031	Amphetamine addiction
P22612	hsa05031	Amphetamine addiction
P17252	hsa05031	Amphetamine addiction
P05771	hsa05031	Amphetamine addiction
P05129	hsa05031	Amphetamine addiction
A0A804HIU5	hsa05031	Amphetamine addiction
Q70SY1	hsa05031	Amphetamine addiction
Q01959	hsa05031	Amphetamine addiction
P54219	hsa05031	Amphetamine addiction
Q96GL6	hsa05031	Amphetamine addiction
Q05940	hsa05031	Amphetamine addiction
Q16623	hsa05031	Amphetamine addiction
P07101	hsa05031	Amphetamine addiction
Q13936	hsa05031	Amphetamine addiction
A0A804HIJ8	hsa05031	Amphetamine addiction
F5H522	hsa05031	Amphetamine addiction
A0A804HJB6	hsa05031	Amphetamine addiction
A0A0A0MSA1	hsa05031	Amphetamine addiction
A0A804HKC4	hsa05031	Amphetamine addiction
A0A0A0MR67	hsa05031	Amphetamine addiction
A0A804HI37	hsa05031	Amphetamine addiction
E9PDI6	hsa05031	Amphetamine addiction
Q01668	hsa05031	Amphetamine addiction
A0A1B0GUN6	hsa05031	Amphetamine addiction
Q59GD8	hsa05031	Amphetamine addiction
P0DP25	hsa05031	Amphetamine addiction
P0DP24	hsa05031	Amphetamine addiction
P0DP23	hsa05031	Amphetamine addiction
P0DP25	hsa05031	Amphetamine addiction
P0DP24	hsa05031	Amphetamine addiction
P0DP23	hsa05031	Amphetamine addiction
Q96HY3	hsa05031	Amphetamine addiction
P0DP25	hsa05031	Amphetamine addiction
P0DP24	hsa05031	Amphetamine addiction
P0DP23	hsa05031	Amphetamine addiction
Q96HY3	hsa05031	Amphetamine addiction
P27482	hsa05031	Amphetamine addiction
Q16566	hsa05031	Amphetamine addiction
Q9UQM7	hsa05031	Amphetamine addiction
Q13554	hsa05031	Amphetamine addiction
Q13557	hsa05031	Amphetamine addiction
E9PF82	hsa05031	Amphetamine addiction
E9PBG7	hsa05031	Amphetamine addiction
D6R938	hsa05031	Amphetamine addiction
Q13555	hsa05031	Amphetamine addiction
Q5SWX3	hsa05031	Amphetamine addiction
A0A2Q3DQE3	hsa05031	Amphetamine addiction
Q9UD71	hsa05031	Amphetamine addiction
Q68CJ9	hsa05031	Amphetamine addiction
Q96BA8	hsa05031	Amphetamine addiction
Q96GE6	hsa05031	Amphetamine addiction
Q02930	hsa05031	Amphetamine addiction
O14775	hsa05032	Morphine addiction
Q08828	hsa05032	Morphine addiction
C9J1J0	hsa05032	Morphine addiction
Q08462	hsa05032	Morphine addiction
Q9Y233	hsa05032	Morphine addiction
A0A1B1UZQ1	hsa05032	Morphine addiction
O60266	hsa05032	Morphine addiction
A0A0A0MSC1	hsa05032	Morphine addiction
O95622	hsa05032	Morphine addiction
B3KWA8	hsa05032	Morphine addiction
O43306	hsa05032	Morphine addiction
P51828	hsa05032	Morphine addiction
F5H4D1	hsa05032	Morphine addiction
P40145	hsa05032	Morphine addiction
O60503	hsa05032	Morphine addiction
P30542	hsa05032	Morphine addiction
Q9H598	hsa05032	Morphine addiction
P25098	hsa05032	Morphine addiction
P35626	hsa05032	Morphine addiction
P21728	hsa05032	Morphine addiction
Q8NFM4	hsa05032	Morphine addiction
A8MPY1	hsa05032	Morphine addiction
Q9UBS5	hsa05032	Morphine addiction
P14867	hsa05032	Morphine addiction
P47869	hsa05032	Morphine addiction
E9PBQ7	hsa05032	Morphine addiction
P34903	hsa05032	Morphine addiction
P48169	hsa05032	Morphine addiction
P31644	hsa05032	Morphine addiction
Q16445	hsa05032	Morphine addiction
P18505	hsa05032	Morphine addiction
P47870	hsa05032	Morphine addiction
P28472	hsa05032	Morphine addiction
O14764	hsa05032	Morphine addiction
P78334	hsa05032	Morphine addiction
Q8N1C3	hsa05032	Morphine addiction
P18507	hsa05032	Morphine addiction
Q99928	hsa05032	Morphine addiction
O00591	hsa05032	Morphine addiction
E7EWG0	hsa05032	Morphine addiction
P24046	hsa05032	Morphine addiction
P28476	hsa05032	Morphine addiction
Q9NP56	hsa05032	Morphine addiction
P63096	hsa05032	Morphine addiction
P04899	hsa05032	Morphine addiction
P08754	hsa05032	Morphine addiction
P09471	hsa05032	Morphine addiction
P84996	hsa05032	Morphine addiction
O95467	hsa05032	Morphine addiction
P63092	hsa05032	Morphine addiction
Q5JWF2	hsa05032	Morphine addiction
A0A7I2V5R6	hsa05032	Morphine addiction
Q5JWD1	hsa05032	Morphine addiction
Q5JWE9	hsa05032	Morphine addiction
A0A590UJF0	hsa05032	Morphine addiction
B0AZR9	hsa05032	Morphine addiction
P62873	hsa05032	Morphine addiction
B3KVK2	hsa05032	Morphine addiction
P62879	hsa05032	Morphine addiction
P16520	hsa05032	Morphine addiction
E9PCP0	hsa05032	Morphine addiction
P63215	hsa05032	Morphine addiction
P50150	hsa05032	Morphine addiction
P63218	hsa05032	Morphine addiction
O60262	hsa05032	Morphine addiction
P50151	hsa05032	Morphine addiction
P61952	hsa05032	Morphine addiction
P63211	hsa05032	Morphine addiction
O14610	hsa05032	Morphine addiction
P32298	hsa05032	Morphine addiction
P34947	hsa05032	Morphine addiction
P43250	hsa05032	Morphine addiction
P48549	hsa05032	Morphine addiction
P48544	hsa05032	Morphine addiction
P48051	hsa05032	Morphine addiction
Q92806	hsa05032	Morphine addiction
P49407	hsa05032	Morphine addiction
P32121	hsa05032	Morphine addiction
Q68DZ5	hsa05032	Morphine addiction
K7ENA6	hsa05032	Morphine addiction
P35372	hsa05032	Morphine addiction
L0E130	hsa05032	Morphine addiction
Q9HCR9	hsa05032	Morphine addiction
P54750	hsa05032	Morphine addiction
Q14123	hsa05032	Morphine addiction
A0A0A0MS69	hsa05032	Morphine addiction
O00408	hsa05032	Morphine addiction
Q14432	hsa05032	Morphine addiction
Q13370	hsa05032	Morphine addiction
P27815	hsa05032	Morphine addiction
Q07343	hsa05032	Morphine addiction
Q08493	hsa05032	Morphine addiction
Q32MM7	hsa05032	Morphine addiction
Q08499	hsa05032	Morphine addiction
Q13946	hsa05032	Morphine addiction
O60658	hsa05032	Morphine addiction
Q01064	hsa05032	Morphine addiction
B4DK72	hsa05032	Morphine addiction
Q9P2W3	hsa05032	Morphine addiction
P59768	hsa05032	Morphine addiction
P17612	hsa05032	Morphine addiction
P22694	hsa05032	Morphine addiction
B1APF9	hsa05032	Morphine addiction
A0A087WVC4	hsa05032	Morphine addiction
B1APG3	hsa05032	Morphine addiction
P22612	hsa05032	Morphine addiction
P17252	hsa05032	Morphine addiction
P05771	hsa05032	Morphine addiction
P05129	hsa05032	Morphine addiction
A0A804HIU5	hsa05032	Morphine addiction
Q9UN88	hsa05032	Morphine addiction
Q9UBI6	hsa05032	Morphine addiction
Q9HAV0	hsa05032	Morphine addiction
O00555	hsa05032	Morphine addiction
B5TYJ1	hsa05032	Morphine addiction
A0A087WW63	hsa05032	Morphine addiction
Q00975	hsa05032	Morphine addiction
O95263	hsa05032	Morphine addiction
Q9UK08	hsa05032	Morphine addiction
O75899	hsa05032	Morphine addiction
P43681	hsa05033	Nicotine addiction
P36544	hsa05033	Nicotine addiction
A0A0A6YYA8	hsa05033	Nicotine addiction
P17787	hsa05033	Nicotine addiction
Q8TCU5	hsa05033	Nicotine addiction
O60391	hsa05033	Nicotine addiction
Q9H598	hsa05033	Nicotine addiction
A8MPY1	hsa05033	Nicotine addiction
Q8NDX2	hsa05033	Nicotine addiction
P14867	hsa05033	Nicotine addiction
P47869	hsa05033	Nicotine addiction
E9PBQ7	hsa05033	Nicotine addiction
P34903	hsa05033	Nicotine addiction
P48169	hsa05033	Nicotine addiction
P31644	hsa05033	Nicotine addiction
Q16445	hsa05033	Nicotine addiction
P18505	hsa05033	Nicotine addiction
P47870	hsa05033	Nicotine addiction
P28472	hsa05033	Nicotine addiction
O14764	hsa05033	Nicotine addiction
P78334	hsa05033	Nicotine addiction
Q8N1C3	hsa05033	Nicotine addiction
P18507	hsa05033	Nicotine addiction
Q99928	hsa05033	Nicotine addiction
O00591	hsa05033	Nicotine addiction
E7EWG0	hsa05033	Nicotine addiction
P24046	hsa05033	Nicotine addiction
P28476	hsa05033	Nicotine addiction
P42261	hsa05033	Nicotine addiction
P42262	hsa05033	Nicotine addiction
P42263	hsa05033	Nicotine addiction
Q5XKG2	hsa05033	Nicotine addiction
P48058	hsa05033	Nicotine addiction
Q05586	hsa05033	Nicotine addiction
Q5VSF9	hsa05033	Nicotine addiction
Q12879	hsa05033	Nicotine addiction
A0A6Q8PGD2	hsa05033	Nicotine addiction
Q13224	hsa05033	Nicotine addiction
Q14957	hsa05033	Nicotine addiction
H0Y2V8	hsa05033	Nicotine addiction
O15399	hsa05033	Nicotine addiction
Q9UN88	hsa05033	Nicotine addiction
Q9P2U7	hsa05033	Nicotine addiction
Q9P2U8	hsa05033	Nicotine addiction
O00555	hsa05033	Nicotine addiction
B5TYJ1	hsa05033	Nicotine addiction
A0A087WW63	hsa05033	Nicotine addiction
Q00975	hsa05033	Nicotine addiction
Q15825	hsa05033	Nicotine addiction
Q9UBN7	hsa05034	Alcoholism
Q9BRX7	hsa05034	Alcoholism
Q9UQL6	hsa05034	Alcoholism
P57053	hsa05034	Alcoholism
O43889	hsa05034	Alcoholism
Q96RR4	hsa05034	Alcoholism
O14775	hsa05034	Alcoholism
O95622	hsa05034	Alcoholism
B3KWA8	hsa05034	Alcoholism
Q8TCU5	hsa05034	Alcoholism
O60391	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
Q71DI3	hsa05034	Alcoholism
Q8N257	hsa05034	Alcoholism
P29274	hsa05034	Alcoholism
P29275	hsa05034	Alcoholism
P16220	hsa05034	Alcoholism
P15336	hsa05034	Alcoholism
Q99941	hsa05034	Alcoholism
P06850	hsa05034	Alcoholism
Q8TEY5	hsa05034	Alcoholism
Q7Z2G1	hsa05034	Alcoholism
Q8TD86	hsa05034	Alcoholism
B1AKR1	hsa05034	Alcoholism
P20711	hsa05034	Alcoholism
A0A087WV24	hsa05034	Alcoholism
P21728	hsa05034	Alcoholism
P14416	hsa05034	Alcoholism
Q99808	hsa05034	Alcoholism
Q96QV6	hsa05034	Alcoholism
P53539	hsa05034	Alcoholism
Q96A08	hsa05034	Alcoholism
P98077	hsa05034	Alcoholism
P63096	hsa05034	Alcoholism
P04899	hsa05034	Alcoholism
P08754	hsa05034	Alcoholism
P09471	hsa05034	Alcoholism
P84996	hsa05034	Alcoholism
O95467	hsa05034	Alcoholism
P63092	hsa05034	Alcoholism
Q5JWF2	hsa05034	Alcoholism
A0A7I2V5R6	hsa05034	Alcoholism
Q5JWD1	hsa05034	Alcoholism
Q5JWE9	hsa05034	Alcoholism
A0A590UJF0	hsa05034	Alcoholism
B0AZR9	hsa05034	Alcoholism
P62873	hsa05034	Alcoholism
B3KVK2	hsa05034	Alcoholism
P62879	hsa05034	Alcoholism
P16520	hsa05034	Alcoholism
E9PCP0	hsa05034	Alcoholism
P63215	hsa05034	Alcoholism
P50150	hsa05034	Alcoholism
P63218	hsa05034	Alcoholism
O60262	hsa05034	Alcoholism
P50151	hsa05034	Alcoholism
P61952	hsa05034	Alcoholism
P63211	hsa05034	Alcoholism
O14610	hsa05034	Alcoholism
P0C1H6	hsa05034	Alcoholism
P62993	hsa05034	Alcoholism
Q05586	hsa05034	Alcoholism
Q5VSF9	hsa05034	Alcoholism
Q12879	hsa05034	Alcoholism
A0A6Q8PGD2	hsa05034	Alcoholism
Q13224	hsa05034	Alcoholism
Q14957	hsa05034	Alcoholism
H0Y2V8	hsa05034	Alcoholism
O15399	hsa05034	Alcoholism
P04908	hsa05034	Alcoholism
P20671	hsa05034	Alcoholism
P16104	hsa05034	Alcoholism
P0C0S5	hsa05034	Alcoholism
P58876	hsa05034	Alcoholism
P62807	hsa05034	Alcoholism
P33778	hsa05034	Alcoholism
P84243	hsa05034	Alcoholism
P84243	hsa05034	Alcoholism
Q13547	hsa05034	Alcoholism
Q92769	hsa05034	Alcoholism
Q14542	hsa05034	Alcoholism
G5E943	hsa05034	Alcoholism
Q8IUE6	hsa05034	Alcoholism
P01112	hsa05034	Alcoholism
Q71DI3	hsa05034	Alcoholism
P10398	hsa05034	Alcoholism
P01116	hsa05034	Alcoholism
Q6S5L8	hsa05034	Alcoholism
P21397	hsa05034	Alcoholism
P27338	hsa05034	Alcoholism
Q6NXT2	hsa05034	Alcoholism
Q5QNW6	hsa05034	Alcoholism
P18848	hsa05034	Alcoholism
P0C5Z0	hsa05034	Alcoholism
P0C5Y9	hsa05034	Alcoholism
P01303	hsa05034	Alcoholism
P01111	hsa05034	Alcoholism
Q16620	hsa05034	Alcoholism
Q8WUI4	hsa05034	Alcoholism
P01213	hsa05034	Alcoholism
Q9P2W3	hsa05034	Alcoholism
Q9NZT1	hsa05034	Alcoholism
Q92529	hsa05034	Alcoholism
P59768	hsa05034	Alcoholism
P62136	hsa05034	Alcoholism
P62140	hsa05034	Alcoholism
P36873	hsa05034	Alcoholism
Q9BZD2	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
Q9P0M6	hsa05034	Alcoholism
P17612	hsa05034	Alcoholism
P22694	hsa05034	Alcoholism
B1APF9	hsa05034	Alcoholism
A0A087WVC4	hsa05034	Alcoholism
B1APG3	hsa05034	Alcoholism
P22612	hsa05034	Alcoholism
P61925	hsa05034	Alcoholism
Q9BTM1	hsa05034	Alcoholism
Q9BY41	hsa05034	Alcoholism
P28482	hsa05034	Alcoholism
P27361	hsa05034	Alcoholism
Q9UBI6	hsa05034	Alcoholism
Q02750	hsa05034	Alcoholism
B4DFY5	hsa05034	Alcoholism
H3BRW9	hsa05034	Alcoholism
P04049	hsa05034	Alcoholism
A0A0S2Z4L5	hsa05034	Alcoholism
Q9HAV0	hsa05034	Alcoholism
P23560	hsa05034	Alcoholism
P29353	hsa05034	Alcoholism
Q70SY1	hsa05034	Alcoholism
Q01959	hsa05034	Alcoholism
Q71DI3	hsa05034	Alcoholism
P54219	hsa05034	Alcoholism
Q96GL6	hsa05034	Alcoholism
Q05940	hsa05034	Alcoholism
Q07889	hsa05034	Alcoholism
G5E9C8	hsa05034	Alcoholism
Q07890	hsa05034	Alcoholism
P15056	hsa05034	Alcoholism
P07101	hsa05034	Alcoholism
Q6FI13	hsa05034	Alcoholism
Q96DB2	hsa05034	Alcoholism
B5MCQ6	hsa05034	Alcoholism
E7ETT9	hsa05034	Alcoholism
P0DP25	hsa05034	Alcoholism
P0DP24	hsa05034	Alcoholism
P0DP23	hsa05034	Alcoholism
P0DP25	hsa05034	Alcoholism
P0DP24	hsa05034	Alcoholism
P0DP23	hsa05034	Alcoholism
Q96HY3	hsa05034	Alcoholism
P0DP25	hsa05034	Alcoholism
P0DP24	hsa05034	Alcoholism
P0DP23	hsa05034	Alcoholism
Q96HY3	hsa05034	Alcoholism
P27482	hsa05034	Alcoholism
Q16566	hsa05034	Alcoholism
Q16695	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P0C0S8	hsa05034	Alcoholism
P0C0S8	hsa05034	Alcoholism
Q99878	hsa05034	Alcoholism
P0C0S8	hsa05034	Alcoholism
Q93077	hsa05034	Alcoholism
P04908	hsa05034	Alcoholism
P0C0S8	hsa05034	Alcoholism
Q6FI13	hsa05034	Alcoholism
Q16777	hsa05034	Alcoholism
P62807	hsa05034	Alcoholism
Q99880	hsa05034	Alcoholism
Q99877	hsa05034	Alcoholism
Q99879	hsa05034	Alcoholism
P62807	hsa05034	Alcoholism
P62807	hsa05034	Alcoholism
Q93079	hsa05034	Alcoholism
P62807	hsa05034	Alcoholism
P62807	hsa05034	Alcoholism
P23527	hsa05034	Alcoholism
Q16778	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
Q99525	hsa05034	Alcoholism
P62805	hsa05034	Alcoholism
P0C5Z0	hsa05034	Alcoholism
Q969S8	hsa05034	Alcoholism
Q9UD71	hsa05034	Alcoholism
Q8N5S9	hsa05034	Alcoholism
J3KPJ3	hsa05034	Alcoholism
Q68CJ9	hsa05034	Alcoholism
O14929	hsa05034	Alcoholism
Q96KK5	hsa05034	Alcoholism
O60814	hsa05034	Alcoholism
O15379	hsa05034	Alcoholism
P68431	hsa05034	Alcoholism
P0C0S8	hsa05034	Alcoholism
P06899	hsa05034	Alcoholism
Q96BA8	hsa05034	Alcoholism
Q96GE6	hsa05034	Alcoholism
Q7L7L0	hsa05034	Alcoholism
Q9UK08	hsa05034	Alcoholism
Q71UI9	hsa05034	Alcoholism
O75367	hsa05034	Alcoholism
Q02930	hsa05034	Alcoholism
Q9UKV0	hsa05034	Alcoholism
