uniprot_acc	pathway_id	pathway_name
P14550	hsa00010	Glycolysis / Gluconeogenesis
P07327	hsa00010	Glycolysis / Gluconeogenesis
P00325	hsa00010	Glycolysis / Gluconeogenesis
D6RHZ6	hsa00010	Glycolysis / Gluconeogenesis
V9HW50	hsa00010	Glycolysis / Gluconeogenesis
P00326	hsa00010	Glycolysis / Gluconeogenesis
P08319	hsa00010	Glycolysis / Gluconeogenesis
P11766	hsa00010	Glycolysis / Gluconeogenesis
P28332	hsa00010	Glycolysis / Gluconeogenesis
Q8IUN7	hsa00010	Glycolysis / Gluconeogenesis
Q96C23	hsa00010	Glycolysis / Gluconeogenesis
P40394	hsa00010	Glycolysis / Gluconeogenesis
Q6ZMR3	hsa00010	Glycolysis / Gluconeogenesis
P10515	hsa00010	Glycolysis / Gluconeogenesis
P09622	hsa00010	Glycolysis / Gluconeogenesis
E9PEX6	hsa00010	Glycolysis / Gluconeogenesis
P06733	hsa00010	Glycolysis / Gluconeogenesis
P09104	hsa00010	Glycolysis / Gluconeogenesis
P13929	hsa00010	Glycolysis / Gluconeogenesis
P05091	hsa00010	Glycolysis / Gluconeogenesis
P30838	hsa00010	Glycolysis / Gluconeogenesis
I3L3I9	hsa00010	Glycolysis / Gluconeogenesis
P30837	hsa00010	Glycolysis / Gluconeogenesis
P09467	hsa00010	Glycolysis / Gluconeogenesis
P43353	hsa00010	Glycolysis / Gluconeogenesis
A0A087X2D4	hsa00010	Glycolysis / Gluconeogenesis
P49189	hsa00010	Glycolysis / Gluconeogenesis
P51648	hsa00010	Glycolysis / Gluconeogenesis
P04075	hsa00010	Glycolysis / Gluconeogenesis
P05062	hsa00010	Glycolysis / Gluconeogenesis
P09972	hsa00010	Glycolysis / Gluconeogenesis
P35575	hsa00010	Glycolysis / Gluconeogenesis
P04406	hsa00010	Glycolysis / Gluconeogenesis
O14556	hsa00010	Glycolysis / Gluconeogenesis
P35557	hsa00010	Glycolysis / Gluconeogenesis
P06744	hsa00010	Glycolysis / Gluconeogenesis
A0A2U3TZU2	hsa00010	Glycolysis / Gluconeogenesis
P19367	hsa00010	Glycolysis / Gluconeogenesis
P78542	hsa00010	Glycolysis / Gluconeogenesis
P52789	hsa00010	Glycolysis / Gluconeogenesis
P52790	hsa00010	Glycolysis / Gluconeogenesis
A6NNW6	hsa00010	Glycolysis / Gluconeogenesis
P00338	hsa00010	Glycolysis / Gluconeogenesis
P07195	hsa00010	Glycolysis / Gluconeogenesis
A0A5F9ZHM4	hsa00010	Glycolysis / Gluconeogenesis
P07864	hsa00010	Glycolysis / Gluconeogenesis
Q8N0Y7	hsa00010	Glycolysis / Gluconeogenesis
P49419	hsa00010	Glycolysis / Gluconeogenesis
P35558	hsa00010	Glycolysis / Gluconeogenesis
Q16822	hsa00010	Glycolysis / Gluconeogenesis
P08559	hsa00010	Glycolysis / Gluconeogenesis
P29803	hsa00010	Glycolysis / Gluconeogenesis
P11177	hsa00010	Glycolysis / Gluconeogenesis
P17858	hsa00010	Glycolysis / Gluconeogenesis
P08237	hsa00010	Glycolysis / Gluconeogenesis
A0A2R8Y891	hsa00010	Glycolysis / Gluconeogenesis
Q01813	hsa00010	Glycolysis / Gluconeogenesis
B1APP6	hsa00010	Glycolysis / Gluconeogenesis
A0A7I2V3Z0	hsa00010	Glycolysis / Gluconeogenesis
P18669	hsa00010	Glycolysis / Gluconeogenesis
P15259	hsa00010	Glycolysis / Gluconeogenesis
P00558	hsa00010	Glycolysis / Gluconeogenesis
P07205	hsa00010	Glycolysis / Gluconeogenesis
P36871	hsa00010	Glycolysis / Gluconeogenesis
P30613	hsa00010	Glycolysis / Gluconeogenesis
P14618	hsa00010	Glycolysis / Gluconeogenesis
A0A804F6T5	hsa00010	Glycolysis / Gluconeogenesis
A0A804F729	hsa00010	Glycolysis / Gluconeogenesis
B4DNK4	hsa00010	Glycolysis / Gluconeogenesis
Q96G03	hsa00010	Glycolysis / Gluconeogenesis
Q9NR19	hsa00010	Glycolysis / Gluconeogenesis
Q9NQR9	hsa00010	Glycolysis / Gluconeogenesis
P07738	hsa00010	Glycolysis / Gluconeogenesis
P60174	hsa00010	Glycolysis / Gluconeogenesis
Q2TB90	hsa00010	Glycolysis / Gluconeogenesis
Q9BRR6	hsa00010	Glycolysis / Gluconeogenesis
Q9NUB1	hsa00010	Glycolysis / Gluconeogenesis
O00757	hsa00010	Glycolysis / Gluconeogenesis
Q9BYZ2	hsa00010	Glycolysis / Gluconeogenesis
Q9BUM1	hsa00010	Glycolysis / Gluconeogenesis
Q9UNW1	hsa00010	Glycolysis / Gluconeogenesis
O75390	hsa00020	Citrate cycle (TCA cycle)
P10515	hsa00020	Citrate cycle (TCA cycle)
P09622	hsa00020	Citrate cycle (TCA cycle)
E9PEX6	hsa00020	Citrate cycle (TCA cycle)
P36957	hsa00020	Citrate cycle (TCA cycle)
P07954	hsa00020	Citrate cycle (TCA cycle)
O75874	hsa00020	Citrate cycle (TCA cycle)
P48735	hsa00020	Citrate cycle (TCA cycle)
P50213	hsa00020	Citrate cycle (TCA cycle)
O43837	hsa00020	Citrate cycle (TCA cycle)
A0A087X2E5	hsa00020	Citrate cycle (TCA cycle)
A0A087WZN1	hsa00020	Citrate cycle (TCA cycle)
P51553	hsa00020	Citrate cycle (TCA cycle)
P40925	hsa00020	Citrate cycle (TCA cycle)
A0A5K1VW95	hsa00020	Citrate cycle (TCA cycle)
P40926	hsa00020	Citrate cycle (TCA cycle)
G3XAL0	hsa00020	Citrate cycle (TCA cycle)
P53396	hsa00020	Citrate cycle (TCA cycle)
P21399	hsa00020	Citrate cycle (TCA cycle)
Q02218	hsa00020	Citrate cycle (TCA cycle)
E9PCR7	hsa00020	Citrate cycle (TCA cycle)
Q99798	hsa00020	Citrate cycle (TCA cycle)
A0A7I2V586	hsa00020	Citrate cycle (TCA cycle)
P11498	hsa00020	Citrate cycle (TCA cycle)
P35558	hsa00020	Citrate cycle (TCA cycle)
Q16822	hsa00020	Citrate cycle (TCA cycle)
P08559	hsa00020	Citrate cycle (TCA cycle)
P29803	hsa00020	Citrate cycle (TCA cycle)
P11177	hsa00020	Citrate cycle (TCA cycle)
Q9ULD0	hsa00020	Citrate cycle (TCA cycle)
P31040	hsa00020	Citrate cycle (TCA cycle)
D6RFM5	hsa00020	Citrate cycle (TCA cycle)
P21912	hsa00020	Citrate cycle (TCA cycle)
Q99643	hsa00020	Citrate cycle (TCA cycle)
O14521	hsa00020	Citrate cycle (TCA cycle)
Q96I99	hsa00020	Citrate cycle (TCA cycle)
P53597	hsa00020	Citrate cycle (TCA cycle)
Q9P2R7	hsa00020	Citrate cycle (TCA cycle)
Q8IVS8	hsa00030	Pentose phosphate pathway
P09467	hsa00030	Pentose phosphate pathway
P21108	hsa00030	Pentose phosphate pathway
P04075	hsa00030	Pentose phosphate pathway
P05062	hsa00030	Pentose phosphate pathway
P49247	hsa00030	Pentose phosphate pathway
P09972	hsa00030	Pentose phosphate pathway
P11413	hsa00030	Pentose phosphate pathway
O95336	hsa00030	Pentose phosphate pathway
P06744	hsa00030	Pentose phosphate pathway
A0A2U3TZU2	hsa00030	Pentose phosphate pathway
Q5T6J7	hsa00030	Pentose phosphate pathway
Q9Y315	hsa00030	Pentose phosphate pathway
E9PPM8	hsa00030	Pentose phosphate pathway
P17858	hsa00030	Pentose phosphate pathway
P08237	hsa00030	Pentose phosphate pathway
A0A2R8Y891	hsa00030	Pentose phosphate pathway
Q01813	hsa00030	Pentose phosphate pathway
B1APP6	hsa00030	Pentose phosphate pathway
A0A7I2V3Z0	hsa00030	Pentose phosphate pathway
P52209	hsa00030	Pentose phosphate pathway
P36871	hsa00030	Pentose phosphate pathway
Q96G03	hsa00030	Pentose phosphate pathway
P60891	hsa00030	Pentose phosphate pathway
P11908	hsa00030	Pentose phosphate pathway
Q96AT9	hsa00030	Pentose phosphate pathway
C9J9T0	hsa00030	Pentose phosphate pathway
C9IZU8	hsa00030	Pentose phosphate pathway
Q9H477	hsa00030	Pentose phosphate pathway
P37837	hsa00030	Pentose phosphate pathway
P29401	hsa00030	Pentose phosphate pathway
Q2QD12	hsa00030	Pentose phosphate pathway
P51854	hsa00030	Pentose phosphate pathway
Q9H0I9	hsa00030	Pentose phosphate pathway
O00757	hsa00030	Pentose phosphate pathway
Q15493	hsa00030	Pentose phosphate pathway
O95479	hsa00030	Pentose phosphate pathway
P14550	hsa00040	Pentose and glucuronate interconversions
O75310	hsa00040	Pentose and glucuronate interconversions
P0DTE4	hsa00040	Pentose and glucuronate interconversions
D6RFW5	hsa00040	Pentose and glucuronate interconversions
A0A140T9Z0	hsa00040	Pentose and glucuronate interconversions
P15121	hsa00040	Pentose and glucuronate interconversions
Q9UQ10	hsa00040	Pentose and glucuronate interconversions
P08236	hsa00040	Pentose and glucuronate interconversions
Q9Y2S2	hsa00040	Pentose and glucuronate interconversions
Q7Z4W1	hsa00040	Pentose and glucuronate interconversions
Q9BY64	hsa00040	Pentose and glucuronate interconversions
Q9HAW8	hsa00040	Pentose and glucuronate interconversions
Q9HAW9	hsa00040	Pentose and glucuronate interconversions
Q9HAW7	hsa00040	Pentose and glucuronate interconversions
P19224	hsa00040	Pentose and glucuronate interconversions
P35504	hsa00040	Pentose and glucuronate interconversions
O60656	hsa00040	Pentose and glucuronate interconversions
P22310	hsa00040	Pentose and glucuronate interconversions
P22309	hsa00040	Pentose and glucuronate interconversions
P35503	hsa00040	Pentose and glucuronate interconversions
Q96C11	hsa00040	Pentose and glucuronate interconversions
O60218	hsa00040	Pentose and glucuronate interconversions
P0DTE5	hsa00040	Pentose and glucuronate interconversions
Q96AT9	hsa00040	Pentose and glucuronate interconversions
C9J9T0	hsa00040	Pentose and glucuronate interconversions
C9IZU8	hsa00040	Pentose and glucuronate interconversions
Q00796	hsa00040	Pentose and glucuronate interconversions
Q2QD12	hsa00040	Pentose and glucuronate interconversions
A4D126	hsa00040	Pentose and glucuronate interconversions
O60701	hsa00040	Pentose and glucuronate interconversions
Q16851	hsa00040	Pentose and glucuronate interconversions
P06133	hsa00040	Pentose and glucuronate interconversions
P16662	hsa00040	Pentose and glucuronate interconversions
E9PBP8	hsa00040	Pentose and glucuronate interconversions
P36537	hsa00040	Pentose and glucuronate interconversions
P54855	hsa00040	Pentose and glucuronate interconversions
O75795	hsa00040	Pentose and glucuronate interconversions
Q6UWM9	hsa00040	Pentose and glucuronate interconversions
Q9UEF7	hsa00040	Pentose and glucuronate interconversions
O75191	hsa00040	Pentose and glucuronate interconversions
Q8N0W3	hsa00051	Fructose and mannose metabolism
P09467	hsa00051	Fructose and mannose metabolism
P04075	hsa00051	Fructose and mannose metabolism
P05062	hsa00051	Fructose and mannose metabolism
P09972	hsa00051	Fructose and mannose metabolism
P15121	hsa00051	Fructose and mannose metabolism
Q3LXA3	hsa00051	Fructose and mannose metabolism
O60547	hsa00051	Fructose and mannose metabolism
Q9Y5P6	hsa00051	Fructose and mannose metabolism
Q96IJ6	hsa00051	Fructose and mannose metabolism
P19367	hsa00051	Fructose and mannose metabolism
P78542	hsa00051	Fructose and mannose metabolism
P52789	hsa00051	Fructose and mannose metabolism
P52790	hsa00051	Fructose and mannose metabolism
P50053	hsa00051	Fructose and mannose metabolism
P34949	hsa00051	Fructose and mannose metabolism
H3BPP3	hsa00051	Fructose and mannose metabolism
H3BPB8	hsa00051	Fructose and mannose metabolism
F5GX71	hsa00051	Fructose and mannose metabolism
P16118	hsa00051	Fructose and mannose metabolism
O60825	hsa00051	Fructose and mannose metabolism
Q16875	hsa00051	Fructose and mannose metabolism
Q16877	hsa00051	Fructose and mannose metabolism
Q66S35	hsa00051	Fructose and mannose metabolism
P17858	hsa00051	Fructose and mannose metabolism
P08237	hsa00051	Fructose and mannose metabolism
A0A2R8Y891	hsa00051	Fructose and mannose metabolism
Q01813	hsa00051	Fructose and mannose metabolism
B1APP6	hsa00051	Fructose and mannose metabolism
A0A7I2V3Z0	hsa00051	Fructose and mannose metabolism
Q92871	hsa00051	Fructose and mannose metabolism
O15305	hsa00051	Fructose and mannose metabolism
Q7L5Y1	hsa00051	Fructose and mannose metabolism
O60218	hsa00051	Fructose and mannose metabolism
Q9NQ88	hsa00051	Fructose and mannose metabolism
Q00796	hsa00051	Fructose and mannose metabolism
P60174	hsa00051	Fructose and mannose metabolism
Q13630	hsa00051	Fructose and mannose metabolism
Q2TB90	hsa00051	Fructose and mannose metabolism
O00757	hsa00051	Fructose and mannose metabolism
O14772	hsa00051	Fructose and mannose metabolism
A0A0S2Z5C6	hsa00051	Fructose and mannose metabolism
Q96C23	hsa00052	Galactose metabolism
P15121	hsa00052	Galactose metabolism
P35575	hsa00052	Galactose metabolism
P10253	hsa00052	Galactose metabolism
Q14376	hsa00052	Galactose metabolism
P51570	hsa00052	Galactose metabolism
P07902	hsa00052	Galactose metabolism
Q8TET4	hsa00052	Galactose metabolism
E7EWB6	hsa00052	Galactose metabolism
H3BN99	hsa00052	Galactose metabolism
P35557	hsa00052	Galactose metabolism
P15291	hsa00052	Galactose metabolism
P06280	hsa00052	Galactose metabolism
P16278	hsa00052	Galactose metabolism
P19367	hsa00052	Galactose metabolism
P78542	hsa00052	Galactose metabolism
P52789	hsa00052	Galactose metabolism
P52790	hsa00052	Galactose metabolism
P00709	hsa00052	Galactose metabolism
P09848	hsa00052	Galactose metabolism
P17858	hsa00052	Galactose metabolism
P08237	hsa00052	Galactose metabolism
A0A2R8Y891	hsa00052	Galactose metabolism
Q01813	hsa00052	Galactose metabolism
B1APP6	hsa00052	Galactose metabolism
A0A7I2V3Z0	hsa00052	Galactose metabolism
P36871	hsa00052	Galactose metabolism
Q96G03	hsa00052	Galactose metabolism
O60218	hsa00052	Galactose metabolism
Q9NQR9	hsa00052	Galactose metabolism
P14410	hsa00052	Galactose metabolism
Q16851	hsa00052	Galactose metabolism
Q2TB90	hsa00052	Galactose metabolism
O60909	hsa00052	Galactose metabolism
O43451	hsa00052	Galactose metabolism
Q9BUM1	hsa00052	Galactose metabolism
Q2M2H8	hsa00052	Galactose metabolism
P14550	hsa00053	Ascorbate and aldarate metabolism
O75310	hsa00053	Ascorbate and aldarate metabolism
P0DTE4	hsa00053	Ascorbate and aldarate metabolism
D6RFW5	hsa00053	Ascorbate and aldarate metabolism
A0A140T9Z0	hsa00053	Ascorbate and aldarate metabolism
P05091	hsa00053	Ascorbate and aldarate metabolism
P30837	hsa00053	Ascorbate and aldarate metabolism
P49189	hsa00053	Ascorbate and aldarate metabolism
P51648	hsa00053	Ascorbate and aldarate metabolism
P08236	hsa00053	Ascorbate and aldarate metabolism
P49419	hsa00053	Ascorbate and aldarate metabolism
Q9BY64	hsa00053	Ascorbate and aldarate metabolism
Q9HAW8	hsa00053	Ascorbate and aldarate metabolism
Q9HAW9	hsa00053	Ascorbate and aldarate metabolism
Q9HAW7	hsa00053	Ascorbate and aldarate metabolism
P19224	hsa00053	Ascorbate and aldarate metabolism
P35504	hsa00053	Ascorbate and aldarate metabolism
O60656	hsa00053	Ascorbate and aldarate metabolism
P22310	hsa00053	Ascorbate and aldarate metabolism
P22309	hsa00053	Ascorbate and aldarate metabolism
P35503	hsa00053	Ascorbate and aldarate metabolism
Q9UGB7	hsa00053	Ascorbate and aldarate metabolism
P0DTE5	hsa00053	Ascorbate and aldarate metabolism
O60701	hsa00053	Ascorbate and aldarate metabolism
P06133	hsa00053	Ascorbate and aldarate metabolism
P16662	hsa00053	Ascorbate and aldarate metabolism
E9PBP8	hsa00053	Ascorbate and aldarate metabolism
P36537	hsa00053	Ascorbate and aldarate metabolism
P54855	hsa00053	Ascorbate and aldarate metabolism
O75795	hsa00053	Ascorbate and aldarate metabolism
Q6UWM9	hsa00053	Ascorbate and aldarate metabolism
Q15493	hsa00053	Ascorbate and aldarate metabolism
Q9UEF7	hsa00053	Ascorbate and aldarate metabolism
P86397	hsa00061	Fatty acid biosynthesis
Q4G176	hsa00061	Fatty acid biosynthesis
F5H5A1	hsa00061	Fatty acid biosynthesis
P33121	hsa00061	Fatty acid biosynthesis
B7Z3Z9	hsa00061	Fatty acid biosynthesis
E7EPM6	hsa00061	Fatty acid biosynthesis
O95573	hsa00061	Fatty acid biosynthesis
O60488	hsa00061	Fatty acid biosynthesis
P49327	hsa00061	Fatty acid biosynthesis
Q96GR2	hsa00061	Fatty acid biosynthesis
Q9UKU0	hsa00061	Fatty acid biosynthesis
Q8IVS2	hsa00061	Fatty acid biosynthesis
Q13085	hsa00061	Fatty acid biosynthesis
O00763	hsa00061	Fatty acid biosynthesis
Q9BV79	hsa00061	Fatty acid biosynthesis
Q9ULC5	hsa00061	Fatty acid biosynthesis
Q9NWU1	hsa00061	Fatty acid biosynthesis
Q9NV23	hsa00061	Fatty acid biosynthesis
Q92506	hsa00061	Fatty acid biosynthesis
Q5FVE4	hsa00061	Fatty acid biosynthesis
A0A7P0Z4L8	hsa00061	Fatty acid biosynthesis
Q8N4T8	hsa00061	Fatty acid biosynthesis
P42765	hsa00062	Fatty acid elongation
P49753	hsa00062	Fatty acid elongation
O00154	hsa00062	Fatty acid elongation
Q5T1C6	hsa00062	Fatty acid elongation
Q8N9L9	hsa00062	Fatty acid elongation
P30084	hsa00062	Fatty acid elongation
Q6Y1H2	hsa00062	Fatty acid elongation
Q8N1Q8	hsa00062	Fatty acid elongation
P40939	hsa00062	Fatty acid elongation
P55084	hsa00062	Fatty acid elongation
F5GZQ3	hsa00062	Fatty acid elongation
Q16836	hsa00062	Fatty acid elongation
Q5VWC8	hsa00062	Fatty acid elongation
Q9BV79	hsa00062	Fatty acid elongation
Q53GQ0	hsa00062	Fatty acid elongation
Q9P035	hsa00062	Fatty acid elongation
H3BRL8	hsa00062	Fatty acid elongation
Q9NXB9	hsa00062	Fatty acid elongation
P50897	hsa00062	Fatty acid elongation
Q9NYP7	hsa00062	Fatty acid elongation
A0A0A0MTI6	hsa00062	Fatty acid elongation
Q86TX2	hsa00062	Fatty acid elongation
Q9BW60	hsa00062	Fatty acid elongation
Q9GZR5	hsa00062	Fatty acid elongation
Q9H5J4	hsa00062	Fatty acid elongation
A1L3X0	hsa00062	Fatty acid elongation
D6RHD0	hsa00062	Fatty acid elongation
Q9HB03	hsa00062	Fatty acid elongation
B0YJ81	hsa00062	Fatty acid elongation
Q9UMR5	hsa00062	Fatty acid elongation
Q9NZ01	hsa00062	Fatty acid elongation
P42765	hsa00071	Fatty acid degradation
O75521	hsa00071	Fatty acid degradation
A0A0C4DGA2	hsa00071	Fatty acid degradation
Q7Z449	hsa00071	Fatty acid degradation
P07327	hsa00071	Fatty acid degradation
P00325	hsa00071	Fatty acid degradation
D6RHZ6	hsa00071	Fatty acid degradation
V9HW50	hsa00071	Fatty acid degradation
P00326	hsa00071	Fatty acid degradation
Q8TCG5	hsa00071	Fatty acid degradation
P08319	hsa00071	Fatty acid degradation
P11766	hsa00071	Fatty acid degradation
P28332	hsa00071	Fatty acid degradation
Q8IUN7	hsa00071	Fatty acid degradation
P40394	hsa00071	Fatty acid degradation
P50416	hsa00071	Fatty acid degradation
Q92523	hsa00071	Fatty acid degradation
P23786	hsa00071	Fatty acid degradation
A0A1B0GTB8	hsa00071	Fatty acid degradation
P42126	hsa00071	Fatty acid degradation
P30084	hsa00071	Fatty acid degradation
Q08426	hsa00071	Fatty acid degradation
P05091	hsa00071	Fatty acid degradation
P33121	hsa00071	Fatty acid degradation
B7Z3Z9	hsa00071	Fatty acid degradation
E7EPM6	hsa00071	Fatty acid degradation
O95573	hsa00071	Fatty acid degradation
O60488	hsa00071	Fatty acid degradation
P30837	hsa00071	Fatty acid degradation
P49189	hsa00071	Fatty acid degradation
P51648	hsa00071	Fatty acid degradation
Q96GR2	hsa00071	Fatty acid degradation
Q9UKU0	hsa00071	Fatty acid degradation
Q92947	hsa00071	Fatty acid degradation
P09110	hsa00071	Fatty acid degradation
P40939	hsa00071	Fatty acid degradation
P55084	hsa00071	Fatty acid degradation
F5GZQ3	hsa00071	Fatty acid degradation
Q16836	hsa00071	Fatty acid degradation
P28330	hsa00071	Fatty acid degradation
P11310	hsa00071	Fatty acid degradation
Q5T4U5	hsa00071	Fatty acid degradation
P16219	hsa00071	Fatty acid degradation
E9PE82	hsa00071	Fatty acid degradation
P45954	hsa00071	Fatty acid degradation
P49748	hsa00071	Fatty acid degradation
P24752	hsa00071	Fatty acid degradation
A0A5F9ZHJ0	hsa00071	Fatty acid degradation
Q9BWD1	hsa00071	Fatty acid degradation
P49419	hsa00071	Fatty acid degradation
Q15067	hsa00071	Fatty acid degradation
Q9ULC5	hsa00071	Fatty acid degradation
Q5FVE4	hsa00071	Fatty acid degradation
A0A7P0Z4L8	hsa00071	Fatty acid degradation
O15254	hsa00071	Fatty acid degradation
Q15125	hsa00100	Steroid biosynthesis
Q6VVX0	hsa00100	Steroid biosynthesis
Q07973	hsa00100	Steroid biosynthesis
O15528	hsa00100	Steroid biosynthesis
Q16850	hsa00100	Steroid biosynthesis
Q9UBM7	hsa00100	Steroid biosynthesis
Q15392	hsa00100	Steroid biosynthesis
P37268	hsa00100	Steroid biosynthesis
A0A1W2PQ47	hsa00100	Steroid biosynthesis
Q14739	hsa00100	Steroid biosynthesis
P38571	hsa00100	Steroid biosynthesis
A0A0A0MT32	hsa00100	Steroid biosynthesis
P48449	hsa00100	Steroid biosynthesis
Q15738	hsa00100	Steroid biosynthesis
P56937	hsa00100	Steroid biosynthesis
Q15800	hsa00100	Steroid biosynthesis
O75845	hsa00100	Steroid biosynthesis
P35610	hsa00100	Steroid biosynthesis
Q14534	hsa00100	Steroid biosynthesis
O76062	hsa00100	Steroid biosynthesis
O75908	hsa00100	Steroid biosynthesis
O14734	hsa00120	Primary bile acid biosynthesis
A0A494C0N6	hsa00120	Primary bile acid biosynthesis
Q9Y6A2	hsa00120	Primary bile acid biosynthesis
Q9Y2P5	hsa00120	Primary bile acid biosynthesis
P17516	hsa00120	Primary bile acid biosynthesis
P22680	hsa00120	Primary bile acid biosynthesis
Q9UNU6	hsa00120	Primary bile acid biosynthesis
Q02318	hsa00120	Primary bile acid biosynthesis
Q9UHK6	hsa00120	Primary bile acid biosynthesis
P51659	hsa00120	Primary bile acid biosynthesis
Q9NYL5	hsa00120	Primary bile acid biosynthesis
A0A087WTD2	hsa00120	Primary bile acid biosynthesis
Q14032	hsa00120	Primary bile acid biosynthesis
P22307	hsa00120	Primary bile acid biosynthesis
E9PLD1	hsa00120	Primary bile acid biosynthesis
P51857	hsa00120	Primary bile acid biosynthesis
Q9H2F3	hsa00120	Primary bile acid biosynthesis
Q99424	hsa00120	Primary bile acid biosynthesis
O95992	hsa00120	Primary bile acid biosynthesis
O75881	hsa00120	Primary bile acid biosynthesis
Q99807	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
Q8N0U8	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
P15559	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
B4DLR8	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
P38435	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
P32754	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
Q9Y2Z9	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
A0A0D9SFJ1	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
Q9NZJ6	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
P17735	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
Q9BQB6	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
Q5HYK3	hsa00130	Ubiquinone and other terpenoid-quinone biosynthesis
P24462	hsa00140	Steroid hormone biosynthesis
O75310	hsa00140	Steroid hormone biosynthesis
P0DTE4	hsa00140	Steroid hormone biosynthesis
D6RFW5	hsa00140	Steroid hormone biosynthesis
A0A140T9Z0	hsa00140	Steroid hormone biosynthesis
P17516	hsa00140	Steroid hormone biosynthesis
P21964	hsa00140	Steroid hormone biosynthesis
P04798	hsa00140	Steroid hormone biosynthesis
E7EMT5	hsa00140	Steroid hormone biosynthesis
P05177	hsa00140	Steroid hormone biosynthesis
Q16678	hsa00140	Steroid hormone biosynthesis
P24462	hsa00140	Steroid hormone biosynthesis
P05181	hsa00140	Steroid hormone biosynthesis
P08684	hsa00140	Steroid hormone biosynthesis
P20815	hsa00140	Steroid hormone biosynthesis
P22680	hsa00140	Steroid hormone biosynthesis
P05108	hsa00140	Steroid hormone biosynthesis
P15538	hsa00140	Steroid hormone biosynthesis
P19099	hsa00140	Steroid hormone biosynthesis
P05093	hsa00140	Steroid hormone biosynthesis
P11511	hsa00140	Steroid hormone biosynthesis
P08686	hsa00140	Steroid hormone biosynthesis
Q16874	hsa00140	Steroid hormone biosynthesis
Q04828	hsa00140	Steroid hormone biosynthesis
P52895	hsa00140	Steroid hormone biosynthesis
B4DK69	hsa00140	Steroid hormone biosynthesis
Q8WZ04	hsa00140	Steroid hormone biosynthesis
Q96E66	hsa00140	Steroid hormone biosynthesis
P14060	hsa00140	Steroid hormone biosynthesis
P26439	hsa00140	Steroid hormone biosynthesis
P28845	hsa00140	Steroid hormone biosynthesis
P80365	hsa00140	Steroid hormone biosynthesis
P14061	hsa00140	Steroid hormone biosynthesis
A0A0A0MQS7	hsa00140	Steroid hormone biosynthesis
P37058	hsa00140	Steroid hormone biosynthesis
P37059	hsa00140	Steroid hormone biosynthesis
Q7Z5J1	hsa00140	Steroid hormone biosynthesis
A0A087WWR3	hsa00140	Steroid hormone biosynthesis
P08842	hsa00140	Steroid hormone biosynthesis
A0A590UJL0	hsa00140	Steroid hormone biosynthesis
Q53GQ0	hsa00140	Steroid hormone biosynthesis
P56937	hsa00140	Steroid hormone biosynthesis
Q9BY64	hsa00140	Steroid hormone biosynthesis
Q9HAW8	hsa00140	Steroid hormone biosynthesis
Q9HAW9	hsa00140	Steroid hormone biosynthesis
Q9HAW7	hsa00140	Steroid hormone biosynthesis
P19224	hsa00140	Steroid hormone biosynthesis
P35504	hsa00140	Steroid hormone biosynthesis
O60656	hsa00140	Steroid hormone biosynthesis
P22310	hsa00140	Steroid hormone biosynthesis
P22309	hsa00140	Steroid hormone biosynthesis
P35503	hsa00140	Steroid hormone biosynthesis
P0DTE5	hsa00140	Steroid hormone biosynthesis
P18405	hsa00140	Steroid hormone biosynthesis
P31213	hsa00140	Steroid hormone biosynthesis
P51857	hsa00140	Steroid hormone biosynthesis
P49888	hsa00140	Steroid hormone biosynthesis
O00204	hsa00140	Steroid hormone biosynthesis
P06133	hsa00140	Steroid hormone biosynthesis
P16662	hsa00140	Steroid hormone biosynthesis
E9PBP8	hsa00140	Steroid hormone biosynthesis
P36537	hsa00140	Steroid hormone biosynthesis
P54855	hsa00140	Steroid hormone biosynthesis
O75795	hsa00140	Steroid hormone biosynthesis
Q6UWP2	hsa00140	Steroid hormone biosynthesis
Q92506	hsa00140	Steroid hormone biosynthesis
Q9H8P0	hsa00140	Steroid hormone biosynthesis
A0A7P0TBH6	hsa00140	Steroid hormone biosynthesis
Q6UWM9	hsa00140	Steroid hormone biosynthesis
O14756	hsa00140	Steroid hormone biosynthesis
P42330	hsa00140	Steroid hormone biosynthesis
A0A0A0MSS8	hsa00140	Steroid hormone biosynthesis
O75881	hsa00140	Steroid hormone biosynthesis
E9PQ53	hsa00190	Oxidative phosphorylation
A0A087WUM3	hsa00190	Oxidative phosphorylation
A0A087WY27	hsa00190	Oxidative phosphorylation
Q14061	hsa00190	Oxidative phosphorylation
Q13488	hsa00190	Oxidative phosphorylation
O75947	hsa00190	Oxidative phosphorylation
O75964	hsa00190	Oxidative phosphorylation
O14957	hsa00190	Oxidative phosphorylation
Q6YFQ2	hsa00190	Oxidative phosphorylation
Q86Y39	hsa00190	Oxidative phosphorylation
