uniprot_acc	gene_id
Q8IYP2	hsa:136541
Q13835	hsa:5317
Q8N271	hsa:150696
Q8NAV1	hsa:84950
P17706	hsa:5771
Q96GW9	hsa:92935
Q99595	hsa:10440
A0A1B0GX95	NA
P0CG47	hsa:7314
Q16851	hsa:7360
Q8TCV5	hsa:149708
Q93050	hsa:535
Q9Y6I0	NA
Q96N58	hsa:147660
Q96N38	hsa:148206
Q96JL9	hsa:84449
Q00889	hsa:5675
Q9HD43	hsa:5794
Q9UQ72	hsa:5680
O43653	hsa:8000
P49768	hsa:5663
P17812	hsa:1503
Q6NVH7	hsa:126074
O15260	hsa:6836
O14994	hsa:8224
O94901	hsa:23353
Q8WY91	hsa:51078
A6NM43	NA
Q9BXR0	hsa:81890
Q8N6V9	hsa:374618
O14746	hsa:7015
P20226	hsa:6908
Q8IYF3	hsa:56159
O60830	hsa:10245
Q2M2D7	hsa:254272
Q9UL54	hsa:9344
Q969T9	hsa:23558
P45378	hsa:7140
Q8TDI8	hsa:117531
P29401	hsa:7086
Q5T7P6	NA
P23193	hsa:6917
Q6P9F5	hsa:135644
Q8N6T0	hsa:79703
Q9UKI8	hsa:9874
Q9BXS4	hsa:9528
Q9HCM9	hsa:56658
P20231	hsa:64499
P20231	hsa:7177
Q14106	hsa:10766
B1AH88	NA
Q9HCF6	hsa:80036
Q9C029	hsa:81786
Q9NNW7	hsa:10587
Q9P275	hsa:57602
Q96RU2	hsa:57646
Q6EMB2	hsa:23093
Q8WUN7	hsa:92181
O75386	hsa:7289
P51784	NA
Q9H8Y1	hsa:55237
Q9BRX9	hsa:84292
Q8N398	hsa:90113
Q9H598	hsa:140679
Q9Y6I7	hsa:26118
Q6UY13	NA
A6NC05	hsa:401207
Q9ULM3	hsa:55689
A6XGL0	hsa:374887
Q9BSR8	hsa:84272
Q6AW86	hsa:388569
Q6ZRG5	NA
Q6ZRU5	NA
Q9Y6R6	hsa:163131
Q96GR4	hsa:84885
Q8N6K4	hsa:107987235
Q5BKY6	NA
O60315	hsa:9839
Q15915	hsa:7545
Q9H9D4	hsa:79797
Q9Y2A4	hsa:10224
Q7Z7L9	hsa:54993
Q14966	hsa:27332
Q9H7X3	hsa:79943
O95789	hsa:9204
Q9Y473	hsa:7728
Q0VGE8	hsa:125893
Q6ZS27	hsa:389114
P0CG24	hsa:169834
Q9H609	hsa:79177
Q96IR2	hsa:91664
Q13635	hsa:5727
Q9Y6I8	hsa:11264
Q2QD12	hsa:729020
Q9H9Y2	hsa:80135
Q9UQP3	hsa:63923
P0DJG4	hsa:100506564
Q16650	hsa:10716
Q13564	hsa:8883
A0A075B6U4	NA
P57075	hsa:53347
Q8NHH1	hsa:158135
Q01081	hsa:102724594
Q01081	hsa:7307
Q6PHR2	hsa:25989
A6NJT0	hsa:340260
Q9Y4E8	hsa:9958
Q96N46	hsa:151613
Q8NA56	hsa:83894
Q9Y5J1	hsa:51096
O95365	hsa:51341
Q03405	hsa:5329
Q96HZ7	NA
O75841	hsa:7348
Q9NVA1	hsa:55245
P49767	hsa:7424
Q96AJ9	hsa:143187
Q6P2C0	hsa:56964
Q9NW82	hsa:55100
P0CH99	hsa:728957
Q9H869	hsa:55249
Q9NUD5	hsa:85364
Q401N2	hsa:353174
Q96LW1	hsa:117608
Q6ZQY7	NA
Q6UXP9	NA
Q9Y5A6	hsa:7589
Q9UHR6	hsa:741
Q8NHG8	hsa:223082
O60232	hsa:10534
Q6NXT4	hsa:55676
Q99676	hsa:7738
Q96HQ0	hsa:79744
Q9Y4E5	hsa:26036
Q9H7S9	hsa:80139
O75820	hsa:7743
Q8IYN0	hsa:163227
Q96B54	hsa:126299
Q9P2F9	hsa:57567
Q6P9A3	hsa:256051
P0CJ79	hsa:388559
Q3ZCX4	hsa:374900
O95685	hsa:5509
Q9NRI7	NA
P25789	hsa:5685
P86479	hsa:122183
P86479	hsa:729233
P86479	hsa:729240
P86479	hsa:729246
P86479	hsa:729250
Q9UNM6	hsa:5719
Q8NDX1	hsa:23550
Q9BRV3	hsa:55974
Q5R3I4	hsa:55020
Q9UH99	hsa:25777
Q6EEV6	hsa:387082
Q96JC1	hsa:23339
Q9Y4P3	hsa:26608
Q9NZQ8	hsa:29850
A0A087WT03	NA
Q9UL62	hsa:7224
A0A1B0GX78	NA
O95155	hsa:10277
P0C7I0	hsa:392188
Q5T4S7	hsa:23352
Q8IYU4	hsa:143630
Q9BZA0	NA
Q9Y4E6	hsa:23335
Q8N9V3	hsa:151525
Q5GH77	hsa:150165
Q2TBF2	hsa:9671
Q96G27	hsa:23559
Q6UXI7	hsa:5212
Q8NEG5	hsa:151112
Q9UQR1	hsa:7707
Q6ZQT0	NA
Q6ZQT7	NA
Q9Y5A9	hsa:51441
O43298	hsa:23099
Q96K62	hsa:84878
Q6N043	hsa:54816
Q6ZN57	hsa:80108
Q7Z570	hsa:91752
Q8TBF4	hsa:85437
Q9HBF4	hsa:53349
Q8IVQ6	hsa:340481
A8MXY4	hsa:7652
O43257	hsa:10467
Q6ZTR6	NA
Q8IYX0	hsa:168417
Q5SVZ6	hsa:79830
Q8N0Y2	hsa:55311
P52746	hsa:7701
Q5TEC3	hsa:90874
Q96GE5	hsa:90576
Q8TBZ8	hsa:163050
Q92610	hsa:9640
Q86UE3	hsa:339327
Q5QJ38	hsa:126637
Q96M34	hsa:152405
Q8IZJ6	NA
P78371	hsa:10576
A0A1W2PP97	NA
A0A1B0GVG6	NA
Q9UIK5	hsa:23671
Q6ZT07	hsa:23158
Q8NHU6	hsa:23424
A6NLX4	hsa:100505993
A6NDS4	hsa:414059
Q99594	hsa:7005
Q9NUY8	hsa:55773
Q969V4	hsa:83659
Q96MN5	hsa:127428
Q9H0R3	hsa:84065
Q8N8B7	hsa:170082
Q03519	hsa:6891
H0YL14	hsa:90120
Q3ZCQ8	hsa:92609
P03979	NA
Q9NX78	hsa:54916
Q9HC07	hsa:55858
A0A0B4J1U4	NA
Q8N6I4	hsa:26175
Q96B77	hsa:25880
Q9ULW0	hsa:22974
O15455	hsa:7098
Q7Z5M5	hsa:342125
P56180	hsa:7179
A0PJX8	hsa:388595
Q8WZ04	hsa:220074
Q6YI46	hsa:169200
O96008	hsa:10452
Q7Z4K8	hsa:80128
Q96BQ3	hsa:129868
Q04724	hsa:7088
P35442	hsa:7058
P0CV99	hsa:728395
O60636	hsa:10100
Q3LFD5	NA
A0A075B6N1	NA
Q96J42	hsa:79770
P68036	hsa:7332
Q5VVX9	hsa:148581
C9J7I0	hsa:729852
A0A0B4J248	NA
P11441	hsa:8266
Q9HAW8	hsa:54575
P54578	hsa:9097
Q13454	hsa:7991
Q96AY4	hsa:23331
Q969E3	hsa:114131
Q9ULT0	hsa:57217
P25874	hsa:7350
O75691	hsa:27340
A0A1B0GUX0	hsa:100130705
Q9UKP6	hsa:2837
O95045	hsa:151531
Q9BRT2	hsa:84300
Q8IV63	hsa:51231
Q9BQY6	hsa:140870
Q9P1Q0	hsa:51542
Q00341	hsa:3069
Q8NFD4	NA
Q499Y3	NA
Q9BYJ9	hsa:54915
O15209	hsa:9278
O15060	hsa:9880
Q8N680	hsa:57621
Q5D1E8	hsa:80149
Q6ZSR3	NA
Q9Y493	hsa:7455
Q8N567	hsa:84240
Q9ULC8	hsa:29801
Q5FWF4	hsa:84083
Q3MJ62	hsa:222696
P51522	hsa:55769
Q8TAD4	hsa:64924
Q9HCG1	hsa:90338
Q96AP4	hsa:221302
Q8IW36	hsa:57116
Q5T5D7	hsa:127396
Q9BS31	hsa:65251
Q8NC26	hsa:163071
Q96JM2	hsa:58499
Q6AZW8	hsa:285349
Q6ZTB9	NA
Q13360	hsa:100529215
Q13360	hsa:7730
O75362	hsa:7764
Q6ZNA1	hsa:162962
Q8N8H1	hsa:100529240
Q86UK7	hsa:90850
Q8N587	hsa:93134
A0A0K0K1C0	NA
Q70EK8	hsa:54532
A0A0B4J238	NA
Q629K1	hsa:286144
Q9NPD8	hsa:29089
Q8NG68	hsa:150465
P0CB47	hsa:642623
P63125	NA
Q6ZS81	hsa:57705
Q709C8	hsa:54832
P02774	hsa:2638
Q9GZS3	hsa:80349
Q6UXN9	hsa:80335
Q9UN37	hsa:27183
O14904	hsa:7483
Q93098	hsa:7479
Q9UBV4	hsa:51384
Q9UPY5	hsa:23657
Q9UII5	hsa:51427
P52743	NA
P52744	hsa:7697
Q13426	hsa:7518
Q96MP5	hsa:140831
Q2M3X9	hsa:641339
Q8TD23	hsa:171392
Q8N7Q3	hsa:163223
Q6S9Z5	hsa:133923
Q9UK12	hsa:7673
Q8TF20	hsa:170960
Q9UK11	hsa:7766
A0A1W2PQL4	NA
Q96JC4	hsa:90827
P0DPD5	NA
Q9NZL3	hsa:7767
A8MTY0	NA
Q8WV37	hsa:147657
O43264	hsa:9183
A6NNF4	hsa:730087
Q9UK10	hsa:7768
A8MUV8	hsa:442319
Q8TF39	hsa:158399
P0DKX0	hsa:388523
Q9NYT6	hsa:7769
Q5JVG2	hsa:83744
A6NN14	hsa:100287226
Q86WZ6	hsa:7770
Q8NCK3	hsa:220992
Q6ZMV8	hsa:100129543
Q96H40	hsa:90649
Q9UJW7	hsa:7772
B4DXR9	hsa:654254
B1APH4	NA
P0CB33	hsa:730291
Q9UIE0	hsa:7773
B4DX44	hsa:728927
Q9UNY5	hsa:7775
Q96MN9	hsa:118738
O75373	hsa:100129842
Q9H900	hsa:55055
A6NK53	hsa:353355
Q8NE65	NA
Q9ULM2	hsa:57474
Q14588	hsa:10780
Q8N8L2	hsa:126069
Q8NDX6	hsa:283337
Q9P255	hsa:57615
Q14590	hsa:9310
O95229	hsa:11130
Q6ZR52	hsa:284443
Q9UL36	hsa:7776
Q6NUN9	hsa:155061
Q96IT1	hsa:84838
Q16600	hsa:8187
Q9BV97	hsa:65988
Q8NDW4	hsa:57209
Q6ZNH5	hsa:162968
O43361	hsa:388567
O60304	hsa:26048
P15622	hsa:58500
Q96CX3	hsa:115560
Q32MQ0	hsa:79755
P98168	hsa:7789
Q8TBZ5	hsa:91392
Q9BRH9	hsa:90987
P98169	hsa:158586
Q96F45	hsa:84858
Q96N20	hsa:7627
O75437	hsa:9534
Q6P9A1	hsa:348327
Q96GC6	hsa:10782
Q6ZQV5	NA
Q5FWF6	hsa:285989
Q9H898	hsa:79698
Q6PG37	hsa:388536
Q76KX8	hsa:147658
Q9NSD4	NA
Q3KP31	hsa:163049
O15090	hsa:9745
Q9UDW3	hsa:55954
Q3KQV3	hsa:126375
Q8N554	hsa:92822
Q6ZN11	hsa:390927
Q8NDQ6	hsa:163255
Q96SK3	hsa:84775
Q9UL40	hsa:23567
Q9ULD9	hsa:57507
Q9GZX5	hsa:59348
Q8N9Z0	hsa:162963
Q9NW07	hsa:140467
Q8N823	hsa:81856
Q5T0B9	hsa:149076
Q6PF04	hsa:79898
Q8N883	hsa:80110
Q96PM5	hsa:25898
Q8N8J6	hsa:284370
Q70YC5	hsa:22891
Q08AN1	hsa:90317
Q5T7W0	hsa:114991
Q8N2I2	hsa:285267
Q8N895	hsa:167465
Q6ZNG0	hsa:253639
Q7RTV3	hsa:195828
Q6ZSS3	hsa:285268
Q969S3	hsa:90441
P17032	hsa:7587
O75123	hsa:9831
Q96SR6	hsa:84911
Q9P2J8	hsa:57547
Q96I27	hsa:90589
Q8NA42	hsa:163087
Q68DY1	hsa:199777
Q7L945	hsa:199692
Q8TF68	hsa:171017
Q5EBL2	hsa:89887
Q9UJN7	hsa:346157
Q9UEG4	hsa:23361
Q53GI3	hsa:84124
Q9H8N7	hsa:55893
Q96N95	hsa:252884
Q8NF99	hsa:84307
Q8TD17	hsa:57541
Q494X3	hsa:342908
Q9C0G0	hsa:55628
P0C879	NA
Q05516	hsa:7704
Q9HC78	hsa:26137
Q9NUA8	hsa:9923
Q9UFB7	hsa:92999
Q9P1Z0	hsa:57659
Q92536	hsa:9057
Q8ND82	hsa:55609
Q96MV8	hsa:158866
A8MUN3	NA
Q8N9W7	NA
Q8TF47	hsa:146198
Q9NU63	hsa:346171
Q6AWC8	NA
Q3C1V9	NA
Q03923	hsa:7639
P17097	hsa:7553
Q9BWM5	hsa:55659
A6NDX5	NA
Q96ND8	hsa:147949
P37173	hsa:7048
Q969F1	hsa:112495
P36402	hsa:6932
P48643	hsa:22948
Q12999	hsa:6302
A0A0A0MS03	NA
Q15696	hsa:8233
P15374	hsa:7347
Q9NRJ4	hsa:56995
Q9BSA4	hsa:94015
Q8IZQ1	hsa:23001
Q6XCG6	NA
Q6ZSV7	NA
A1YPR0	hsa:201501
Q96C00	hsa:221504
Q8N8P6	NA
Q9H5J0	NA
Q8NAP8	hsa:728116
A2A288	hsa:340152
P0CI00	hsa:100132396
Q86Y25	hsa:30832
Q9NSJ1	NA
Q8IWR0	hsa:29066
Q969W1	hsa:84287
Q8IUH4	hsa:54503
Q5T1R4	hsa:59269
Q7Z3T8	hsa:9765
Q15911	hsa:463
Q9UGI0	hsa:54764
P13682	hsa:7584
Q96NI8	hsa:148268
B4DU55	hsa:345462
Q9NNZ6	NA
O60346	hsa:23239
P23467	hsa:5787
Q15257	hsa:5524
Q96MF2	hsa:246329
Q8TDR2	hsa:140901
P27105	hsa:2040
Q15208	hsa:11329
Q5T2D2	hsa:79865
Q15022	hsa:23512
Q15543	hsa:6884
Q9C0J8	hsa:55339
O15040	hsa:9895
Q99832	hsa:10574
Q9BYX2	hsa:55357
A0A0A6YYG3	NA
Q8NB66	hsa:440279
Q6R6M4	hsa:377630
O95185	hsa:8633
Q9BZ97	NA
Q7Z5L0	hsa:284013
P63121	NA
Q9NP79	hsa:51534
Q7Z5H5	hsa:317703
Q9BV38	hsa:57418
P40337	hsa:7428
Q96N03	hsa:128434
Q9Y6F9	hsa:7475
Q9HBM0	hsa:55591
O00744	hsa:7480
Q8TAG6	hsa:254778
Q9HAA7	NA
Q9BZS9	NA
Q6ZSR9	NA
O75132	hsa:9889
Q8NCN2	hsa:403341
Q9HCK0	hsa:57684
Q5TC79	hsa:84614
Q9Y2Y4	hsa:27033
Q6ZWC4	NA
Q6ZVQ6	NA
O15156	hsa:51043
Q86YH2	hsa:140883
Q6P2D0	hsa:162239
O95405	hsa:9372
Q8N402	NA
O60844	hsa:653808
Q8N9K5	hsa:147929
A8MT65	hsa:101060200
Q7Z3I7	hsa:137209
Q9P016	hsa:29087
Q9UJT1	hsa:51174
Q8NI27	hsa:57187
Q9UHF7	hsa:7227
Q8WVN8	hsa:92912
Q9BZM4	hsa:79465
Q8IZJ1	hsa:219699
O00294	hsa:7287
Q5TAA0	hsa:55001
Q8WVF2	hsa:221044
Q96BW1	hsa:139596
P0DTE5	hsa:574537
O75631	hsa:7380
Q9NZR4	hsa:30813
A6NCI4	hsa:146177
Q8TAG5	hsa:222008
Q5MNZ6	hsa:56270
Q9H8V8	NA
A6NLC8	NA
Q96EC8	hsa:286451
O96006	hsa:9189
Q9ULJ3	hsa:49854
Q7Z739	hsa:253943
P0CG31	NA
Q5HYM0	hsa:340554
Q7Z2W4	hsa:56829
Q6NZY4	hsa:55596
Q96MU7	hsa:91746
Q8WW36	hsa:389874
Q6ZN79	hsa:440077
A6NHS1	NA
Q8IZC7	hsa:94039
A6NEH8	NA
Q9BSK1	hsa:84765
Q6U7Q0	hsa:79692
P17022	hsa:7566
Q14585	hsa:25850
P10646	hsa:7035
Q9NRH3	hsa:27175
Q96RS0	hsa:96764
Q6ZMP0	hsa:79875
P19532	hsa:7030
O95455	hsa:23483
O15119	hsa:6926
Q86W42	hsa:79228
A6NFQ2	hsa:285966
Q9Y4C2	hsa:9747
P32780	hsa:2965
Q9BQ50	hsa:11219
Q8NDG6	hsa:122402
Q0IIM8	hsa:54885
Q6ZWK6	hsa:389208
Q6NUQ4	hsa:54867
O75347	hsa:6902
P01033	hsa:7076
P0DI82	hsa:6399
P0CAT3	NA
Q93038	hsa:8718
O00206	hsa:7099
Q9UNS1	hsa:8914
Q12933	hsa:7186
Q04727	hsa:7091
P20396	hsa:7200
Q5SWH9	hsa:51249
Q6ZSZ6	hsa:10194
A0A087WV62	NA
A6NDN8	NA
O95071	hsa:51366
Q9Y548	hsa:54432
Q8WYQ9	hsa:23174
Q9C0B9	hsa:54877
A6NP61	hsa:646799
Q6ZV60	NA
Q7Z7L7	hsa:10444
Q16670	hsa:7741
Q9BU19	hsa:55657
Q8NEW0	hsa:148867
Q8TAQ5	hsa:147923
Q2M218	hsa:57232
P52736	hsa:7692
Q96JG9	NA
Q9Y2D9	hsa:22834
Q96BR6	hsa:79862
Q8NAF0	hsa:163033
P17028	hsa:7572
Q9Y3M9	hsa:26152
Q86UU1	hsa:23187
Q02325	hsa:5342
Q02325	hsa:5343
Q08752	hsa:5481
Q8WUK0	hsa:114971
Q8NF91	hsa:23345
Q9Y5J6	hsa:26515
Q9BXQ6	hsa:27439
Q96RL7	hsa:23230
Q9NXG2	hsa:55623
P25325	hsa:4357
Q12800	hsa:7024
A0A1B0GU33	NA
Q6DHY5	hsa:101060321
Q6ZTW0	hsa:91978
Q9C0D5	hsa:85461
Q8N5T2	hsa:55296
E9PQX1	hsa:100130348
O94842	hsa:9878
Q8WVR3	hsa:55262
P31314	hsa:3195
A0A1B0GX56	NA
P62072	hsa:26519
Q9Y2S6	hsa:51372
Q9Y577	hsa:51127
Q86Y38	hsa:64131
Q8TD43	hsa:54795
Q13507	hsa:7222
A0A1B0GUS4	NA
P01733	NA
O94874	hsa:23376
Q70J99	hsa:201294
Q9NV66	hsa:55253
Q9HA47	hsa:83549
Q5JXB2	hsa:389898
Q6NUS8	hsa:133688
P09936	hsa:7345
P55916	hsa:7352
O00526	hsa:7379
O95183	hsa:10791
O43915	hsa:2277
Q9ULK5	hsa:57216
P04628	hsa:7471
O75695	hsa:6102
Q9H0M5	hsa:90592
O14709	hsa:10168
Q9NV72	hsa:55762
Q9H963	NA
Q7Z3V5	hsa:51276
A2RU30	hsa:9840
P01266	hsa:7038
P14679	hsa:7299
O75604	hsa:9099
Q9NX01	hsa:54957
A0A5B6	NA
Q6ZT12	hsa:130507
A0A0B4J279	NA
Q9H3U1	hsa:55898
P26651	hsa:7538
Q9BZX2	hsa:7371
O43818	hsa:9136
Q9NWZ5	hsa:54963
O95847	hsa:9481
Q86TV6	hsa:145567
Q96RP3	hsa:90226
P22314	hsa:7317
A2A3L6	hsa:164118
Q86UZ6	hsa:140685
Q8N3U1	NA
Q6ZSA8	NA
Q6ZSB9	hsa:166793
Q8TED0	hsa:84135
P63123	NA
A6NLU5	hsa:342865
Q86VZ2	hsa:54554
Q9P2S5	hsa:49856
Q9H270	hsa:55823
Q3ZAQ7	hsa:203547
Q96NR7	NA
O43592	hsa:11260
Q9Y5W5	hsa:11197
Q9UHT4	NA
O75467	hsa:25799
Q9NQZ6	hsa:55906
Q9UPT8	hsa:23211
Q8TBK6	hsa:54819
Q9H8X9	hsa:79844
Q8IYP9	hsa:254887
Q9BW85	hsa:55702
Q9H4I2	hsa:23051
P21754	hsa:7784
A6NK75	hsa:148198
O14771	hsa:7760
B7Z6K7	hsa:730051
Q7RTS3	hsa:256297
A6NGN4	hsa:441873
A6NGN4	hsa:645359
Q6ISU1	hsa:171558
Q86YV5	hsa:157285
Q8IXH6	hsa:58476
P13726	hsa:2152
Q9NVV9	hsa:55145
Q8N6G2	hsa:122046
P19484	hsa:7942
Q6UWW9	hsa:131920
Q96J77	hsa:89882
Q96HA7	hsa:4796
Q96DN5	hsa:93594
Q96SK2	hsa:84928
P35916	hsa:2324
Q86T26	hsa:132724
O95407	hsa:8771
Q5U3C3	hsa:84187
Q6ICL3	hsa:128989
Q8N6Q1	hsa:145942
Q8IU68	hsa:147138
Q96HH6	hsa:55266
O60603	hsa:7097
A0A1W2PR48	NA
Q6UXU6	hsa:162461
Q969K7	hsa:113452
Q92574	hsa:7248
Q2NL82	hsa:55720
Q12816	hsa:7216
A0A576	NA
A0A0K0K1A5	NA
Q96B02	hsa:55284
A0A075B6L6	NA
P49427	hsa:997
P61081	hsa:9040
Q8TB05	hsa:124402
P33981	hsa:7272
Q7RTZ2	hsa:401447
Q16831	hsa:7378
P32241	hsa:7433
Q9H1Z4	hsa:64743
P63122	NA
Q8N2E2	hsa:221806
Q9BRG1	hsa:84313
P04004	hsa:7448
A8MV65	hsa:389136
Q86TA4	NA
Q8N976	NA
Q6PJT7	hsa:79882
Q9UIJ5	hsa:51201
A6NM28	hsa:139735
Q9Y397	hsa:51114
Q9UDV6	hsa:7988
C9JN71	hsa:729747
Q9UBF2	hsa:26958
Q8WTW3	hsa:9382
Q96LU5	hsa:196294
Q96FE5	hsa:84894
Q96JB6	hsa:84171
A6NDA9	hsa:340745
Q9H008	hsa:64077
O43347	hsa:4440
O75022	hsa:102725035
O75022	hsa:107987462
Q86WI0	hsa:340596
P43034	hsa:5048
Q96S90	hsa:388695
Q16873	hsa:4056
O60336	hsa:23005
Q86UE4	hsa:92140
Q9Y5Q3	hsa:9935
A8MSI8	hsa:201229
Q14764	hsa:9961
Q96E52	hsa:115209
Q7RTU3	hsa:167826
Q92508	hsa:9780
Q9UL41	hsa:29944
Q13492	hsa:8301
Q9UKY4	hsa:29954
P41222	hsa:5730
O60831	hsa:11230
P02786	hsa:7037
Q12788	hsa:10607
Q16762	hsa:7263
Q99593	hsa:6910
Q6ZUX3	hsa:165186
Q8N6K0	hsa:121793
Q86V81	hsa:10189
Q86VP1	hsa:8887
P52888	hsa:7064
Q96EI5	hsa:79921
Q5GH70	hsa:389668
Q7L2K0	hsa:80178
Q9UK61	hsa:23272
O75764	hsa:6920
Q8IZP1	hsa:414060
Q8IZP1	hsa:729873
Q587J7	hsa:91646
Q03518	hsa:6890
A0A087WVF3	hsa:101060389
Q4V9L6	hsa:338773
O14798	hsa:8794
Q56UQ5	NA
Q9NS68	hsa:55504
Q86WT1	hsa:92104
Q9H1Z9	hsa:83882
A0A0J9YX75	NA
Q96LR5	hsa:7325
Q14157	hsa:9898
A6PVC2	NA
Q9BQ24	hsa:79038
P61236	hsa:83719
O15498	hsa:10652
Q8WV99	hsa:130617
Q8ND25	hsa:84937
P35789	hsa:81931
Q13106	hsa:7710
Q6XR72	hsa:55532
O14863	hsa:7782
Q8IZM8	NA
Q6PDB4	hsa:400713
Q9H0D2	hsa:84215
Q9NP85	hsa:7827
Q7Z3K3	hsa:23126
Q3SYG4	hsa:27241
Q9BWD1	hsa:39
Q9BXT5	NA
Q8TBZ9	hsa:219557
Q3KQV9	hsa:91373
A0A0K0K1A3	NA
A0A0B4J2E0	NA
Q9P2J2	hsa:57549
P11172	hsa:7372
A0A0J9YY54	NA
Q702N8	hsa:165904
Q9C0E2	hsa:64328
Q9Y4E1	hsa:253725
Q9H9H4	hsa:79720
P55808	hsa:7499
Q9NX94	hsa:54838
Q6ZNB5	NA
O75312	hsa:8882
A8MUI8	NA
Q8N7P7	NA
Q9UI54	NA
Q96MF0	NA
Q8NB50	hsa:643836
Q52M93	hsa:92285
P17040	hsa:7579
Q96MX3	hsa:197407
Q96IQ9	hsa:84330
Q96N77	hsa:121274
Q86UQ0	hsa:51385
Q7Z7K2	hsa:168544
Q5JNZ3	hsa:282890
Q96J01	hsa:84321
Q9BQE3	hsa:84790
Q8WVM0	hsa:51106
Q9UHD2	hsa:29110
A0A1B0GTD5	NA
P24752	hsa:38
Q13395	hsa:6894
Q17R31	hsa:128387
Q9UPZ6	hsa:221981
A0PJW6	hsa:79064
Q6ICI0	hsa:255349
P24821	hsa:3371
O43711	hsa:30012
Q16890	hsa:7164
Q13061	hsa:10345
Q96EY4	hsa:55319
P51854	hsa:8277
O60704	hsa:8459
Q8N7U7	hsa:284355
Q14134	hsa:23650
P62995	hsa:6434
Q6PEY1	hsa:92162
P49815	hsa:7249
O75954	hsa:10867
Q7Z2W7	hsa:79054
Q9UJK0	hsa:115939
Q969D9	hsa:85480
A0A0B4J273	NA
P51668	hsa:7321
P09327	hsa:7429
P63127	NA
O75083	hsa:9948
Q4G0F5	hsa:112936
P61129	hsa:376940
Q8WU90	hsa:55854
Q6UX98	hsa:254359
Q9UPR6	hsa:23217
P17010	hsa:7543
Q6ZRN7	NA
Q9UJ78	hsa:9205
Q2M3W8	hsa:339318
P10072	hsa:284459
Q8WXB4	hsa:80095
P18859	hsa:522
O75173	hsa:9507
O15392	hsa:332
Q6UVK1	hsa:1464
P62952	hsa:10904
Q9BSF8	hsa:84280
A0A1B0GUI7	NA
Q9BQE9	hsa:9275
Q5H9B9	NA
Q6W2J9	hsa:54880
Q6ZNE5	hsa:22863
Q9Y6Q1	hsa:827
P0DN87	hsa:94027
Q49AH0	hsa:441549
Q8N7R7	hsa:151195
P59074	NA
P04798	hsa:1543
Q9BT40	hsa:51763
O15327	hsa:8821
Q86Y97	hsa:84787
Q9HCM3	hsa:57670
Q674X7	hsa:23254
P06732	hsa:1158
O15550	hsa:7403
Q9ULH0	hsa:57498
G5E9R7	NA
Q3LI81	hsa:643812
Q6ZWJ8	hsa:375616
P16150	hsa:6693
Q8NCW0	hsa:79412
Q5JUW0	hsa:55634
P0DV60	NA
O75676	hsa:8986
Q68G75	hsa:93273
Q71F78	NA
Q15012	hsa:9741
Q8IUC1	hsa:337880
Q96QS6	hsa:85481
Q3LI63	hsa:337975
Q8N448	hsa:222484
Q9UGP4	hsa:8994
Q8N149	hsa:11027
Q9Y468	hsa:26013
Q9NPC1	hsa:56413
Q13232	hsa:4832
H3BQJ8	NA
Q9H081	hsa:79003
Q93083	NA
P53779	hsa:5602
Q8IXI1	hsa:89941
Q9H3R2	hsa:56667
P58546	hsa:136319
A4FU01	hsa:10903
Q8IXL7	hsa:253827
P0C6T2	hsa:100128731
Q9Y5G5	hsa:9708
Q8N3F0	hsa:222166
Q8NDA8	hsa:727957
Q96DH6	hsa:124540
Q96KJ4	NA
Q13421	hsa:10232
Q15800	hsa:6307
Q96J66	hsa:85320
Q9Y4B5	hsa:23255
Q86W26	hsa:338322
Q14957	hsa:2905
Q8IVV8	hsa:128414
Q9H2Z4	hsa:644524
Q8IY84	hsa:167359
Q99574	hsa:5274
Q8NFZ3	hsa:22829
Q9Y221	hsa:51388
Q6J4K2	hsa:80024
P59044	hsa:171389
P53384	hsa:4682
Q8NA29	hsa:84879
P05186	hsa:249
Q86UA1	hsa:55015
P03905	hsa:4538
Q96MF7	hsa:286053
Q6X4W1	hsa:26012
Q9UFN0	hsa:25934
P0C0P6	hsa:594857
O75817	hsa:10248
P03897	hsa:4537
P20393	hsa:9572
P0C024	hsa:283927
P49757	hsa:8650
Q7Z2Y5	hsa:203447
Q9UHY1	hsa:29959
A0A0A6YYL3	hsa:100996331
P62140	hsa:5500
O60287	hsa:9875
Q9UND3	hsa:642799
Q9UND3	hsa:9284
Q9UD71	hsa:84152
P0DM63	hsa:101059938
P0DM63	hsa:101059953
A8MRT5	hsa:100132247
O95222	hsa:8590
Q8N819	hsa:147699
A6NET4	hsa:403277
Q8NG99	hsa:390882
Q8NG95	hsa:390883
Q8N162	hsa:390151
Q8N146	hsa:390152
Q8WZ84	hsa:283159
Q8NGU1	NA
P0C646	NA
A6NHG9	hsa:403273
Q13415	hsa:4998
O95948	hsa:9480
A6NGQ2	hsa:441161
Q9UKG9	hsa:54677
Q8IXM7	hsa:161753
Q7Z3B4	hsa:53371
P47890	hsa:8390
Q01968	hsa:4952
P12694	hsa:593
Q8NGZ4	hsa:81469
P58173	hsa:26212
Q8NH16	hsa:26246
Q8NGS1	hsa:26219
Q9Y3N9	hsa:26692
Q8NGB2	hsa:79346
Q8NH83	hsa:81318
Q8NGB9	hsa:390648
Q8NH02	hsa:343563
Q6IEV9	hsa:219429
Q8NGD4	hsa:79544
Q8NGC2	NA
Q8NGK9	hsa:390144
Q8NGF7	hsa:219965
Q5R387	NA
