uniprot_acc	gene_id
Q9HCP0	hsa:53944
Q13351	hsa:10661
P57682	hsa:51274
Q9Y6M4	hsa:1456
O43474	hsa:9314
Q13887	hsa:688
Q99612	hsa:1316
O75840	hsa:8609
Q8TAV5	NA
Q16322	hsa:3744
O95600	hsa:11279
Q13886	hsa:687
Q14722	hsa:7881
Q6JEL2	hsa:317719
Q9NVR0	hsa:55175
Q13303	hsa:8514
Q53G59	hsa:59349
O43448	hsa:9196
Q9P2N7	hsa:90293
Q9P2G3	hsa:57565
Q96M94	hsa:80311
Q14012	hsa:8536
P32297	hsa:1136
Q9UNA3	hsa:51146
P78314	hsa:6452
Q70Z44	hsa:200909
Q9Y276	hsa:617
Q9Y478	hsa:5564
Q96GS6	hsa:81926
Q9H0C2	hsa:83447
Q7Z6A9	hsa:151888
P10323	hsa:49
Q9P287	hsa:56647
C9JUS6	hsa:199800
P68133	hsa:58
Q9BXK5	hsa:23786
Q8TDY3	hsa:140625
Q495B1	hsa:348094
Q5TBC7	hsa:440603
Q9BYD9	hsa:84517
Q96NN9	hsa:150209
Q3SY69	hsa:160428
P42330	hsa:8644
Q9Y672	hsa:29929
Q9Y243	hsa:10000
Q13444	hsa:8751
O43687	NA
P20292	hsa:241
Q9NZK5	hsa:51816
Q8IZF3	hsa:221393
Q8N556	hsa:60312
Q8IZF6	hsa:139378
P51826	hsa:3899
P51816	hsa:2334
Q6NVV9	NA
O00253	hsa:181
Q01668	hsa:776
P50052	hsa:186
Q6UXT8	hsa:389658
Q8IY63	hsa:154810
P51828	hsa:113
H3BU77	hsa:100500938
O95394	hsa:5238
Q5BKT4	hsa:84920
Q9UL18	hsa:26523
Q9BXL7	hsa:84433
Q5EG05	hsa:114769
Q6ZN18	hsa:121536
Q8TD06	hsa:155465
Q86SQ6	hsa:84435
Q96LW7	hsa:84270
O14514	hsa:575
Q8IWF9	hsa:220047
Q9BXJ3	hsa:114900
Q9BT22	hsa:56052
Q9ULC5	hsa:51703
O15033	hsa:9870
Q99767	hsa:321
Q02410	hsa:320
O00213	hsa:322
Q9NYG5	hsa:51529
Q6ZSZ5	hsa:23370
O14520	hsa:364
Q96DR7	hsa:26084
O43315	hsa:366
A6NL99	NA
P53367	hsa:27236
Q4KMQ2	hsa:196527
Q9GZV1	hsa:26287
Q96LA8	hsa:55170
Q96KC2	hsa:221079
P56559	hsa:10123
Q6ZTQ4	hsa:222256
Q8IX05	hsa:9936
P18846	hsa:466
P11802	hsa:1019
P0C7U1	hsa:653308
Q00535	hsa:1020
P51677	hsa:1232
P49336	hsa:1024
P20963	hsa:919
P17544	hsa:11016
P29965	hsa:959
O75956	hsa:10263
Q9UBL3	hsa:9070
Q8WXK4	hsa:142689
Q5VV42	hsa:54901
Q08722	hsa:961
Q8WXK3	hsa:79754
Q9BPX3	hsa:64151
A6NK59	hsa:142686
O75390	hsa:1431
Q8TDQ1	hsa:146722
Q9UJS0	hsa:10165
Q496F6	hsa:342510
P42695	hsa:23310
Q96NS5	hsa:92591
Q9BVC5	hsa:79074
Q96KN2	hsa:84735
Q6UXG3	hsa:146894
Q6PIY5	hsa:339541
Q9H765	hsa:140461
Q9H672	hsa:140460
Q16515	hsa:40
Q9Y574	hsa:51666
Q5H9R4	hsa:100131755
O75829	hsa:11061
Q7RTU5	NA
Q92989	hsa:10978
Q9NSK7	hsa:83636
P20648	hsa:495
P56381	hsa:514
Q8NHH9	hsa:64225
Q9UNA0	hsa:11096
O43313	hsa:23300
Q9P2N4	hsa:56999
Q8TDH9	hsa:63915
Q6AI39	hsa:23506
O60238	hsa:665
Q86Y30	NA
P38398	hsa:672
Q9NY30	hsa:54766
Q9P2B4	hsa:55917
Q8TAM1	hsa:79738
Q6ZW61	hsa:166379
P0C853	NA
Q9BXC9	hsa:583
Q9BPU9	hsa:80776
P35222	hsa:1499
Q86V15	hsa:54897
P05937	hsa:793
Q3KRA6	hsa:130355
Q8WU43	hsa:150590
P47755	hsa:830
P52907	hsa:829
O14958	hsa:845
Q4V339	hsa:644019
A0A1B0GVQ3	NA
Q5T5S1	hsa:84960
Q15878	hsa:777
Q9P0X4	hsa:8911
A0A096LP49	hsa:399693
Q9NV96	hsa:55754
Q6NZI2	hsa:284119
Q86Y37	hsa:143384
P49069	hsa:819
Q9HC52	hsa:57332
P55287	hsa:1009
Q96M95	hsa:146849
Q96HJ3	hsa:91057
Q9P1Y5	hsa:57662
Q8N688	hsa:245936
Q96HQ2	hsa:91368
Q9NZP8	hsa:51279
P08185	hsa:866
Q1T7F1	NA
Q16581	hsa:719
Q8TAB5	hsa:127703
Q9BUX1	hsa:79094
Q2TBE0	hsa:143884
P38936	hsa:1026
Q6ZW13	hsa:388284
P23508	hsa:4163
Q8TE59	hsa:171019
O15072	hsa:9508
Q9NR09	hsa:57448
Q9UHQ4	hsa:55973
Q9H4G1	hsa:128821
Q5W186	hsa:128822
Q14692	hsa:9790
Q9HBH7	hsa:55859
Q8WV28	hsa:29760
O43709	hsa:114049
Q9NYF8	hsa:9774
A6NCI8	hsa:388960
P22681	hsa:867
A6NNP5	hsa:728591
Q5TID7	hsa:57821
O00257	hsa:8535
O95180	hsa:8912
Q8WWF8	hsa:133690
Q6IMN6	hsa:65981
P54284	hsa:784
A6NKD9	hsa:317762
Q969G5	hsa:112464
Q8NCB2	hsa:79012
Q9Y3M2	hsa:25776
A6NI87	hsa:646019
Q6P1S2	hsa:285315
P43155	NA
Q8N5N4	hsa:152065
A6NI79	hsa:26112
Q9BXJ5	hsa:114898
Q8N4S0	hsa:79780
Q9NS85	hsa:56934
Q9P2D1	hsa:55636
Q9Y3E7	hsa:100526767
Q9Y3E7	hsa:51652
Q99675	hsa:10668
P02746	hsa:713
Q8N5C1	hsa:254228
P29016	hsa:910
Q49A92	hsa:116328
Q8TCG5	hsa:126129
Q6UW02	hsa:57404
Q96A83	hsa:136227
O15528	hsa:1594
Q9GZT9	hsa:54583
O15523	hsa:8653
O43237	hsa:1783
Q8N465	hsa:728294
P0CG12	NA
P37059	hsa:3294
P31689	hsa:3301
Q8WWF6	hsa:414061
P22083	hsa:2526
O75937	hsa:22826
O75907	hsa:8694
Q07507	hsa:1805
O60832	hsa:1736
O15121	hsa:8560
Q14689	hsa:23181
Q9P265	hsa:57609
P59910	hsa:374407
Q9UBS4	hsa:51726
O95661	hsa:9077
O75165	hsa:23317
Q6Y2X3	hsa:85406
Q9H4A9	hsa:64174
Q8IY82	hsa:84229
Q5VUJ9	hsa:84288
Q9Y2H6	hsa:22862
Q9UBX2	hsa:100288687
Q8NAU1	hsa:252995
P0DN84	NA
Q14195	hsa:1809
Q6PKH6	NA
Q8TE96	hsa:165545
Q9NZW4	hsa:1834
Q8TF40	hsa:96459
Q8TEK3	hsa:84444
O95995	hsa:2622
Q9NX74	hsa:54920
Q8WXX0	hsa:56171
Q9HCM4	hsa:57669
Q9Y2J2	hsa:23136
Q9H329	hsa:54566
Q902F8	NA
Q63HQ2	hsa:133584
P06733	hsa:2023
A6NL82	hsa:440585
A6NE01	hsa:121006
P50502	hsa:6767
Q9NZ08	hsa:51752
Q7Z4H9	hsa:84792
P12104	hsa:2169
Q9UGQ2	hsa:11094
Q9Y6R7	hsa:8857
O60427	hsa:3992
Q9UKB1	hsa:23291
P21802	hsa:2263
P35555	hsa:2200
Q9UP38	hsa:8321
Q7L622	hsa:55632
Q9UBS5	hsa:2550
Q9HCQ5	hsa:50614
O95876	hsa:51057
Q13066	hsa:2574
Q13066	hsa:645037
A6NGK3	NA
Q8N292	hsa:202309
Q6UWH4	hsa:51313
P54826	hsa:2619
E5RQL4	NA
P08238	hsa:3326
P35914	hsa:3155
Q92902	hsa:3257
P05114	hsa:3150
P05204	hsa:3151
Q15651	hsa:9324
Q6NT76	hsa:79618
O00479	hsa:10473
O75506	hsa:3281
P82970	hsa:79366
Q4ZHG4	hsa:84624
Q9BVV2	hsa:79025
Q13461	hsa:2301
Q6PJQ5	hsa:139628
Q9NXN4	hsa:54834
P36542	hsa:509
P08686	hsa:1589
Q02318	hsa:1593
Q9HCG8	hsa:57703
Q9BQA9	hsa:79415
Q99895	hsa:11330
Q96PZ7	hsa:64478
Q96Q35	hsa:130540
Q8NEC5	hsa:117144
P49447	hsa:1534
P04626	hsa:2064
Q969M2	hsa:84694
Q92905	hsa:10987
Q8NFF5	hsa:80308
A0A1B0GTR3	hsa:100129239
A0A1B0GTR3	hsa:100133053
Q8WVB6	hsa:63922
P0DPH9	hsa:100129239
P0DPH9	hsa:100133053
Q02221	hsa:1339
Q6IPR1	hsa:144363
Q5JUQ0	hsa:286336
P0CG13	hsa:54921
Q6YFQ2	hsa:125965
Q99627	hsa:10920
P61073	hsa:7852
Q96KN9	hsa:219770
A6NN92	NA
Q8N4M1	hsa:126969
P36383	hsa:10052
Q8IWA5	hsa:57153
P00167	hsa:1528
O43927	hsa:10563
O95715	hsa:9547
Q8WU58	hsa:55731
Q9H2A7	hsa:58191
P26232	hsa:1496
Q8IWN6	NA
A6NKX1	NA
F5H4B4	hsa:646851
Q96M60	hsa:196951
Q03468	hsa:2074
Q8TBF8	hsa:145773
Q86W67	hsa:653140
Q96LP2	hsa:153643
Q13216	hsa:1161
Q86UY5	hsa:84985
P0C875	hsa:375190
H3BQW9	hsa:100128071
Q5T0W9	hsa:222584
Q4G0N7	hsa:619208
Q2M2I3	hsa:54854
P24390	hsa:10945
A2RU67	hsa:57613
Q8NEG4	hsa:113828
A0A1B0GUQ0	hsa:100129407
A0A1B0GUQ0	hsa:100132304
Q6ZRV2	hsa:286077
Q8N8J7	hsa:132720
P0C7U9	NA
Q96D05	hsa:219738
Q96GI7	hsa:375061
O43731	hsa:11015
B9A014	hsa:101928147
A0A494C0Y3	NA
Q58FF3	NA
A0A494C0N9	NA
Q9UBU6	hsa:51439
P0DSO1	NA
P00740	hsa:2158
Q9UBC2	hsa:58513
P22413	hsa:5167
Q6IPT2	hsa:112703
P62495	hsa:2107
B3EWF7	NA
Q8N5Q1	hsa:284418
Q96KD3	hsa:84691
P0C5J1	hsa:653333
Q9NVL1	NA
A6NEL3	NA
Q05BU3	NA
Q14507	hsa:10876
P56851	hsa:64184
Q86YD7	hsa:55138
Q658T7	NA
Q96L91	hsa:57634
A8MXJ8	NA
P16930	hsa:2184
A6NKC0	NA
A6NJQ4	NA
A6NNJ1	NA
A6NDY2	NA
Q13822	hsa:5168
A8MX19	NA
P0C7W8	NA
P0C7W9	NA
A6NEW6	NA
A6NE21	NA
P0C7V4	NA
A6NIJ5	NA
A8MWA6	NA
A8MXZ1	NA
P0C7X0	NA
O00519	hsa:2166
D6RGX4	NA
A6NNH2	NA
A6NDY0	hsa:390748
Q658Y4	hsa:157769
P0C866	NA
Q6GMR7	hsa:158584
O14638	hsa:5169
Q14236	NA
Q99814	hsa:2034
Q96KT0	NA
Q9Y6X5	hsa:22875
P03951	hsa:2160
Q9H2F5	hsa:80314
Q52LR7	hsa:26122
Q6UWV6	hsa:339221
P00748	hsa:2161
P16422	hsa:4072
Q14264	hsa:2086
O94988	hsa:10144
Q9NYF5	hsa:51306
Q9Y4B6	hsa:9730
Q9UNN8	hsa:10544
O43768	hsa:2029
Q9NUI1	hsa:26063
Q9H816	hsa:64858
P02751	hsa:2335
P51397	hsa:1611
Q9H295	hsa:81501
Q92841	hsa:10521
P01036	hsa:1472
P01040	hsa:1475
P56177	hsa:1745
P49411	hsa:7284
Q9Y6B2	hsa:23741
P19419	hsa:2002
Q9NZN4	hsa:30846
Q9NZN3	hsa:30845
Q9Y3B6	hsa:51016
Q8IZ08	hsa:64582
Q6DWJ6	hsa:124274
Q8NGU9	hsa:285601
Q8TDV0	hsa:134391
Q7Z3F1	hsa:151556
Q8NFN8	hsa:165829
Q5UAW9	hsa:80045
Q5T848	hsa:57512
A6NFE3	NA
P12724	hsa:6037
B6SEH8	hsa:147664
Q14674	hsa:9700
B1AK53	hsa:83715
Q9UHL3	hsa:285596
P0C7A2	NA
P15104	hsa:2752
Q96GL9	hsa:148753
P84090	hsa:2079
Q9H8M9	hsa:84141
P58658	hsa:59271
Q96KS9	hsa:83648
Q9BZE7	hsa:84645
Q5W0A0	hsa:220081
P03372	hsa:2099
Q7L0X2	hsa:131831
Q96AP7	hsa:90952
Q9UI08	hsa:51466
Q9UJM3	hsa:54206
Q9H501	hsa:51575
O94905	hsa:11160
Q9Y2D4	hsa:23233
Q76MJ5	hsa:10595
Q8WUF8	hsa:83989
Q8TBP5	hsa:345757
P10768	hsa:2098
Q6NT32	hsa:221223
O95571	hsa:23474
Q9Y2C4	hsa:9941
Q86XD5	hsa:9715
Q8TAY7	hsa:79927
P49326	hsa:2330
Q6P3S6	hsa:54455
O15520	hsa:2255
P55899	hsa:2217
Q92915	hsa:2259
Q99689	hsa:9638
Q9NPI8	hsa:2188
Q8TB52	hsa:84085
Q969Z0	hsa:9238
O15287	hsa:2189
Q8NGA4	NA
Q9H0Q3	hsa:53826
P07902	hsa:2592
O14556	hsa:26330
P62685	NA
Q8NEA9	NA
Q9UKD1	hsa:26205
Q49A26	hsa:84656
Q7Z4T8	hsa:168391
Q5T6J7	hsa:414328
B7ZAQ6	hsa:51463
B7ZAQ6	hsa:653519
Q13515	hsa:8419
A6NE02	hsa:388419
Q14201	hsa:10950
I3L3R5	hsa:643669
Q8TC90	hsa:196477
B7Z1M9	hsa:100191040
Q86VB7	hsa:9332
Q5HYR2	hsa:63947
Q5HYR2	hsa:728656
Q96FZ7	hsa:79643
Q9H7E9	hsa:65265
Q9Y4M8	NA
Q6NVV7	hsa:150383
P15391	hsa:930
Q9H3R5	hsa:64946
P49454	hsa:1063
Q96KC8	hsa:64215
Q96QD5	hsa:91614
Q6PK57	NA
Q9BWV3	hsa:81602
Q9BPX7	hsa:79020
Q5SZD1	hsa:135398
P49366	hsa:1725
Q13042	hsa:8881
Q9H8X3	NA
P30260	hsa:996
Q9NVM6	hsa:55192
Q0VFZ6	hsa:129881
O00622	hsa:3491
Q14002	hsa:1087
Q8NDM7	hsa:80217
P31997	hsa:1088
Q9UL16	hsa:25790
Q15744	hsa:1053
O94921	hsa:5218
P30279	hsa:894
Q9BXL8	hsa:55038
Q6ZTR5	hsa:286464
P51671	hsa:6356
P49716	hsa:1052
Q16627	hsa:6358
Q8WYQ5	hsa:54487
Q6ZU64	hsa:255101
A6NFT4	hsa:387885
Q16589	hsa:901
Q9GZU0	hsa:81688
Q00536	hsa:5127
Q8NCR9	hsa:119467
Q9Y2E4	hsa:22982
Q96KA5	hsa:81037
P18545	hsa:5148
Q9UHD1	hsa:26973
Q96JB5	hsa:80279
Q9UDT6	hsa:7461
Q03692	hsa:1300
Q9BY84	hsa:80824
Q9H2X0	hsa:8646
Q8N3C7	hsa:79745
P49759	hsa:1195
Q01094	hsa:1869
Q8IZS7	NA
Q8IZ96	hsa:113540
Q12860	hsa:1272
P51793	hsa:1183
O00716	hsa:1871
O94779	hsa:53942
Q9Y4K1	hsa:202
P22792	hsa:1370
Q7Z449	hsa:113612
Q96SW2	hsa:51185
P52943	hsa:1397
Q8WVH0	hsa:594855
Q8IYJ1	hsa:151835
P24468	hsa:7026
P09669	hsa:1345
P11509	hsa:1548
A6NNT2	hsa:342346
O14579	hsa:11316
Q7Z4W1	hsa:51181
Q14576	hsa:1995
Q9BUP0	hsa:80303
P0DMC3	hsa:100506013
Q9H201	hsa:55040
Q86US8	hsa:23293
O95925	hsa:100526773
O95925	hsa:57119
Q5XKR9	hsa:90736
Q12929	hsa:2059
Q17R55	hsa:148109
Q969W3	hsa:84923
Q0Z7S8	hsa:646480
Q86V42	hsa:220108
Q9H098	hsa:83641
Q8IYI6	hsa:149371
Q96MZ4	NA
P78312	hsa:8603
P41162	hsa:2117
Q5RKV6	hsa:118460
P41161	hsa:2119
Q9UBQ6	hsa:2135
H0Y354	hsa:554282
P07992	hsa:2067
Q16394	hsa:2131
P54764	hsa:2043
Q9UF33	hsa:285220
Q9NZY2	NA
O95278	hsa:7957
Q96AY3	hsa:60681
P36888	hsa:2322
Q6UN15	hsa:81608
P36980	hsa:3080
Q9BYE0	hsa:84667
P31513	hsa:2328
Q9NRD0	hsa:26269
Q9UK73	hsa:10116
A0PJY2	hsa:389549
Q6UWX4	hsa:79802
Q86XK2	hsa:80204
Q9HB96	hsa:2178
Q6X9E4	hsa:285231
P11413	hsa:2539
P09958	hsa:5045
Q14802	hsa:5349
O76087	hsa:100008586
O76087	hsa:2579
O76087	hsa:26748
O76087	hsa:645073
O76087	hsa:729428
P62683	NA
O75593	hsa:8928
O60548	hsa:2306
O00358	hsa:2304
Q12778	hsa:2308
Q08050	hsa:2305
Q9H334	hsa:27086
O15409	hsa:93986
P48723	hsa:6782
Q99928	hsa:2567
Q9H227	hsa:57733
Q9BY60	NA
P09681	hsa:2695
Q14549	hsa:2636
P0CG01	NA
Q9P2W3	hsa:51764
Q9NS71	hsa:56287
Q8IWJ2	hsa:9648
Q96PP9	hsa:115361
O60234	hsa:9535
O43555	hsa:2797
Q9BVP2	hsa:26354
Q9NYA3	hsa:342096
A6NDN3	hsa:55889
Q15825	hsa:8973
P02708	hsa:1134
Q5TH69	hsa:57221
O95336	hsa:25796
Q96NH3	hsa:221322
Q9Y2T4	hsa:5522
O60516	hsa:8637
Q13542	hsa:1979
Q13323	hsa:638
Q8TBE0	hsa:22893
Q8N5Z0	hsa:51166
P45954	hsa:36
Q92482	hsa:360
P55087	hsa:361
O15123	hsa:285
Q5H913	hsa:392509
Q9H8G2	hsa:79886
P01019	NA
Q4LE39	hsa:51742
Q8N4T4	hsa:84904
Q8WZ64	hsa:116984
Q15041	hsa:23204
Q12955	hsa:288
Q68CP9	hsa:196528
Q8IWZ3	hsa:404734
Q8IWZ3	hsa:54882
Q13901	hsa:10438
O95236	hsa:80833
O14791	hsa:8542
Q9BPW4	hsa:80832
P27695	hsa:328
O43488	hsa:8574
Q9BQD7	hsa:65990
Q9Y2G4	hsa:22881
P35626	hsa:157
O15143	hsa:10095
A6NJG6	hsa:503582
Q9H8Y5	hsa:55139
A6NFN9	hsa:389161
P04114	hsa:338
P49703	hsa:379
Q7Z6R9	hsa:83741
P36405	hsa:403
P27338	hsa:4129
P02647	hsa:335
P0DPI3	NA
Q96BM9	hsa:127829
P02652	hsa:336
Q16739	hsa:7357
P19961	hsa:280
Q63HQ0	hsa:55435
Q6ZTN6	hsa:338692
A2A2Z9	NA
P07199	hsa:1059
Q9BXX3	hsa:91074
Q9Y587	hsa:11154
P08218	hsa:51032
Q2VPB7	hsa:91056
P09093	hsa:10136
P39687	hsa:8125
Q9H0R1	hsa:55745
O43299	hsa:9907
O43423	NA
P08861	hsa:23436
Q9H4A4	hsa:6051
P0C6C1	hsa:390616
P16066	hsa:4881
A5PLL1	hsa:340120
P54802	hsa:4669
P23109	hsa:270
Q01433	hsa:271
Q8IWX8	hsa:10523
O15519	hsa:8837
Q5VYY1	hsa:118932
Q6Q4G3	hsa:206338
Q9H6X2	hsa:84168
P58335	hsa:118429
P50995	hsa:311
P27216	hsa:312
Q9C0F1	hsa:80817
Q8N2Z9	hsa:100526739
Q8N2Z9	hsa:378708
P10275	hsa:367
Q9UNK9	hsa:23357
Q86XS5	hsa:253935
Q8NI99	hsa:83854
P03950	hsa:283
Q9Y5C1	hsa:27329
Q9BY76	hsa:51129
Q71F23	hsa:79682
Q96QE3	hsa:79915
Q9UBL0	hsa:10777
P51689	hsa:414
A4QMS7	hsa:134121
Q5T5M9	hsa:54619
Q9ULG3	hsa:57501
Q86WG3	hsa:85300
P00751	hsa:629
Q5T2N8	hsa:219293
Q8IZR5	hsa:146223
Q13535	hsa:545
O75061	hsa:9829
P05177	hsa:1544
Q96P44	hsa:81578
Q9H1C7	hsa:84418
Q5VTH9	hsa:79819
Q6XZF7	hsa:23268
Q9ULA0	hsa:23549
P63172	hsa:6993
Q9GZR5	hsa:6785
Q16206	hsa:10495
Q9H6Z9	hsa:112399
Q06889	hsa:1960
Q15768	hsa:1949
Q8N4V1	hsa:93380
P68104	hsa:1915
Q5T1H1	hsa:346007
O00167	hsa:2139
O95208	hsa:22905
A8MVW0	hsa:284069
Q5XG92	hsa:283848
A6NC97	NA
A6NFU0	NA
Q6ZU69	hsa:259308
Q9NTX9	hsa:63939
Q4G163	hsa:286151
Q14254	hsa:2319
Q92990	hsa:11146
O75487	hsa:2239
Q9Y2T5	hsa:9293
P18283	hsa:2877
Q08477	hsa:4051
P13584	hsa:1580
Q96JB2	hsa:83548
Q9Y3A0	hsa:51117
A8MPP1	NA
Q9NR50	hsa:8891
Q9NYP7	hsa:60481
Q00013	hsa:4354
Q5JST6	hsa:80258
P41214	hsa:1939
B3EWG5	hsa:100133093
B3EWG5	hsa:643161
B3EWG5	hsa:644054
Q96HJ9	hsa:100996928
Q96HJ9	hsa:154791
O75344	hsa:8468
Q5MNV8	hsa:494188
P31994	hsa:2213
P08620	hsa:2249
O14842	hsa:2864
P10767	hsa:2251
Q9NW38	hsa:55120
Q7L8L6	hsa:60493
Q9HCM7	hsa:57666
Q8IX29	hsa:157574
P35556	hsa:2201
Q96QI5	hsa:64711
Q14289	hsa:2185
Q5VWT5	hsa:199920
Q13283	hsa:10146
O95073	hsa:100861412
P49354	hsa:2339
A8MTJ6	hsa:344167
O15353	hsa:8456
Q6ZUU3	hsa:401089
Q12952	hsa:2300
A0A1W2PRP0	NA
O00591	hsa:2568
P62873	hsa:2782
P28476	hsa:2570
Q14161	hsa:9815
Q92538	hsa:8729
P50151	hsa:2790
Q96CN9	hsa:79571
P50150	hsa:2786
P16383	hsa:6936
H3BQL2	NA
Q0D2H9	NA
P04921	hsa:2995
Q8TBA6	hsa:9950
P01148	hsa:2796
Q5JWF2	NA
Q9UJJ9	hsa:84572
P19086	hsa:2781
O95467	hsa:2778
Q8TDU6	hsa:151306
Q6UWK7	hsa:387695
Q27J81	hsa:64423
Q9Y2T3	hsa:9615
P54840	hsa:2998
P51841	hsa:2986
P16403	hsa:3006
Q7Z2Y8	NA
P16401	hsa:3009
P39086	hsa:2897
A0A2R8Y619	NA
Q6ZVF9	hsa:285513
P43250	hsa:2870
P16104	hsa:3014
Q4G148	hsa:283464
Q58FF7	NA
O60814	hsa:85236
Q5TEC6	NA
P00390	hsa:2936
Q14500	hsa:3768
P49862	hsa:5650
Q96QV6	hsa:221613
Q9P0R6	hsa:51527
P04908	hsa:3012
P04908	hsa:8335
Q13255	hsa:2911
Q6Y1H2	hsa:201562
P20671	hsa:3013
Q9UKQ9	hsa:284366
Q04695	hsa:3872
Q15040	hsa:9929
P03952	hsa:3818
Q03721	hsa:3749
Q8TAC2	hsa:126119
Q86Z14	hsa:152831
P05783	hsa:3875
Q9NSA2	hsa:3750
Q9UEF7	hsa:9365
Q9HDC5	hsa:56704
Q9UGQ3	hsa:11182
Q6A163	hsa:390792
Q13241	hsa:3824
Q1ED39	hsa:400506
Q9Y6J6	hsa:9992
Q8WW33	hsa:121355
P17535	hsa:3727
P0C5Y9	hsa:474382
Q9Y6H6	hsa:10008
A6ND01	hsa:390243
Q9NZS2	hsa:51348
Q8WWG9	hsa:23704
D3W0D1	hsa:100431172
P35527	hsa:3857
Q9UJ90	hsa:23630
Q96E93	hsa:10219
Q9H3M0	hsa:3754
P05412	hsa:3725
Q15323	hsa:3881
A4D1S0	hsa:346689
Q9UIX4	hsa:3755
Q14532	hsa:3882
Q9UJ96	hsa:26251
Q96J84	hsa:55243
Q9UK76	hsa:51155
Q8TAE7	hsa:170850
Q9H910	hsa:90861
Q8TDN1	hsa:93107
P09105	hsa:3049
Q6UWM5	hsa:256710
Q7Z6J2	hsa:160622
P60893	hsa:54329
Q2KHT4	hsa:83445
Q8TED1	hsa:493869
P02008	hsa:3050
Q96EW2	hsa:79663
Q969F8	hsa:84634
P48668	hsa:286887
Q92628	hsa:9778
P48048	hsa:3758
Q9H9Y4	hsa:54707
P47775	hsa:2835
P46089	hsa:2827
O15529	hsa:2866
Q9Y5Y3	hsa:11250
Q4V328	hsa:56850
Q8TC17	hsa:400581
Q13588	hsa:10750
P26927	hsa:4485
Q04756	hsa:3083
Q68DL7	hsa:644041
Q8N6Q3	hsa:57126
P0CG36	hsa:653275
Q9UHN6	hsa:23670
Q08211	hsa:1660
Q9UEE9	hsa:10428
Q92879	hsa:10658
Q9NSP4	hsa:79019
A6NJW9	NA
Q13316	hsa:1758
O95674	hsa:8760
Q9H3Z4	hsa:80331
Q12834	hsa:991
Q96NB1	hsa:123811
Q9Y6K0	hsa:10390
Q9C0D2	hsa:85459
P07315	hsa:1420
P24903	hsa:1572
P24387	hsa:1393
Q8N684	hsa:79869
Q8N1N5	NA
Q8TEY5	hsa:148327
Q2VPA4	hsa:1379
P39060	hsa:80781
P46109	hsa:1399
O15431	hsa:1317
O14548	hsa:9167
Q8NI60	hsa:56997
Q8N9R0	NA
P32519	hsa:1997
P04118	hsa:1208
C9J442	NA
Q96NX9	hsa:117154
O76096	hsa:8530
Q9H4E7	hsa:50619
Q96J86	hsa:116159
Q9H2U1	hsa:170506
Q8NFT8	hsa:92737
Q6P158	hsa:90957
Q8IX18	hsa:79665
Q14332	hsa:2535
Q9Y231	hsa:10690
Q9BTY2	hsa:2519
Q9NPG1	hsa:7976
P51570	NA
P04066	hsa:2517
Q9ULV1	hsa:8322
Q01415	hsa:2585
Q9BT04	hsa:80199
Q5H8C1	hsa:158326
Q13467	hsa:7855
Q96A29	hsa:55343
Q4VC44	hsa:84256
Q5SZK8	hsa:341640
Q96CP2	hsa:114984
O60353	hsa:8323
Q96C23	hsa:130589
O43826	hsa:2542
P0C091	hsa:166752
P57057	hsa:54020
O75084	hsa:8324
Q8TED4	hsa:219855
Q9H461	hsa:8325
P34059	hsa:2588
O00144	hsa:8326
Q9NU39	hsa:200350
Q9UBC7	hsa:85569
Q6VB84	hsa:286380
Q8WXT5	hsa:349334
Q14331	hsa:2483
Q5VV16	hsa:653427
Q99999	hsa:9514
Q3SYB3	hsa:653404
P47211	hsa:2587
Q9H3Q3	hsa:64090
O43603	hsa:8811
Q96QU4	hsa:441581
Q96A11	hsa:89792
A6NGY1	hsa:100288801
P62684	NA
Q64ET8	hsa:448831
O60755	hsa:8484
Q96RP7	hsa:79690
Q99501	hsa:10634
Q9UM11	hsa:51343
Q8NHY3	hsa:246176
Q8TAE8	hsa:90480
Q86XJ1	hsa:283431
Q96IV6	hsa:10826
P27469	hsa:50486
P24522	hsa:1647
Q10472	hsa:2589
O75293	hsa:4616
Q9NXK8	hsa:54850
O95866	hsa:80739
Q96N19	hsa:56834
Q8N1E6	hsa:144699
O95257	hsa:10912
O60478	hsa:7107
Q10471	hsa:2590
Q9H469	hsa:79176
Q8N3F9	hsa:283554
P35575	hsa:2538
O95177	NA
Q14435	hsa:2591
Q13480	hsa:2549
Q9NQR9	hsa:57818
Q9UF56	hsa:64839
Q96AE4	hsa:8880
Q96ME1	NA
Q6E0U4	hsa:93099
Q7Z6W7	hsa:150353
Q5TB30	hsa:55635
Q6PCT2	hsa:54620
Q8N4A0	hsa:100528030
Q8N4A0	hsa:8693
O76075	hsa:1677
Q8NHS0	hsa:165721
Q8WWW8	hsa:139716
Q96IG2	hsa:84961
Q92945	hsa:8570
Q2WGN9	hsa:128954
Q9UKT6	NA
Q7Z7M9	hsa:11227
Q96I24	hsa:8939
Q6P050	hsa:283807
A0A2Z4LIS9	NA
P02794	hsa:2495
Q8NCL4	hsa:11226
P51114	hsa:8087
Q86SF2	hsa:51809
P15976	hsa:2623
Q8N878	hsa:79981
Q14697	hsa:23193
A2A2Y4	hsa:257019
P23769	hsa:2624
Q7Z6J6	hsa:84978
Q9Y2I7	hsa:200576
Q96NE9	hsa:122786
Q6ZUT3	hsa:90167
P23771	hsa:2625
O60318	hsa:8888
