Chip Run Info,C:\Users\Osteil\Desktop\To Read & Write\hiPSC\Biomark\plate 2 19-11-21 BioMark  MixL1KOs and Anai samples\ChipRun.bml,1362627146,96.96 (136x),GE 96x96 Standard v1,ROX,EvaGreen,19/11/2021 05:13:23,01:53:51,BIOMARKHD173,SamplePlateName: Undefined,SamplePlateBarCode: Undefined,ReagentPlateName: Undefined,ReagentPlateBarCode: Undefined
Application Version,4.8.1
Application Build,20210907.1056
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear (Derivative)
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen,EvaGreen
Chamber,Sample,Sample,Sample,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Tm,Tm,Tm
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio
S06-A15,MB2MKO D1 B,Unknown,1,Tdgf1,Test,12.1898300018632,0.98908761088548,Pass,0.00803289388713221,86.2803543120694,999,1
S06-A16,MB2MKO D1 B,Unknown,1,Cdx2,Test,21.2856603866434,0.903150349063557,Pass,0.00803289388713221,84.9834623634363,999,1
S06-A17,MB2MKO D1 B,Unknown,1,Pecam1,Test,22.7080493693551,1,Pass,0.00803289388713221,80.8004261696693,999,1
S06-A18,MB2MKO D1 B,Unknown,1,Nod2,Test,24.3397214142174,1,Pass,0.00803289388713221,84.5965401385716,999,1
S06-A19,MB2MKO D1 B,Unknown,1,Hand1,Test,27.523151558599,0.986128176551327,Pass,0.00803289388713221,86.9947431828117,999,1
S06-A20,MB2MKO D1 B,Unknown,1,Pdgfra,Test,17.610385155199,1,Pass,0.00803289388713221,79.6061055089673,999,1
S06-A21,MB2MKO D1 B,Unknown,1,Ccr5,Test,999,0,Flag,0.00803289388713221,73.8844883873998,999,1
S06-A22,MB2MKO D1 B,Unknown,1,Chat,Test,32.5920944563208,0.152036132211177,Flag,0.00803289388713221,80.0544373207941,999,1
S06-A23,MB2MKO D1 B,Unknown,1,Tubb3,Test,15.5960799224597,1,Pass,0.00803289388713221,89.7203022377076,999,1
S06-A24,MB2MKO D1 B,Unknown,1,Gapdh,Test,8.32265986723752,1,Pass,0.00803289388713221,82.8307562222594,999,1
S06-A25,MB2MKO D1 B,Unknown,1,Fgf5,Test,19.8258964913997,1,Pass,0.00803289388713221,72.8434735910384,999,1
S06-A26,MB2MKO D1 B,Unknown,1,T,Test,10.9573252964208,1,Pass,0.00803289388713221,77.2101576426773,999,1
S06-A27,MB2MKO D1 B,Unknown,1,Axin2,Test,15.5532692273127,1,Pass,0.00803289388713221,83.0698383217625,999,1
S06-A28,MB2MKO D1 B,Unknown,1,VSX2,Test,23.341110646181,1,Pass,0.00803289388713221,81.8999843057702,999,1
S06-A29,MB2MKO D1 B,Unknown,1,Hnf4a,Test,21.7227895542665,1,Pass,0.00803289388713221,76.9579027502812,999,1
S06-A30,MB2MKO D1 B,Unknown,1,Cxcr4,Test,18.4861965484951,1,Pass,0.00803289388713221,77.8763050605107,999,1
S06-A31,MB2MKO D1 B,Unknown,1,Hand2,Test,20.296985661652,1,Pass,0.00803289388713221,79.8737704568867,999,1
S06-A32,MB2MKO D1 B,Unknown,1,Runx1,Test,19.9669641977719,1,Pass,0.00803289388713221,83.6748477507833,999,1
S06-A33,MB2MKO D1 B,Unknown,1,Krt10,Test,10.3589832786038,1,Pass,0.00803289388713221,78.1891326991346,999,1
S06-A34,MB2MKO D1 B,Unknown,1,Foxd3,Test,19.7951081973706,1,Pass,0.00803289388713221,81.9205826300011,999,1
S06-A35,MB2MKO D1 B,Unknown,1,Gad1,Test,15.1707592247386,1,Pass,0.00803289388713221,88.6169278296505,999,1
S06-A36,MB2MKO D1 B,Unknown,1,Actb,Test,8.15078792318935,1,Pass,0.00803289388713221,82.1064155006601,999,1
S06-A37,MB2MKO D1 B,Unknown,1,Klf2,Test,22.1373256740769,1,Pass,0.00803289388713221,85.8314554810605,999,1
S06-A38,MB2MKO D1 B,Unknown,1,Mixl1,Test,10.5767592572306,1,Pass,0.00803289388713221,87.895634518594,999,1
S06-A39,MB2MKO D1 B,Unknown,1,Tbx6,Test,16.6013114693429,1,Pass,0.00803289388713221,82.2612865736997,999,1
S06-A40,MB2MKO D1 B,Unknown,1,Shh,Test,23.2415818063751,1,Pass,0.00803289388713221,84.8285515581853,999,1
S06-A41,MB2MKO D1 B,Unknown,1,Lgr5,Test,18.890661455785,1,Pass,0.00803289388713221,78.7835346777333,999,1
S06-A42,MB2MKO D1 B,Unknown,1,Bmp4,Test,18.4840436299457,1,Pass,0.00803289388713221,80.2726792257499,999,1
S06-A43,MB2MKO D1 B,Unknown,1,SIX6,Test,999,0,Flag,0.00803289388713221,74.1739654387544,999,1
S06-A44,MB2MKO D1 B,Unknown,1,Myl3,Test,25.5894452725111,1,Pass,0.00803289388713221,83.7398984906881,999,1
S06-A45,MB2MKO D1 B,Unknown,1,Zic1,Test,999,0,Flag,0.00803289388713221,74.060904567162,999,1
S06-A46,MB2MKO D1 B,Unknown,1,Pax6,Test,20.9775962595581,1,Pass,0.00803289388713221,76.8898022503041,999,1
S06-A47,MB2MKO D1 B,Unknown,1,L1cam,Test,19.1868172647981,1,Pass,0.00803289388713221,86.1762814464371,999,1
S06-A48,MB2MKO D1 B,Unknown,1,TBP,Test,12.6992402427355,1,Pass,0.00803289388713221,81.998644971843,999,1
S06-A54,MB2MKO D1 B,Unknown,1,Col10a1,Test,999,0,Flag,0.00803289388713221,74.063191159017,999,1
S06-A53,MB2MKO D1 B,Unknown,1,Dcn,Test,29.7065353467133,0.971834276282834,Pass,0.00803289388713221,77.6982910034411,999,1
S06-A52,MB2MKO D1 B,Unknown,1,Hhex,Test,16.8190239200385,1,Pass,0.00803289388713221,79.94628625412,999,1
S06-A51,MB2MKO D1 B,Unknown,1,Foxa2,Test,17.6450811274794,1,Pass,0.00803289388713221,86.3520661419499,999,1
S06-A50,MB2MKO D1 B,Unknown,1,Wnt3a,Test,20.1429074204021,1,Pass,0.00803289388713221,89.7838869072035,999,1
S06-A49,MB2MKO D1 B,Unknown,1,Klf4,Test,20.0631422263846,1,Pass,0.00803289388713221,84.1739240192916,999,1
S06-A60,MB2MKO D1 B,Unknown,1,Gusb,Test,12.5608328062043,1,Pass,0.00803289388713221,80.7033677764629,999,1
S06-A59,MB2MKO D1 B,Unknown,1,Sox1,Test,23.8257749546607,1,Pass,0.00803289388713221,80.9625033634535,999,1
S06-A58,MB2MKO D1 B,Unknown,1,Vim,Test,9.30996953833697,1,Pass,0.00803289388713221,81.9403486950537,999,1
S06-A57,MB2MKO D1 B,Unknown,1,Fabp7,Test,12.3433507087415,1,Pass,0.00803289388713221,78.623916368828,999,1
S06-A56,MB2MKO D1 B,Unknown,1,Myh7,Test,19.6357097303072,1,Pass,0.00803289388713221,86.7112528905633,999,1
S06-A55,MB2MKO D1 B,Unknown,1,Igf2,Test,22.7266384063369,1,Pass,0.00803289388713221,87.1254517519085,999,1
S06-A66,MB2MKO D1 B,Unknown,1,Ctsk,Test,15.306041747276,1,Pass,0.00803289388713221,80.1709316817752,999,1
S06-A65,MB2MKO D1 B,Unknown,1,LHX2,Test,19.9720118658565,1,Pass,0.00803289388713221,87.4091819071626,999,1
S06-A64,MB2MKO D1 B,Unknown,1,RAX,Test,999,0,Flag,0.00803289388713221,74.0820290331757,999,1
S06-A63,MB2MKO D1 B,Unknown,1,Sox17,Test,20.5704253182533,1,Pass,0.00803289388713221,84.5196989588082,999,1
S06-A62,MB2MKO D1 B,Unknown,1,Nodal,Test,12.7792596636244,1,Pass,0.00803289388713221,84.8583483449559,999,1
S06-A61,MB2MKO D1 B,Unknown,1,Nanog,Test,12.2189917726945,1,Pass,0.00803289388713221,80.739257088814,999,1
