uniprot_acc	1_SET1	2_SET1	3_SET1	4_SET1	5_SET1	6_SET1	7_SET1	8_SET1	9_SET1	10_SET1	11_SET1	12_SET1	13_SET1	14_SET1	15_SET1	16_SET1	1_SET2	2_SET2	3_SET2	4_SET2	5_SET2	6_SET2	7_SET2	8_SET2	9_SET2	10_SET2	11_SET2	12_SET2	13_SET2	14_SET2	15_SET2	16_SET2	1_SET3	2_SET3	3_SET3	4_SET3	5_SET3	6_SET3	7_SET3	8_SET3	9_SET3	10_SET3	11_SET3	12_SET3	13_SET3	14_SET3	15_SET3	16_SET3
Q9H5N1	87022	107990	102150	83807	79912	118630	90279	103570	105890	86851	96956	87855	100160	91378	99922	91104	131450	120620	101680	134970	123860	130450	118420	123070	133490	108370	129150	128960	134320	138950	103190	141270	26782	28776	26438	31960	32707	26281	29922	34266	35438	29424	33547	31860	32176	31304	33208	35543
Q9H5Q4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101880	103240	91178	75603	45608	100820	92653	76252	120490	82492	130810	103830	65081	41433	50014	101270	14088	17004	18895	13806	11889	7653.9	16537	12766	9954.1	17008	12238	13545	16180	10437	9624.9	18921
Q9H5V8	25255	39555	35933	33806	25857	26349	35244	28156	39026	41855	45110	49515	35062	33864	48280	35242	31610	35284	24253	25011	19020	32152	32543	31510	32611	30503	43718	33521	25465	12917	28864	31486	19204	23471	22946	19159	16100	13447	20643	18644	19204	17984	16539	21415	15755	19537	14813	22572
Q9H5V9	347570	384540	391620	290170	278320	369110	351770	363840	324570	281570	346170	276410	375150	279790	289070	338450	366570	310100	258030	327850	245000	304320	328830	292890	254210	202860	285650	275600	267340	187930	177190	304460	345270	355340	329660	356550	344850	318250	366150	369590	278050	316160	318670	287620	391830	271200	292160	395630
Q9H5X1	132980	159780	143670	168830	160080	138650	145490	161030	154130	153430	162680	164340	181350	155010	158670	148010	140510	116080	101210	129780	74354	138820	143540	164020	147160	130580	132070	141080	157700	99809	94829	141510	54854	57061	57045	53454	57987	39375	62576	63623	60436	74111	61824	56121	67127	60441	63654	76133
Q9H5Z6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H611	11779	24036	23098	33874	25050	27417	17051	23991	27438	18942	22854	22406	28948	18160	23881	23083	44535	34643	27753	46972	27211	48595	31938	49829	42593	18406	37264	30481	24705	15305	15133	37376	10992	12201	10729	13283	13401	10816	10559	14521	10713	10728	10171	9385.3	12007	10175	10629	12941
Q9H6D7:G3V2T6	45793	69217	69034	77847	65782	64680	75068	71700	71145	57423	74535	68104	76923	72655	74736	73844	412820	320820	275530	294500	199080	391780	333880	357120	316740	301910	354490	337030	324400	212440	235890	349080	129190	154590	177010	157730	155240	130910	166300	155890	149080	164790	144880	148030	171640	141440	127680	193790
Q9H6E4	95211	122150	129800	159550	125180	106530	117220	120030	127000	113620	137050	225770	158510	109810	174490	143360	113990	120380	51812	69158	41355	110300	91515	111870	98435	68964	90075	92276	107270	42219	55604	75512	48403	64656	63836	60092	60104	28932	52231	49688	48370	45187	39465	43178	53695	41730	31107	59300
Q9H6E5:H3BRB1	21700	21620	18958	15048	11310	15480	15117	20427	25749	28794	18367	12340	14361	21778	17109	31667	104640	82907	68283	72405	41738	109120	73069	82980	87317	86823	93273	80345	85995	40747	70062	96350	41399	50316	55454	46139	38898	32393	49165	43801	38904	48986	46455	50537	50392	44890	39389	54583
Q9H6F5	781040	814280	946730	665330	592170	730750	637870	699890	870300	820050	953410	796490	641480	752430	787420	769520	634900	631610	573760	770550	654750	620990	697190	680040	766230	502470	739490	754590	523240	492460	345250	757680	648690	603750	569110	539400	516240	465730	482440	532160	516450	619860	527790	515260	506500	462490	506440	630580
Q9H6H4	25134	28473	27616	25256	20960	25420	29353	24454	33465	33599	38728	30622	22292	30299	27119	30000	56022	46707	54528	66547	29580	58532	71787	57307	74550	51144	72698	64002	48677	32167	40821	69602	21507	19638	17895	20587	19188	16125	17652	20980	19759	27695	22081	23525	23958	21432	22505	25056
Q9H6K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H6K5	704720	660770	730560	450030	552440	540820	537760	633100	571100	535680	660480	532150	549660	521360	441010	579700	486130	349710	376720	398410	408850	302640	411440	384680	358730	289980	410460	419580	340910	560390	217370	455780	586290	396630	417890	380680	462630	383430	406390	453170	448020	598580	536400	459950	422090	388280	393740	566200
Q9H6R0	291460	308020	340950	345410	247360	295190	244050	265210	286640	340430	344990	345300	307310	301040	275570	324390	93560	93563	72182	76839	40671	80987	65588	76661	88168	57828	73623	67714	60772	35187	52918	83606	85578	76364	68697	76690	69384	71292	75065	73532	69061	83521	79063	78018	80097	79440	69848	85709
Q9H6R4	712530	872450	980660	898440	692910	804170	732850	777270	843250	905230	1024100	993410	809870	900500	864150	898080	979560	951050	680980	698080	492890	1111000	732870	748000	793180	774450	1084300	785980	727120	386860	635600	947950	773000	831990	849070	774940	739520	523610	746310	692500	617770	820650	687190	688430	850750	621840	620700	885260
Q9H6R7	24730	24672	23212	22869	18935	20788	21533	22644	23798	29454	27884	20338	22058	25128	21402	18929	15871	13338	17290	16228	8358.5	15874	12490	13493	16796	13679	16054	16591	14202	8969.5	10182	18697	54360	59266	60084	74534	72062	64965	66320	68766	65503	68600	59184	67905	69235	62026	61444	65675
Q9H6S0	276210	329010	295570	277330	233610	236720	259070	275850	264080	299190	288840	257770	279880	311180	307930	291730	235020	201780	219100	178330	120960	214810	190730	179950	188530	219100	224300	213020	194900	171220	165540	236990	232460	272280	276310	261890	248460	277750	291520	304780	279850	307930	265240	295520	286960	283220	272290	315460
Q9H6S3	246310	282400	192630	196210	166720	245990	183040	191760	229920	133650	139610	136820	211610	205320	240660	199650	77584	80355	49294	57475	59149	96925	65504	57979	85821	51863	55539	57269	65091	46794	67962	75104	108340	157270	109980	139000	129800	120280	135170	131220	196770	80375	98808	90024	87023	194560	185880	133710
Q9H6T0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98081	106710	118990	78723	56470	110380	82727	74328	89910	102640	115380	97669	87044	81752	74325	112040	106420	153380	127090	106680	99679	60770	139240	90437	92484	130190	133600	123560	135440	109790	111880	134630
Q9H6T3	1303600	1475600	1365700	1311600	1264400	1495400	1240400	1420800	1387900	1500600	1558200	1264300	1420400	1341600	1426600	1397800	1268200	1016900	959660	1157500	664060	1243400	1002700	1162300	1048900	1023500	1163000	1209300	1139500	799770	715620	1194300	1187800	1253300	1309400	1513600	1452200	1046600	1355700	1457200	1379400	1615200	1357600	1415500	1465400	1262100	1351100	1666900
Q9H6U6	43124	49136	41621	47949	44548	52837	51608	45554	41697	54917	49665	54228	41409	50726	34847	50857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12680	12617	12289	11836	13645	12910	15657	14482	17379	23146	32046	26308	17700	17831	18768	20886
Q9H6X2:P58335	14225	14924	13503	13197	14412	15482	15614	16630	13740	13308	15859	18719	17566	11262	10419	14002	113460	74160	93627	114740	51250	128500	120040	117550	88697	87195	126320	132030	78200	73789	46673	125890	31632	22689	22548	24089	25255	22566	27342	26799	23509	32450	28854	32900	27505	24612	30117	29958
Q9H6Y2	121810	141650	133790	164550	136110	141590	130210	149020	153000	139070	145100	128110	140960	160860	139650	140540	117880	107720	98830	114600	71119	126780	106820	111780	114180	105380	126470	119060	115210	88365	93523	120130	60323	71054	76794	74520	73245	56747	69627	70688	70001	85647	73774	76692	83002	69982	69094	92213
Q9H6Z4	1328100	1470400	1201300	1217800	1197600	1277500	1095300	1329200	1358100	1173200	1266200	1054300	1283100	1361800	1297800	1280000	885240	703060	690880	778540	714330	763590	682970	743020	767680	581240	681620	711140	730510	831500	587700	848970	1315500	1237800	1166000	1399900	1388700	1068300	1289100	1327300	1400800	1299000	1447400	1383100	1499600	1327800	1413200	1568500
Q9H773	445960	588010	508860	581710	505590	607270	590290	544350	579370	560570	602930	489670	451690	586390	528130	574380	516480	405040	307780	441030	278970	525480	461370	497200	426970	433310	454360	467700	399750	308500	321690	485360	362700	349200	367320	428940	436350	344810	469330	476740	437060	434360	423720	425340	444520	393570	321120	485920
Q9H788	51065	67226	60445	73917	65131	58091	49761	68160	65235	54255	66668	62760	82368	49718	92601	63280	67112	72699	38141	51717	28646	58658	43363	66690	57245	52235	60107	61824	61014	19144	42309	60370	25706	31820	27799	35736	37421	54412	25571	43211	33251	20865	19546	21608	22657	24179	16473	31587
Q9H7B2	211210	239870	278850	287030	148390	154500	180110	170900	232000	312950	272380	263320	190720	273930	272350	253470	470690	421440	526960	405920	212900	543100	452100	417810	501030	529970	566780	476580	379950	194190	348610	568710	421260	499390	478270	446910	403520	302410	441870	365240	329120	451270	347520	366600	417410	354290	276470	468040
Q9H7B4	89679	90628	81749	87801	61368	68926	70514	70545	74609	98259	86817	76499	76601	88244	71178	98160	257220	179920	199410	130090	92048	243310	150970	160130	147100	253160	238600	192010	162370	84571	161200	229910	175640	204510	223030	179830	177150	130130	215090	159350	151880	227590	238930	230460	203070	152620	139970	232850
Q9H7C9	29382	27693	28814	19184	29587	32309	25271	31155	24933	27480	23938	25642	27844	18684	23556	26650	85415	54894	49195	63923	64402	75225	76182	82534	61918	73728	66377	81421	88632	49640	69390	80370	119390	76741	75564	90135	100290	83235	107550	100280	133630	87469	155500	125270	89063	131530	109640	123900
Q9H7E2	150530	141000	159970	143280	121910	137200	127760	156720	152150	162380	146250	139450	150450	146930	169250	144200	109240	89179	84556	150480	122990	93957	133940	131880	125170	85198	107990	129430	131180	148630	80170	145400	56185	45862	46858	57477	54737	37700	52387	55763	54700	69457	63526	58531	57511	55626	59532	66565
Q9H7E9	147640	183490	188960	179360	136260	153300	197360	152650	232570	193560	199640	189460	184740	220220	208900	194770	147100	135020	103190	119630	85707	113990	129880	112580	114370	97225	120660	132170	105350	92005	85338	126570	78487	80145	86975	93654	79739	65912	85687	82858	81911	88458	79243	93283	97098	74302	81440	102060
Q9H7H0	72023	82220	86152	110040	64659	69549	87956	74228	77499	94285	92066	105410	73356	90197	85145	90978	49508	44585	34101	39129	30251	46299	50576	48412	42548	48466	51618	52094	47756	23576	42771	53838	35471	36838	44585	32596	35954	24488	41031	33548	32869	47258	44174	42851	42307	33429	29129	44830
Q9H7L9	261590	275820	258000	252670	240030	267710	251430	257880	255360	305890	291480	237160	248550	256600	224830	265680	105300	90584	72860	94873	73186	92305	111370	105600	97890	102330	104130	113260	106160	63036	72557	109520	161600	152240	161760	168360	181820	134440	182720	170140	177980	161590	182250	152030	173920	155770	133040	186170
Q9H7N4	337520	378040	371010	321320	322120	336130	332280	354380	332000	345070	399530	376950	336160	303070	305440	330970	459590	412900	334290	438550	404610	332460	372700	399010	340170	283510	359980	375480	388430	342010	259190	429290	199450	190300	176910	184250	171650	144630	179710	189910	185920	191390	221360	189590	169380	158670	147660	207960
Q9H7T9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22527	22467	21491	24108	23575	17529	15566	26104	19497	14896	13134	14910	19831	21569	17014	22517
Q9H7X7	11548	15676	15210	18351	14767	17521	15532	17896	18112	14864	18825	15390	16248	16417	16283	15904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18742	19846	20794	20226	21428	16316	20614	21067	22719	17904	21969	17725	23130	22732	20530	26054
Q8WYB5:Q9H7Z6	11668	13416	12205	13180	14448	14412	11916	12966	14514	12437	15334	12798	12113	13170	11068	13213	37585	28304	37384	29500	17178	34959	26755	26536	29176	28433	33942	28407	25945	32800	23809	38967	6804.6	5514.8	5690.5	7663.7	7764.9	11963	6064.6	7556.1	8059	7265.8	7592.9	7490.7	7051.6	7507.4	7001.9	8351.8
Q9H813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784.13	1458.5	585.73	633.58	539.42	888.51	990.46	915.69	910.11	945.6	797.42	825.12	1000.2	704.67	695.66	1049.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H814	769170	833360	808390	861830	721250	922570	766770	857370	1033400	758440	863000	770320	927520	929740	975170	804430	546760	502110	432620	633420	658460	563040	504300	565340	628500	430210	523830	546360	577590	515630	417430	600800	357940	360300	332480	444160	433340	445950	367990	465490	447850	381250	371050	356080	466620	401370	433810	454280
Q9H832	124940	128140	106810	104780	71066	121680	79922	92596	103550	109960	107820	68669	88270	115790	105840	102930	65872	51607	41242	32306	22065	75644	28192	29704	37610	54259	53978	41551	40244	25874	54891	55478	42077	51952	55027	40213	38592	25874	49413	33798	38114	49743	52833	51942	58422	42210	46200	59994
Q9H840	163250	181330	172330	147770	81026	138950	124830	114150	156420	208790	161660	105940	107030	195570	171210	184740	36266	29966	31335	35439	22015	33763	37202	33862	36152	34882	39191	44258	32834	34233	28989	40590	11485	9243.9	9314.4	12119	12206	9446.4	11960	11782	11384	10434	12552	11876	11826	12004	11561	11197
Q9H857	143240	173600	202730	257630	161390	119300	178160	156650	188140	147850	207500	272230	195210	213380	246910	240870	266240	228000	126430	114430	128380	251030	195200	213340	176380	159580	197810	149250	197510	96595	162620	180070	116760	135640	119100	108200	106650	95548	125220	100980	85268	98148	85054	75705	102380	87105	57138	108600
Q9H867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H871	103310	123670	106640	125500	98684	107380	118150	114260	117790	113410	123600	118210	124280	125390	133190	121180	60268	50867	42286	38327	23606	59297	42030	48881	42493	54864	57800	47814	47560	23161	32369	51995	18251	20493	19520	19950	18401	14259	19544	16561	18407	18988	17614	18062	23263	17919	14662	22141
Q9H875	49189	48199	49946	43142	41328	43397	43418	47064	49806	46973	47352	39197	41071	50113	51570	45443	20522	15966	22190	24412	21797	18887	23006	19607	24103	20874	21013	20658	20799	31558	15620	23869	105160	80428	80567	90099	90155	74234	90655	87735	111440	113160	122140	110430	105430	112570	119120	122730
Q9H8G1:Q8IYN0:A6NK75:Q9P255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5880	8898.8	4962.7	5644.3	3398.1	7629	5843.7	6965	7604.2	8197.2	7895.5	9342.2	9066.1	1867.8	8103.8	8234.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H8G2	182450	175840	167210	147170	117520	142270	118330	136390	146340	180770	152420	106140	111510	176680	125060	157680	129760	111250	94456	119310	124500	119390	133090	137110	145290	109340	128520	133560	118100	99315	90421	135730	12913	13465	14768	12172	11454	8181.5	15674	11888	11429	11145	11825	13084	12325	12532	11517	14423
Q9H8H0	181640	225160	279080	382750	216870	199100	261020	222980	274700	265760	270070	336980	252970	278290	323970	277890	307940	278260	215610	209520	140450	328610	248540	230410	279680	249870	306900	235920	240800	110530	196630	303180	322410	392530	400990	396790	339560	317210	355970	312140	300970	333740	245830	262300	354500	324250	220370	349390
Q9H8L6	21235	24416	21643	38884	32005	23457	33493	30755	30639	37721	29849	40944	40084	20790	23432	27087	31916	12779	6782.6	37384	12602	24212	34615	39274	34596	13064	25522	31320	41242	13646	26817	37750	22510	14178	9776.2	19108	20471	15903	16570	19668	22340	19250	18584	20229	20445	20593	21028	22191
Q9H8M2	35457	41319	39073	36501	33822	34644	35192	32675	34091	34451	38174	36089	36150	38269	31961	35493	132390	120610	106550	120400	100050	120600	116010	120390	121430	118010	131670	126520	117820	106120	95608	137190	181920	162700	173500	157710	155900	124230	165990	173120	180700	193070	197220	184490	197030	166270	183170	209090
Q9NRU3:Q9H8M5	40611	61343	54807	69389	59087	56865	63903	53898	62190	53416	63961	76161	66133	54831	51791	59745	4892.9	4086.4	7255.6	8034.9	8125.6	4481.3	8063.4	6404.1	5481.9	4784.9	4890.9	5043.9	6612.7	8004	4302	5082.6	4857.1	4699.7	4064.9	5211.7	5152.1	4727.9	5467.1	5948.6	6429.1	4486.6	5505.6	5102.7	5028.2	5823.9	4960.8	6202.1
Q9H8M7	10689	16202	14097	17869	13636	12114	12975	13821	18171	13631	16043	15547	15369	17802	21631	15903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H8V3	142580	212870	202970	259680	146070	170490	166400	165580	222300	176290	201090	179960	207490	217110	186670	211130	304710	276660	229600	259070	168470	342510	238740	260650	285100	206400	306420	254390	235030	140920	148320	293970	314570	463640	462430	425880	411290	274450	377010	375120	285020	362730	290270	263550	471780	298150	287040	410800
Q9H8W4	20635	20698	16566	19064	12011	16820	15917	15067	20393	21851	26105	14538	18674	19791	17091	19052	84777	70062	97605	74531	38005	78928	70248	50947	66716	72835	94959	89975	69086	92038	63757	95066	44534	37058	35694	42261	43592	31108	32346	42914	41492	57216	55243	61537	59546	54232	74920	52253
Q9H8Y1	565660	668540	670350	794330	574910	545220	588100	567560	676180	620730	696850	783060	702940	774950	647430	729940	749400	775960	591370	611280	370630	862110	672940	728990	766280	788930	896720	790720	887520	491950	705540	796900	871740	1007200	1047300	901390	895030	689720	954610	770370	766030	807480	790150	836420	956070	788470	565480	957670
Q9H8Y5	528530	607600	587100	695560	543380	541470	569200	581270	583000	608080	591540	575640	653260	599540	612350	607020	503340	434590	369110	452360	287080	520100	492930	507590	481640	492580	507600	584750	544720	307930	492690	545240	434300	489040	499680	528710	536340	402890	546170	532990	543910	549760	526880	579800	561220	543060	474210	622690
Q9H8Y8	588130	731900	716250	655130	631140	695180	598340	658390	700960	653570	698660	653530	690120	748750	731660	719850	750540	673150	513140	555600	465760	717520	570120	697230	636650	589320	670080	570670	664080	485950	540880	690010	771730	727840	791890	733960	802170	494600	758640	772390	785740	800520	837680	814520	859560	814850	756910	950880
Q9H8Y8-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9492.3	8919.1	6817.4	8459.4	3371.9	11819	8564.9	7808.6	7677.3	9073.8	8356	7319.2	8573.1	2106.2	7356.3	8624.9	3684	4119.7	3740.4	3677.1	3867.5	2890.8	3910.2	3364.2	3270.7	4276.5	3111.1	3049.9	3327.2	4024.3	2691.7	2800.2
Q9H900	50921	77887	77692	90381	60491	61375	81966	72693	86397	68739	78219	90199	93976	88933	80932	82001	91662	81353	57581	66220	42881	92520	66618	69817	82353	71819	88030	82303	72702	48914	53165	86429	78994	89264	99690	95099	101120	53610	105040	78162	89949	90727	89472	82126	93124	89811	83786	97702
Q9H910	1199900	1071900	1049200	648340	657830	905390	632520	845300	873650	866780	896510	608560	663210	882360	944380	853060	475390	343910	365240	516710	387630	365650	360410	449000	464030	316510	420160	414810	396840	372260	266270	542300	991210	642350	561010	664920	760500	654880	660530	679310	762920	951400	994330	779520	705150	687710	777890	941880
H3BU16	27301	24059	30272	19396	20150	21410	20561	22029	28054	19244	27865	18491	21917	21551	34520	22550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23227	21274	11284	15347	11751	23950	22568	16154	22123	27144	27748	24457	18650	8633.1	19224	19294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H974	263790	280480	245340	278870	228800	240140	237470	250620	272420	273980	283990	245480	265330	288120	256260	276140	293900	249490	282140	218200	124140	283960	219550	236570	260150	276420	306510	260410	239730	163580	209580	304220	148240	156210	153930	146240	146150	114290	156240	149110	144150	182470	166660	180800	176780	150040	178220	185700
