uniprot_acc	1_SET1	2_SET1	3_SET1	4_SET1	5_SET1	6_SET1	7_SET1	8_SET1	9_SET1	10_SET1	11_SET1	12_SET1	13_SET1	14_SET1	15_SET1	16_SET1	1_SET2	2_SET2	3_SET2	4_SET2	5_SET2	6_SET2	7_SET2	8_SET2	9_SET2	10_SET2	11_SET2	12_SET2	13_SET2	14_SET2	15_SET2	16_SET2	1_SET3	2_SET3	3_SET3	4_SET3	5_SET3	6_SET3	7_SET3	8_SET3	9_SET3	10_SET3	11_SET3	12_SET3	13_SET3	14_SET3	15_SET3	16_SET3
Q29980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60610	1752900	2018200	1834700	1914600	1490200	1771100	1563400	1756900	1882100	1713100	1802600	1626900	1868200	1825100	2031500	1866200	2647000	2296400	1764000	2046100	1490000	2346600	1857000	2127400	2114000	1846700	2097400	2139900	2064700	1538300	1480000	2298200	1670300	1722800	1663100	1841600	1750500	1268800	1669700	1800200	1677100	1745800	1593500	1815300	1897600	1657800	1825100	2002400
O95872	5184.9	7399.4	4443	5588.9	4286.5	4758.9	4315.6	5126.4	4383.6	5428.8	5656.7	5057.4	4888.9	5142.5	4728.8	4673.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30511:A0A0G2JL56	8136.9	9489.6	12912	12641	11237	9516.2	103980	12125	95402	9803.4	9988.2	10600	12922	92876	69015	23890	25707	23120	30351	22505	22214	22501	152280	17892	61760	29914	24970	23782	22276	178330	76222	39691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96KQ7	303570	335860	330170	270880	273130	293040	252130	318230	271920	273200	334280	343750	298750	263060	263320	294190	331370	288140	252230	259350	215700	293370	258460	296120	255230	251980	315110	289530	286060	208090	216120	330510	196040	183250	177290	183460	193650	145640	185590	175770	172280	198380	215990	195120	205690	177820	176560	227880
P0DMV8:P0DMV9	3478800	3739400	2874000	2585200	2410000	2973700	2226600	2846000	2782700	3067200	2600500	1711100	2792700	3502500	2492800	2901000	3509600	2843700	2904300	2879300	1833600	3327200	2695200	2667400	2519200	2311100	2690800	2718800	2082900	3017500	2193700	3106000	2209400	2185500	2134100	2264800	2138700	1959100	2214700	2461000	2228100	2779200	2349800	2273300	2355600	2572700	4080500	2865500
O95870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33208	28797	23905	18095	9453.4	36661	23232	22655	25351	36062	32763	22957	21616	8340.7	31665	30355	80288	92132	93658	86510	87982	77821	95564	93114	77222	99340	80642	77913	86952	77458	68635	100840
A0A0G2JJL1	48606	49136	47574	42731	32462	42754	25982	45168	29377	52373	60588	47604	38613	28959	26995	46565	23687	24108	27891	22361	9346.7	26718	11849	19517	15408	26604	33144	25473	17844	12700	10362	25720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P28702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15816	13728	10567	14288	9125.6	15204	13308	15858	15222	15077	17053	16778	13917	8321.2	10267	15935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04062	47099	58671	58541	54735	36854	47735	55791	46158	52168	68781	60779	89574	58676	78065	44332	60155	122100	110350	71294	95638	66012	131800	132920	124150	104810	122980	118960	134020	168200	48230	105230	122450	91138	86926	85836	84637	96860	58937	89194	76527	64891	84282	80837	80364	116570	88962	71631	87403
Q02833	12926	14261	13316	10493	11652	14073	11096	13471	11912	13794	14818	11793	12583	13217	11090	13771	39910	37639	51140	43489	18543	36718	30709	32002	35717	35052	36780	40978	30444	23163	29529	48736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX02:Q8WX94	708450	210900	1095000	176080	126930	157400	148110	156000	876750	1116000	1120000	1014300	145930	170070	167800	697460	1662200	184350	1020700	141470	82752	148880	134370	148210	1167600	1166700	1568700	1392500	128720	116090	128070	945560	349570	68814	531980	58737	37925	57204	54229	59386	202230	411090	290170	342560	49907	60378	62038	297530
Q16625	1182600	1108400	939980	772090	721160	847160	958300	854520	1040600	956020	1038200	845440	760470	1022600	934300	936960	518160	470590	508460	482230	462970	463940	587000	422900	647250	441760	534390	486000	402720	592820	406490	589190	464980	373230	385710	325940	353740	238990	430610	351800	530390	559650	534560	575030	458050	505530	599730	573830
Q8N4S9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z3B3	71842	61418	57058	52233	46863	50048	54766	56916	54993	65361	75140	56422	49219	59127	43459	57154	97774	87644	107160	108690	95041	92142	97257	88005	100780	90723	115920	106020	84560	111450	60062	116770	34456	29227	26796	29632	27759	21737	29842	26272	29183	26794	26129	27284	28742	29435	25100	31322
Q07157	2610300	2830100	2543600	2323700	2418400	2407800	2373500	2563000	2403900	2430100	2829000	2745900	2600000	2378700	2114600	2505200	3647200	3568000	2698100	3313600	2318900	2878200	3564000	3398200	3240600	2755800	3415100	3512400	3265300	3063500	2195900	3608400	5094800	4648500	4262200	4353800	4509500	3099800	4446100	4573000	4310300	4827100	4921900	5086700	4815900	4454100	4652600	5601700
A6H8Y1	54700	45502	44478	32108	30598	28221	27972	33016	40791	29157	38810	32796	35034	38041	44477	33047	17459	12930	15350	17634	14417	12860	13373	14653	16039	10618	14553	16673	14414	12506	9861.4	18292	465.4	465.49	263.99	473.76	384.83	327.38	288.36	314.3	695.34	479.58	423.27	467.29	306.56	580.61	463.8	536.51
K7EPH4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y666	68681	82925	82336	83255	66660	71814	88474	72954	76259	79555	95567	113510	81450	92544	84056	84517	121330	94077	65772	84660	78234	91733	127490	117700	94868	110000	129070	126000	114130	59451	91355	113970	196450	157820	149090	157560	179160	144500	200580	179130	175710	182140	220690	192170	176920	215160	155110	198970
Q14160	1232200	1443000	1431700	1210000	1178600	1288900	1288900	1241000	1260700	1340100	1583500	1351600	1293200	1190300	1358200	1362000	998740	927720	683000	758440	556190	909030	865050	870460	809220	727070	976320	857180	766170	616090	613520	933410	735480	758250	747250	714230	702150	588180	752820	725320	746730	792590	735220	725000	707460	708840	714170	856270
Q9H313	10576	13361	9491.7	7574.5	8573.1	12310	9854.6	10620	7983.3	9641.9	12601	18786	12437	10855	7459.2	11579	11427	8149.7	7472.2	6820.6	6290.1	7422.1	9864.3	10149	8286.4	15536	12152	15753	12727	6470.7	9905.3	11933	9570.3	5729.9	5291.8	4469.2	6991.2	5769.2	6169.2	7003.8	9382.7	5509.8	9639.7	10590	9173.5	12437	6618.6	8674.6
P17693	12649	16497	14715	14197	8622.8	12078	27693	10489	24738	19840	26736	27007	12002	25263	19809	18347	31534	25723	18219	20001	13412	20721	47696	24565	48874	25965	39292	37179	23594	14414	24471	35080	19035	18309	19092	11056	13053	9837	25487	12413	24058	14907	18756	16242	15298	24225	16334	20656
O75943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34710	26117	24074	26244	17750	31383	31789	33025	31273	32363	31442	31369	33408	16847	23577	34765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30711	72887	91850	73799	4916.6	5695.6	7607.7	87682	8252.4	66810	28286	28653	28537	7766.7	84006	69598	55996	16372	11470	8785.5	2558.1	2227	2175	11790	2677.1	10031	5448.7	4803.8	5622.6	2435.3	6183.9	15052	10215	44417	34869	38612	11152	9211.8	6111.8	49571	9140.8	46917	29549	37210	35262	14735	46542	46197	40305
A0A0J9YVN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12983	19238	16160	18012	28013	12511	17387	25501	19251	15417	27215	18582	17262	15192	17530	12744	21258	4447.1	2572.8	4236.8	5775.8	2692.5	3757.5	8212.7	5531.4	4691.5	5398.1	4981.8	6308.1	5971.8	6396.2	11118	6925.4	7257	4579.6	5423.3	5744.9	6608.8	4934.2	9010	6340.3	7479	10854	14323	7013.3	6933.6	7131.4	7298.7	10022
Q9NZ72	69702	64395	74329	49670	34502	48220	57244	52266	78309	64905	94956	51219	45722	66140	56424	62903	38472	48303	38712	53039	40804	23359	42324	32563	49229	15670	53853	49889	25278	49989	19886	40656	31875	40427	38255	35453	36486	39065	38691	39034	25591	40608	22710	25664	36261	22641	27973	43959
Q5HYW2	11597	10898	9715.2	9010.8	11824	12479	11146	12959	10964	13436	13001	9821.3	14465	6885	12831	10930	7648.1	5411	5372.8	7961.6	9111.4	5382.8	7131.3	7089.6	6936.8	5567.3	6533.2	7645.8	5964.9	8824.7	4486.9	8212.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQ26	6949.1	7919.1	7883.4	6508.1	7308.5	7441.9	7371.4	8431.1	7606.4	8366.1	9017.5	7407	7301.8	7247.3	7488.5	7433.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P1Y6	49767	50841	51115	44944	46685	50360	44134	48382	46615	48792	48451	42911	43867	49763	44457	45805	37802	41913	43287	47591	31270	46405	40824	35820	48618	34108	46585	41002	36442	40988	29558	51365	24583	20893	21969	23485	25768	22361	20947	26518	25087	27624	24810	22758	27469	24941	27872	28711
Q9UHC6	36924	49643	42089	29695	21422	35679	31191	31232	28995	32122	32107	23761	18425	42123	21962	31317	17865	16955	18221	19763	14288	17187	17654	14819	17361	16374	18244	15804	11259	12608	6930.7	18155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y4K1	544440	583940	490010	405020	489300	460340	448950	429290	423130	470110	505000	496550	395140	422660	468150	458770	375810	293270	306230	346560	359690	377910	399750	403270	388100	320630	383910	390310	447440	367360	343890	440970	452470	273510	293950	309040	314220	260380	353840	327810	469400	401940	433510	442730	333600	426330	427770	411880
O43688	17425	20524	18593	21071	29339	28907	20152	26052	26098	14846	22417	19009	20213	25278	18036	20871	41017	31183	21542	14802	16280	33239	27177	20245	27554	22067	32381	21899	21974	14975	26545	28252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P27169:Q15165	55588	66751	60463	69527	67256	74935	55029	69985	61707	51707	64921	69836	69155	60921	59090	66097	77005	81382	59925	69720	45278	91796	73462	90520	75520	73044	79533	70419	84063	47448	57891	81183	14020	13855	11845	13461	13540	10742	11612	13069	10145	11069	12126	11467	14648	11032	10907	13665
O95319	267420	317550	295010	295620	205030	246450	356400	236820	328030	327590	371870	314350	254350	383710	286190	310980	179950	188600	184130	148770	68560	180270	200310	139910	186990	216230	241600	220610	157480	171600	166990	202980	148370	194150	187010	155890	152950	117470	224630	151900	155570	230050	223980	217810	205210	175830	197380	241200
Q562E7	53235	58841	50000	44128	27867	45593	40228	35130	47158	54027	50535	39986	36356	61390	40150	51471	48580	42035	41085	33875	26532	43670	35660	35174	42845	48127	50799	44694	44177	31026	35689	51216	30982	24605	26426	31395	25095	22739	32579	24669	28518	30370	31587	32405	32335	29682	32718	31687
A0A0J9YY79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1119.5	64.94	135.26	1954.4	910.09	2511.8	525.9	2979.6	1612.9	1014.5	630.45	473.93	740.59	1198	1397.1	841.77
Q8N129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29242	23882	17308	24348	29830	20101	26969	24600	24596	20188	25862	28978	25684	22138	17208	28128	101470	90324	90098	95901	89037	68235	89155	89288	93569	115130	110210	99866	100600	80737	89767	126310
Q9Y519	7601.8	8410.6	6032	4527.2	5818.3	6058.9	5042.9	5475.4	4305.1	7092.8	5770	5292.1	4840.6	6930.7	5337.3	5997.7	5314	4826.4	4636.8	2968.3	3384.1	5610.1	4478.8	3118.4	4004.2	5963.2	5343.3	4302.6	4258.1	5130	4231.4	5337.9	4632.5	4335.3	3581	2762.3	2681.2	2151.4	3679.8	2869.4	3613.8	5160.6	6180.8	5920.8	4721.5	4107.1	3958	6290.8
Q96LD4	2340.4	2915	2786.8	2857.3	3817.2	3470.7	3345.7	3946.1	3354.1	2965.3	3444.3	3577.6	3653.3	2981.5	2691.6	3411.3	4570.6	3105.4	3456.6	5093.4	2765.3	5319.2	6114.8	5707.9	6026	5220.2	4711.1	5155.2	4829.9	4132.6	4913.3	6004.6	6328	5558.9	4834.2	8121.1	7268.5	6969.7	8715.5	7710.1	8477.6	6637.2	7468.5	9345	8098.3	8377.8	7644	8202.2
Q9NY35	12339	19965	16823	26345	17926	18351	20242	19427	20360	18556	26010	24634	25186	16183	26179	21075	13718	13821	4665.5	6439.4	4865.4	11733	8228.8	9915.1	8261	6589.9	11227	7812.5	8512.6	3063.9	5851.9	9498.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49805	49747	36361	32210	16132	55984	28209	34817	40501	35686	49580	34548	35332	12659	37921	45059	27388	49135	47368	38566	33533	22866	31755	31332	27589	30826	23979	25909	37514	30956	26577	37975
P11362:P21802	572860	521690	388920	355860	237220	450360	419610	410750	392460	366440	497910	448310	376940	631490	281380	495890	11354	10836	10687	12351	8342.5	12446	14733	12110	11830	15230	14476	17442	12264	11326	13998	15404	18666	12832	12595	15424	16162	11714	17674	15604	15682	13431	25598	16789	24436	18222	17238	19435
P58340	38836	53442	42608	42164	55381	55489	33711	60060	35939	35774	41858	36201	52532	29118	29785	39487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWW5:H3BRN7	48594	42613	48031	48381	38634	37726	48211	52208	41930	43001	52254	46409	49103	45562	45452	45833	39726	33086	30582	31182	15991	36409	29507	32793	39464	29339	36801	33677	29991	17257	26408	41930	31287	29651	31944	31726	30129	26884	27281	29505	29969	35961	30356	31191	34127	32076	33809	34068
Q5HYK7	227010	228120	191790	169200	185830	176900	173810	185130	195430	192980	195670	172670	182880	178490	188810	185040	278950	213870	208390	209280	160270	207980	188760	208510	210360	219110	231900	237630	212600	178310	180690	256840	193140	140980	131620	167870	174940	139890	169410	190120	213720	208990	194960	214540	183020	197270	208800	206950
P49327	7004800	10099000	10107000	10850000	6365700	8397300	7284000	7499000	9560500	8222100	10348000	7879700	8414100	9654100	11114000	10571000	12054000	10700000	7527500	7264600	4732600	11902000	6950300	8407100	8434800	7894000	11279000	8243600	8112100	3047600	5472000	9910300	7577200	11309000	10236000	9525400	8752800	9396100	9069700	8054700	6068100	7554000	6604800	7339900	8994700	6524700	4852800	9465700
Q9Y484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43432	608360	696890	681230	765760	643020	711210	657110	697370	721580	706850	801210	674750	717850	723690	655200	683910	778270	695310	615210	662230	439760	836950	642170	720690	719240	660730	761270	714320	710900	514690	499270	754060	348340	371770	366210	426630	405450	307960	387960	385840	374110	420330	410770	374300	422800	369460	354340	475310
A0A0U1RQV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9486.5	9787.2	7931.9	10724	9705.4	7791.9	9361.4	10104	9452.7	9732.5	8368.8	9738.5	9546	10082	7897.6	10260
Q6P3W7	182700	211120	187650	219390	195780	198380	203450	209560	230000	210390	221770	216830	235570	214680	248120	202430	434460	357100	393490	429260	304370	428160	411640	429000	468180	409350	419260	425030	413440	323220	296220	470050	159010	175890	171430	191230	191330	147470	177930	180240	184410	193380	171450	184970	196920	183510	174340	202020
Q9HCP0:P78368	17212	19799	20248	21414	14856	15387	19106	15998	20094	18531	20248	23632	18555	19292	21940	22340	23298	25085	12891	16112	8413.3	24263	22750	22065	20069	17445	22583	22102	18410	7826.3	16565	21938	2682.7	2988.5	2219.9	2257.1	2613.9	2169.9	2871	2666.4	2421.7	2628.9	2085.8	2350.4	2420.4	2746.1	2604.8	2986.6
Q16563	45464	55079	38669	51961	44655	44906	58606	41121	48457	44170	56063	88458	61126	53431	63626	59548	88205	81944	31023	40716	41630	80673	71923	85649	61653	57920	61764	62837	106410	18883	46124	64534	112010	94763	89044	125340	130910	126230	120570	124240	103410	95510	76270	85690	93340	117790	82453	106540
Q9Y2E4	11496	14139	10600	6927.8	11459	10527	11803	10650	10079	11554	12880	8990.4	9386.3	7689.7	10700	10917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12367	9254.8	9235	11143	9880.8	9144.1	13377	12065	13090	16152	15874	14789	12212	13295	13213	14412
A1L390:C9JVL3	330270	377570	381990	357070	284200	311770	285940	297510	379240	341570	386670	311380	313780	342420	338040	391670	134030	149130	105270	138520	111470	135000	123000	137370	162090	107510	153630	134190	123530	117290	84814	146840	154610	144000	121230	137200	125390	108890	120440	134070	115000	129660	135900	130420	121180	128210	171020	569770
Q6NUK4	29138	33481	37334	49553	33263	25013	29929	29201	30640	40210	35336	45030	36272	35487	32167	44367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2D4	58971	78036	67395	98086	60289	62559	76163	64421	76021	106030	72840	69394	72269	89078	70387	76973	67063	54542	49170	56427	36377	65785	58736	60718	66199	61552	62745	64432	61561	41711	51721	68661	201740	205680	162570	217370	216260	155370	236400	204840	206030	206890	215760	191780	216820	241680	197410	225580
A0A0U1RRE5	85984	89935	90122	54370	65408	76524	58855	81316	89495	66731	67662	67172	78321	67587	142910	70631	9401.7	7083.5	8399.4	16790	20947	7012.4	9639.3	14412	15461	7111.2	9482.7	14132	11951	19706	7053.8	14244	97789	66319	51413	67754	77493	72122	45099	79867	68942	76591	52276	56388	68528	67118	88528	70433
O94880	222500	235800	236520	231010	199860	210410	243700	207660	244270	261390	310320	295890	220410	251190	217700	239070	311300	262440	309950	314190	163420	308310	315310	253000	316610	306590	418590	350410	237950	229900	247960	372650	153640	115340	133190	129360	123680	93916	133210	131370	141830	159600	153400	155880	154220	137380	126450	169150
A0A0U1RR11:A0A0U1RRI6:P0DPI3	155120	156950	164290	132590	97773	124880	166260	119980	161280	162590	251480	206010	133640	185350	158350	174700	149970	112780	166480	117680	57239	113100	139750	107510	117740	138690	175530	165810	113430	103270	86069	151990	117090	85768	97630	85689	82746	64419	104520	80815	83971	103230	112520	103500	100920	84412	63994	110710
Q9BPX6	117160	146730	145790	151000	109190	121850	133740	127710	136680	130810	134720	150690	126490	158740	128240	138150	79565	83291	63167	57294	30148	92180	76297	73810	82686	83195	87292	78386	73288	28432	72088	75986	128300	131390	137170	147270	148890	124900	150260	153600	142760	144450	132780	138530	153770	137490	132870	166100
A0A0U1RRL7	8886.5	11078	10969	12665	13054	14382	12787	14347	15462	13631	15785	17319	14589	12075	12692	14040	27971	25376	21017	28517	25215	27226	32386	30712	27942	30323	28252	32095	31538	35030	19068	32973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A0A0U1RRL8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38249	35292	28142	27180	16464	49662	29888	32931	29626	22431	41468	27651	38824	15015	35737	34987	666.27	456.71	465.68	442.52	480.53	369.42	689.6	461.16	584.96	351.81	437.08	278.84	1015.5	549.17	838.61	674.41
A0A0U1RRM4	13706	16210	19976	11222	17038	23606	16047	23997	19171	11927	13050	18840	25608	8197.5	16966	18653	24691	24205	10524	22879	17748	11667	14063	19656	8689.1	6875.2	8913.3	13766	18126	7419	8766.8	16756	17514	15743	9118.1	15488	15648	15023	12538	15199	10351	7135.2	9097.9	9054	14118	10360	10089	10464
A0A0U1RRM6	39074	35237	32804	22641	29382	35559	28195	39057	34325	27360	37260	25493	28604	29241	26462	30487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113520	82137	88778	89780	87609	76067	76984	92533	83536	103610	127640	112280	122530	87094	91637	124920
A0A140T913	90818	94117	93994	121570	113710	134340	86206	120760	107500	184110	239990	214360	134020	118030	96605	135720	199510	115260	189200	240370	96098	245650	64980	231010	62624	234370	278270	289730	201180	46509	40230	242590	54374	47622	47366	121150	130820	103280	54675	128690	71475	98799	107260	99785	117930	67292	61490	98175
P10321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9604	6307.1	15931	10219	15022	12912	17851	10942	8629.8	7246.2	13674	16085	14980	28043	9962.8	10720	16154	3963.3	6047.8	4936.4	5309.6	5501	10715	6260.9	12372	14069	18443	13027	12072	15889	10406	11139
P13747:A0A140T9B3	283280	319130	307220	252650	201120	287590	390770	253910	489670	288710	373330	313580	262450	514800	387090	327090	228720	219350	236250	246810	164790	253780	366260	251330	446190	246000	331840	302360	260440	330140	240740	315560	108760	88252	105350	90122	99850	80439	137060	102890	155060	122940	127010	109210	130960	156630	159190	140990
P28062	2263.8	2723.4	2129.4	2705.1	2914.1	2801.8	4582.1	3450.8	3231.2	3091.4	2912.1	3005.6	2987.6	3107.8	2997.7	2420.1	7816	6880.5	6387	8835.4	7271.3	9391.6	13456	9905.3	13279	9649.8	10950	12670	11517	10404	9087.5	11468	8013.8	6724.8	7162.6	8712.6	8774.5	7681.6	12299	8439.5	11629	10078	12620	11931	9321.3	10773	12361	10487
Q8NBI6	3068.6	4494.5	5459.7	6202.6	4260.8	4582.6	5513.8	3765	5460.5	3483.2	5099.6	7977.6	6232.6	5092.7	5594.5	5001.1	19928	19003	9019.4	14189	7902.4	18762	22611	19813	17664	14319	22223	18912	15888	4234.8	11609	16930	39005	42467	44145	42810	45920	37010	46407	47050	38654	40829	37317	36747	38321	38641	31351	43360
Q03518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7003.1	7255.5	6600.8	6977.1	4489.7	10471	11903	9318	11225	9833.4	9543.3	10292	10694	5410	7810.2	8681.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43189	8570.5	13030	13194	6791.5	19964	22782	11400	15612	12525	10773	12861	17875	15238	9857.3	10951	13238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13425	35465	47658	42317	40172	58515	38718	42224	46358	38103	49760	51884	51540	44791	25650	39391	37167	139530	126880	120330	113640	71391	131760	127400	128700	117000	125900	148750	137090	104050	98507	84918	133400	59263	57310	61012	63016	53301	42635	61225	62718	57466	72116	65438	69088	53385	54055	59513	63204
A0A1B0GTG4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P30566:A0A1W2PRX2	1251800	1487900	1387100	1749300	972230	1083300	1103300	1114100	1412300	1404500	1314100	1076600	1249700	1711500	1638400	1498500	1296100	1121100	764860	760570	538550	1382800	788050	954090	965490	955360	1072000	847060	1062000	398700	851040	1133500	1021700	1385900	1363900	1234600	1185900	833820	1310200	1002900	1013500	1164700	955900	1104500	1352800	1100800	995970	1350100
Q9BXF6	17622	16918	15459	14308	14870	14789	12732	15071	14180	17838	16467	16287	14425	13923	13863	14393	6765.3	5633.8	3517.6	4951.3	4077	6231.5	6048.8	5855.4	6024.8	6265	6515.5	6386.2	5392.5	4064.8	4602.5	6937.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48728:A0A1B0GUH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100300	89753	53522	57505	55461	114080	79279	73907	85434	97735	73118	84711	82641	36747	88766	80864	59649	68167	65912	56440	57759	40191	71747	59957	61249	75320	63400	73681	74546	60595	55624	86094
Q13510	272760	301690	247850	309890	262790	270000	267590	250230	231190	300840	257270	336630	270730	274840	285390	279330	342260	241890	206550	234130	145370	414790	272650	291310	241670	275070	258510	329010	351670	166960	278610	300150	568410	386670	379740	518980	494460	350540	486270	446780	564860	485080	433490	474620	507960	568970	569240	522460
Q01668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96L93	8371.9	8681.4	8693.1	9750.1	10506	11533	11040	11901	9156.3	10724	10497	10515	11414	8107	8607.2	9536.3	6195.3	6738.7	7452.6	6781.6	4814	6172.6	6854.6	10621	5427.7	5462.8	6990.6	7036.8	20220	5246.6	6124.8	6652.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UDY2:A0A2R8YDH4	2621600	2835300	2744100	2681800	2499800	2904200	2448800	2692600	2799100	2785700	3116200	2620800	2784500	2614900	2522500	2716600	2973500	2739900	2729900	3126400	2124700	3248100	2943900	3000100	3299200	2196300	3155700	3007500	2790000	2617200	1945400	3290400	1640000	1573600	1593200	1691700	1807900	1250100	1585400	1724600	1534400	1833600	1455100	1620200	1811900	1508200	1734500	2046500
Q9HCJ0	6618	7738.3	6620.6	4939.9	5066.2	6189.7	5491.5	5492.6	5794.5	5499.2	6183.7	3948.7	4840.8	4258.7	4347.6	6356.5	5991.3	4199.6	4065.7	5443.8	3431.6	5363.9	5042.2	5757.6	6512.7	7426.2	4729	6353.5	8046.1	3121.3	5212.3	6012.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P47870:P18505:P28472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18627	22130	21381	19781	19220	16327	25548	20801	18406	20291	18832	20308	17395	16920	15386	22514
Q03154:A0A1B0GW23	365390	479840	380560	548500	582410	423150	466620	527690	435490	445690	459310	487950	547240	418300	425400	474750	708910	483540	482110	521700	347580	729990	589350	759810	579000	683060	636120	669460	716910	476320	622380	679310	363340	303330	328660	389010	366750	257650	395520	392920	489220	437110	486360	470310	373870	430800	371130	439200
Q6PID6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10378	7695.2	7731.3	8947.6	5907.1	9402.6	9532.8	8952.5	9031.5	10167	9668	10395	9055.4	6257.8	6973.9	11182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96EK5	205470	281120	273860	403720	258290	228250	322590	279600	316030	281150	299870	330830	302870	313190	346120	305180	466950	435170	293860	375130	274780	456650	440970	449050	472610	358250	428690	440530	456620	242680	363070	460320	395600	433320	406990	475660	455860	355370	503960	414010	452860	422290	349960	375310	418930	469490	404680	446850
Q9H1H9	8695.4	9088.5	8124	8565.9	8420.2	9615.8	10505	9391.5	11351	10644	12793	12342	10805	10450	7908	9416.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6GYQ0	105590	109810	124540	131470	285090	392920	116130	380180	181580	98065	119410	116890	166560	97215	89416	140390	136710	156930	104560	140920	347460	106970	102910	141280	112100	102430	115440	117410	154410	227030	79329	158110	110120	91805	90510	168840	262130	797080	117470	695350	215610	84702	111350	106550	122900	163930	112090	132960
