maxquant_row_id	num_gene_names	gene_names	uniprot_acc	is_unique	protein_ids
947	1	PIP5K1C	O60331	Unique	A0A7P0T808;O60331-4;O60331;O60331-2;O60331-3
948	2	SRD5A3:NA	Q9H8P0:A0A7P0T9P9	Multimapped	A0A7P0T9J3;H0Y9P9;A0A7P0T816;A0A7P0TBH6;A0A7P0T9P9;Q9H8P0
949	1	ALG5	Q9Y673	Unique	A0A7P0T850;A0A7P0T9X2;A0A7P0Z4I2;B4DR67;A0A7P0TAL2;A0A7P0T901;A0A7P0TB27;A0A7P0T9B8;Q9Y673-2;Q9Y673;A0A7P0T882;A0A7P0T9C7;A0A7P0TA98;A0A7P0TAI2;A0A7P0T8X9
950	1	AATF	Q9NY61	Unique	A0A7P0T868;Q9NY61;A0A087WTH8;A0A7P0TAR0;A0A7P0Z4P2;A0A7P0TBI0;A0A7P0Z434;A0A7P0Z4N2;A0A087WWS8;A0A7P0TBG4;A0A0J9YWE9;A0A087WW41
951	1	VPS53	Q5VIR6	Unique	Q5VIR6;A0A7P0T874;A0A7P0T8P7;Q5VIR6-1;Q5VIR6-3;A0A7P0Z461;A0A7P0T9B2;Q5VIR6-2;A0A7P0T9V8;A0A7P0Z4K0;A0A7P0TB80;A0A7P0TAK4;A0A7P0TA79;A0A7P0T8V1;A0A7P0Z400;F6VX93;A0A7P0TAE0;A0A7P0Z4Q7;A0A7P0TB16;E7EVT8;I3L184;A0A7P0TAF8;A0A7P0T805;I3L4P9;I3L0S6;A0A7P0T9Z7;A0A7P0TBJ8;A0A7P0T7U9;A0A7P0T8S5;A0A7P0T9B6;A0A7P0TA41;A0A7P0T8K1;A0A7P0T8I9;A0A7P0T8V9;A0A7P0Z4M8
952	1	C2CD3	Q4AC94	Unique	A0A7P0Z4H1;A0A7P0T883;A0A7P0Z475;A0A7P0T8V8;Q4AC94;A0A7P0T8E9;A0A7P0TAM9;A0A7P0T995;H0YG44;A0A7P0Z4J2;H7BZB4;Q4AC94-2;Q4AC94-4;Q4AC94-1;Q4AC94-3
953	1	TCTN2	A0A7P0T886	Unique	A0A7P0T8X4;A0A7P0T886;Q96GX1-2;Q96GX1
954	1	C1orf174	Q8IYL3	Unique	A0A7P0T887;Q8IYL3;A0A7P0T8M5;A0A7P0TAV4;A0A7P0T8I3;A0A7P0TAC3
955	1	DST	Q03001	Unique	A0A7P0T890;Q03001;F8W9J4;F6QMI7;E9PHM6;Q03001-14;Q03001-8;A0A0U1RQJ2;Q03001-9;A0A494C073;A0A494C1D7;E7ETB9;Q6P0N6;Q03001-13;A0A494C1U5;Q5T0V7;H0YC82;Q03001-10;H0YC65;E7ERX3
956	1	ARL13B	Q3SXY8	Unique	A0A7P0T892;A0A7P0Z473;A0A7P0T9C1;A0A7P0T969;Q3SXY8-3;Q3SXY8
957	1	AKAP8	O43823	Unique	A0A7P0T893;O43823;M0QX51;A0A7P0TBC8
958	1	VLDLR	P98155	Unique	A0A7P0TB10;A0A7P0TBI2;A0A7P0T8N6;A0A804CHQ2;A0A7P0T9P7;A0A7P0T897;P98155-2;P98155;A0A7P0T8N9
959	1	SNX9	Q9Y5X1	Unique	A0A7P0TBI9;A0A7P0Z4A2;A0A7P0Z4A5;A0A7P0T8D4;A0A7P0T8S8;A0A7P0T8Z2;A0A7P0T8C7;Q9Y5X1;A0A7P0T8Z7;A0A7P0T8M2;A0A087WVE4;A0A087WZW2;A0A7P0T8L2
960	1	ALS2	Q96Q42	Unique	Q96Q42;A0A7P0T958;A0A7P0T8F3;A0A7P0Z4J9;A0A7P0T9U5;A0A7P0T9R1;A0A7P0T9V4;A0A7P0T8R1;A0A7P0T980;A0A7P0Z4M6;A0A7P0T951;A0A7P0Z4I4;A0A7P0Z4F3;A0A7P0TAM1;A0A7P0TAH8;A0A0S2Z5Q7;A0A7P0T976;A0A7P0T8T2;A0A7P0Z499;A0A0S2Z5I4;Q96Q42-3;H0Y696;A0A7P0T993;A0A7P0TBK0;A0A7P0TAC4;A0A7P0T8P3
961	1	CTSZ	Q9UBR2	Unique	Q9UBR2;A0A7P0T8I6;A0A7P0T989;A0A7P0TA25;A0A7P0Z469;A0A7P0T9G9;A0A7P0T8X2;A0A7P0T900;A0A7P0TBM7;A0A7P0Z4L7;A0A7P0T9U1;A0A7P0TBB5;A0A7P0Z4R9;A0A7P0TAD4;A0A7P0TAT6;A0A7P0T9U4;A0A7P0T926;A0A7P0TB41
962	1	TSEN2	Q8NCE0	Unique	Q8NCE0;A0A7P0T8S9;A0A7P0T9K6;A0A7P0T9Y6;A0A7P0TBE6;H7C301;A0A7P0T8Z6;A0A7P0T8I7;C9J7Z4;A0A7P0T914;Q8NCE0-4;Q8NCE0-2;A0A7P0TA86;A0A7P0Z4J6;A0A7P0T841;H7C2Z3;A0A7P0T8F8;A0A7P0T974;A0A7P0Z492;A0A7P0T8W9;A0A7P0T8K4;Q8NCE0-5;Q8NCE0-3;A0A7P0T923
963	5	AKAP9:IGF2:PCNT:TEFM:SNUPN	Q99996:P01344:H7C2A3:J3KTG7:H3BTA6	Multimapped	A0A7P0TAD6;Q99996;A0A7P0T8N5;A0A7P0T9A9;A0A7P0T928;A0A7P0TBI4;A0A7P0TBH8;A0A7P0Z4N5;Q99996-1;Q99996-3;A0A7P0T939;Q99996-5;A0A7P0TAX3;Q99996-6;A0A0A0MRF6;A0A7P0Z4Q5;A0A7P0TAA2;A0A2R8Y590;Q99996-4;H7BYL6;A0A7P0TAJ1;A0A7P0T9E2;H3BQR0;H3BTA6;H7C2A3;J3KTG7;P01344-3;P01344-2;P01344;Q96QE5-4;A0A7P0T8Z8
964	2	TCERG1:TCERG1L	O14776:Q5VWI1	Multimapped	A0A7P0T8N8;O14776-2;O14776;G3V220;Q5VWI1
965	1	ATF6	P18850	Unique	A0A7P0T8Y1;A0A7P0T992;A0A7P0T9V3;A0A7P0T8R5;A0A7P0Z4I7;A0A7P0T9H5;A0A7P0TAF2;A0A7P0Z421;A0A7P0TAH1;P18850
966	1	NOTCH1	P46531	Unique	A0A7P0TA56;A0A7P0T8W1;A0A7P0TB20;A0A7P0T8U6;P46531;A0A7P0TAK8
967	1	OPHN1	O60890	Unique	A0A7P0T8V5;A0A7P0T9W4;A0A7P0Z4E9;A0A7P0TBH4;O60890-2;O60890
968	2	DTNA:DTNB	Q9Y4J8:O60941	Multimapped	Q9Y4J8-10;A0A7P0TBH9;A0A7P0Z4D7;A0A804HHT6;Q9Y4J8-11;A0A7P0T8Y5;Q9Y4J8-14;Q9Y4J8-2;A0A804HHU2;A0A7P0T9L1;A0A7P0TBG1;Q9Y4J8-6;M0QZ28;Q9Y4J8;Q9Y4J8-13;A0A7P0T8G2;Q9Y4J8-15;A0A7P0T8J4;E7EVB6;A0A804HLB1;E9PEY4;A0A804HII3;M0R021;Q9Y4J8-8;A0A804HKZ4;Q9Y4J8-16;Q9Y4J8-5;O60941-6;O60941-3;Q9Y4J8-4;O60941-2;Q9Y4J8-3;O60941-4;O60941-7;Q9Y4J8-12;O60941;O60941-5
969	1	SCARB1	Q8WTV0	Unique	A0A7P0T9B3;A0A7P0T913;A0A7P0Z4E3;B7ZKQ9;A0A7P0T9I2;Q8WTV0-4;Q8WTV0-5;Q8WTV0-2;Q8WTV0;A0A0S2Z3I2;F5H4X0;Q8WTV0-3;F5H5E8
970	1	SIRT5	Q9NXA8	Unique	A0A7P0T915;Q9NXA8-2;Q9NXA8;A0A7P0TBF5;A0A7P0TA05;A0A7P0T9X1;A0A7P0Z490;A0A7P0T9N1;Q9NXA8-3;Q9NXA8-4;A0A7P0T877;A0A7P0Z4N6;A0A7P0Z4F6
971	1	KIAA1109	Q2LD37	Unique	A0A7P0T938;Q2LD37-6;Q2LD37-7;Q2LD37-4;Q2LD37;H3BLT5;H7C070;H0Y781
972	1	RBPJ	Q06330	Unique	Q06330;Q06330-7;Q06330-6;Q06330-4;Q06330-5;A0A7P0T947;A0A7P0T9Y9;A0A7P0TBJ4;D6R927;D6RF98;Q06330-2;Q06330-3;A0A7P0Z4N7;D6RA45;D6RBQ8;A0A7P0T9W9;D6R946;D6RCM1;D6RB37;D6RIZ8;D6REC2;D6R9K5;D6R9X3;D6RAT2;H0Y8R3
973	1	SIGMAR1	Q99720	Unique	A0A7P0T9D5;A0A7P0TA12;B4DR71;A0A7P0Z4C2;Q99720-4;Q99720-3;Q99720
974	1	BRCA2	P51587	Unique	A0A7P0T9D7;P51587;A0A7P0TAP7;A0A590UJU6
975	1	CRAT	P43155	Unique	B7ZBP5;A6PVN3;A0A7P0TAQ4;A0A7P0TBF3;A0A7P0T9R9;H0Y4Z7;A0A7P0T9E7;A0A7P0TAR1;P43155-3;P43155-2;P43155
976	1	ERCC6	Q03468	Unique	P0DP91;A0A7P0T9G4;Q03468
977	1	"NAMPT"	P43490	Unique	P43490;A0A7P0T9I9;A0A7P0T895;A0A7P0T931;A0A7P0T973;A0A7P0T8L3;A0A7P0T862;A0A7P0TAS5;A0A7P0T8D2;A0A0C4DFS8;A0A7P0T941;A0A7P0TBB7;A0A7P0TA73;A0A7P0Z466;B7Z8W6;A0A7P0Z4N0;A0A7P0T9F0;A0A7P0TB17;A0A7P0T8Z3;A0A7P0T8R4;A0A7P0TAI8;A0A7P0Z437;A0A7P0Z4L4;C9JG65;C9JF35;A0A7P0TAZ2
978	1	SMPD4	Q9NXE4	Unique	A0A7P0T9J6;A0A7P0TB24;Q9NXE4-4;Q9NXE4-3;Q9NXE4;Q9NXE4-2;Q9NXE4-8;Q9NXE4-9;Q9NXE4-6;A0A7P0TB44;Q9NXE4-7;Q9NXE4-10;H7C1Q6;H7C0W5;H7C235;Q9NXE4-5;H7C2J2;A0A7P0Z453;C9J647;A0A7P0TAZ0;F2Z2I0;H7C2E2;F2Z2W5;F8WF03
979	1	USP54	Q70EL1	Unique	A0A7P0T9N2;A0A7P0T9K1;Q70EL1-7;Q70EL1;H7C296;R4GN32;H7C1E9;A0A804D9U3;Q70EL1-6;Q70EL1-9;Q70EL1-10;Q70EL1-8
980	1	CUL4B	A0A7P0T9L3	Unique	A0A7P0T9L3
981	1	MICALL1	Q8N3F8	Unique	B0QY86;B0QY91;A0A7P0T9P2;Q8N3F8;H0Y6J8;A0A7P0Z4L3;A0A7P0T8A6;A0A7P0T7Z5;A0A7P0Z427
982	1	PPIL2	Q13356	Unique	A0A7P0Z4K4;A0A7P0TA15;Q13356;A0A7P0TB19;A0A7P0TAH4;A0A7P0T8E8;Q13356-2;A0A7P0T843;A0A7P0T896;A0A7P0T839;A0A7P0TBL3
983	1	AAR2	Q9Y312	Unique	A0A7P0TA70;Q9Y312;A0A7P0T8J7;A2A2Q9
984	1	ACSL3	O95573	Unique	A0A7P0TA76;O95573;A0A7P0TBB1;A0A7P0T8L6;A0A7P0TB52;A0A7P0T905;H7BYZ7;A0A7P0TBL9;F5GWH2;C9JC11
985	1	HTT	P42858	Unique	A0A7P0TAN5;A0A7P0TA78;A0A7P0TAC5;P42858;A0A7P0Z417;A0A3B3IU25;H0YA07
986	1	BSG	P35613	Unique	A0A7P0TA85;P35613-2;P35613;A0A7P0TB04;P35613-4;I3L192;A0A087WUV8;P35613-3;A0A7P0T8A7;R4GMX5;A0A2R8YDZ0;R4GN83
987	1	AKAP8L	Q9ULX6	Unique	A0A7P0TAE3;Q9ULX6;Q9ULX6-2;A0A7P0TAJ5;A0A7P0TBP0;V9GZ50;A0A7P0T9N5;A0A7P0TAD3;A0A7P0T847;M0R1Y5;M0R010;M0QYT7
988	1	CANX	P27824	Unique	P27824-2;P27824;A0A7P0TAE9;A0A7P0T937;A0A7P0T840;A0A7P0TB65;A0A7P0T9L0;A0A7P0T8G1;A0A7P0Z484;D6RGY2;A0A7P0Z4D6;P27824-3;A0A7P0TAR9;A0A7P0Z4H2;A0A7P0TAN9;A0A7P0T8N1;D6RAU8;D6RFL1;D6RAQ8;D6RD16
989	1	DLAT	P10515	Unique	A0A7P0TAG1;A0A7P0TAX2;A0A7P0TBE2;P10515;A0A7P0Z4G4;A0A7P0T997;H0YDD4;A0A7P0TBK2;A0A7P0TA47;E9PEJ4;A0A7P0Z423;A0A7P0T9N8;A0A7P0Z459
990	1	KMT2C	Q8NEZ4	Unique	Q8NEZ4-3;Q8NEZ4-2;Q8NEZ4;A0A7P0TAI3;A0A804HJV8;A0A804HKS3;H7BY37;A0A7P0TA60;A0A7P0Z448;A0A804HLA5;A0A804HIF3;A0A804HIM1;A0A804HJ77;A0A7P0T9N3;A0A804HJ27;A0A7P0T9U9;A0A804HIM6
991	1	WDR62	O43379	Unique	O43379-4;A0A7P0TBE7;A0A7P0TAK3;A0A7P0Z436;O43379;A0A7P0T9D9;A0A7P0T9T4;A0A7P0T9F6;A0A7P0TAH3;A0A7P0T8V3;A0A7P0T846;A0A7P0T8U8;A0A7P0TB98;A0A2R8YD43;A0A7P0T8R7;A0A7P0T972;H7C3R4;A0A7P0TA99;A0A7P0T9G3;A0A7P0T975;A0A7P0TA81;A0A7P0T8C3;A0A7P0T9T7;O43379-3;O43379-2;A0A7P0T8Z9;A0A7P0Z429;A0A7P0T8C4
992	1	SLC3A2	P08195	Unique	F5GZS6;A0A7P0Z4A0;A0A7P0TAN7;A0A7P0Z4P5;P08195;A0A7P0T9F7;J3KPF3;P08195-3;P08195-4;A0A7P0TAT7
993	1	USP13	Q92995	Unique	A0A7P0TB69;A0A7P0TAP9;Q92995-2;Q92995;H7C5J3;A0A7P0T849;A0A7P0TA93;A0A7P0T9S5;A0A7P0T873
995	2	DDX58:NA	O95786:A0A7P0TB70	Multimapped	B3KWW1;A0A7P0TB70;O95786-2;O95786;A2A376;A0A7P0T9I8
996	1	ANO6	Q4KMQ2	Unique	A0A7P0TBC5;Q4KMQ2-3;Q4KMQ2;Q4KMQ2-2;A0A7P0TAW4;A0A7P0T8Y2;A0A7P0TBI1;A0A7P0TAF4;Q4KMQ2-4;A0A7P0TBD5
997	1	IFIT5	Q13325	Unique	A0A7P0TBP9;Q13325;Q13325-2
998	1	TSEN54	Q7Z6J9	Unique	E7EN92;A0A7P0Z413;Q7Z6J9;A0A7P0TA59;J9JIH8
999	1	DNAH5	Q8TE73	Unique	A0A7P0Z455;Q8TE73
1000	1	HMGCR	P04035	Unique	A0A7P0Z481;P04035-2;P04035;P04035-3
1001	1	ASPM	Q8IZT6	Unique	A0A7P0Z4R7;A0A7P0Z491;Q8IZT6;A0A7P0T8U9;Q8IZT6-2
1003	1	IFIT3	A0A7P0Z4G0	Unique	A0A7P0Z4G0
1004	1	DPF1	Q92782	Unique	C9JGC1;A0A804CYY4;A0A804CCM0;J3KQY6;C8C3P2;E9PDV3;Q92782-3;Q92782;Q92782-2
1005	1	PTPA	Q5T949	Unique	A0A804CD06;Q5T949
1006	1	IRS4	O14654	Unique	A0A804CF45;O14654
1007	1	KMT2D	O14686	Unique	A0A804HHR9;O14686;O14686-3;A0A3B3ISC8
1008	1	ADAM22	Q9P0K1	Unique	A0A804HIW1;F8WAD8;A0A804HHS1;H7C3I4;Q9P0K1-4;Q9P0K1-3;Q9P0K1-5;Q9P0K1-2;Q9P0K1
1009	2	TRIM5:NA	Q9C035:A0A2U3TZJ3	Multimapped	A0A804HHS7;Q9C035-6;Q9C035-5;Q9C035-4;Q9C035-3;Q9C035-2;Q9C035;H7C134;A0A2U3TZJ3;E7EQQ5;C9JWN8
1010	1	KIAA0825	Q8IV33	Unique	A0A804HHT9;Q8IV33-2;Q8IV33-3;Q8IV33
1011	1	MAN1B1	Q9UKM7	Unique	H0YGV7;A0A804HK01;A0A804HKS1;A0A804HJ23;A0A804HL61;A0A804HJ66;A0A804HK86;A0A804HL65;H0YG20;A0A804HHU1;Q9UKM7;H0YGQ1;H0YI64;A0A804HK28;A0A804HJW0;A0A804HIP1
1012	1	BBS2	Q9BXC9	Unique	H3BQ79;A0A804HIQ9;A0A804HIE1;A0A804HJV2;A0A804HJ30;A0A804HKF2;H3BRL0;A0A804HK50;A0A804HJQ5;A0A804HK25;A0A804HHV5;A0A804HKI7;A0A804HK97;A0A804HKG1;A0A804HK51;A0A804HLL2;A0A804HIE0;A0A804HJV0;Q9BXC9
1014	1	DHCR7	Q9UBM7	Unique	A0A804HJQ7;A0A804HI25;Q9UBM7;E9PRL8;E9PQ71;E9PIP9;E9PJ54;E9PM00;A0A804HJI8;A0A804HL56;H0YE57;E9PLZ2
1015	1	GNPTG	Q9UJJ9	Unique	A0A804HI41;H0YEA7;Q9UJJ9;A0A087WWA2;A0A804HIZ1;E9PQQ5
1016	1	BCL9	O00512	Unique	A0A804HIV1;A0A804HI55;O00512
1017	1	RP9	Q8TA86	Unique	A0A804HI79;Q8TA86;A0A804HL29;C9J6V2
1018	1	R3HDM1	Q15032	Unique	A0A804HIA8;Q15032-2;Q15032;Q15032-3;H7C207;Q15032-4;C9JIX1;H7C1X4;H7C2F9;H7BZ47
1019	2	TAF1:TAF1L	P21675:Q8IZX4	Multimapped	P21675-3;P21675-5;A0A804HK58;A0A804HIC2;P21675-8;P21675-6;P21675-7;P21675-10;P21675-9;P21675;P21675-11;P21675-2;P21675-12;P21675-4;A0A804HHS0;A0A804HIY8;Q8IZX4
1020	1	LRPPRC	P42704	Unique	P42704;A0A804HIN4;A0A804HK30;A0A804HL40;A0A804HIG4;A0A804HKI2;A0A804HKJ0;A0A804HI14;A0A804HLG8;A0A804HJZ1;A0A804HKR3;A0A804HHY9;A0A804HI40;A0A804HIQ7;A0A804HJI0;A0A804HJH8;B8ZZ38;C9JCA9;A0A804HK02;A0A804HIV5;A0A0C4DG06;A0A804HKX0;A0A804HKR5;A0A804HJA1;A0A804HKK7;A0A804HKX6;A0A804HJG8;A0A804HI44;H7C3W8;A0A804HLK8;A0A804HLL8
1021	2	ALG1:ALG1L2	Q9BT22:C9J202	Multimapped	A0A804HKJ4;K7EID2;A0A804HKU4;A0A804HKK4;A0A804HIG6;A0A804HJQ1;A0A804HLB7;A0A804HKX7;A0A804HJL6;Q9BT22-2;Q9BT22;A0A804HJE3;C9J202
1023	1	BRPF1	P55201	Unique	P55201-2;A0A804HIN1;P55201;P55201-3;P55201-4;A0A804HL48;A0A5F9ZH11;A0A804HI52;A0A804HKY8;A0A804HHW3;A0A804HL99;A0A5F9ZHW9;A0A804HJV3;A0A5F9ZHX4;C9JDK5;C9JHC0;A0A804HKK9
1024	1	SACS	Q9NZJ4	Unique	A0A804HIQ1;Q9NZJ4;Q9NZJ4-2;A0A804HKY6;A0A804HIG5;A0A804HHS6;A0A804HLK7;A0A804HK57;B2REB0;A0A804HL98;A0A804HLL1;A0A804HIU0;A0A804HKB3;H0Y6M8;A0A804HJS2
1025	1	DEAF1	O75398	Unique	A0A804HIS1;H0YCH1;O75398-5;O75398-4;O75398-3;O75398;A0A0J9YXA4;A0A0J9YX80;A0A0J9YWD6
1026	1	MAP4K5	Q9Y4K4	Unique	G3V4T8;A0A804HIS2;Q9Y4K4;G3V4Q4
1027	2	ATP11C:ATP11A	Q8NB49:H0Y8F0	Multimapped	A0A804HIW2;Q8NB49;A0A067XG54;Q8NB49-2;Q8NB49-3;Q8NB49-4;H7C0E8;H7C113;H0Y8F0
1028	1	CEP63	Q96MT8	Unique	Q96MT8;Q96MT8-2;Q96MT8-3;A0A804HIX3;A0A804HKH7;A0A804HJP1;A0A804HKQ7;A0A804HJF1;A0A804HKR1;H0YAL1;A0A804HL17;A0A804HKF0;A0A804HKK0;A0A804HI22;A0A804HJI5;D6R9Q4;A0A804HJF9;A0A804HJ73;A0A804HJ63;A0A804HHU4;A0A804HK67;A0A804HJT2;D6RAY6;A0A804HI78;A0A3B3IT05;Q96MT8-4;A0A804HKM0
1029	1	ANO2	Q9NQ90	Unique	A0A804HIY3;F5GXT3;Q9NQ90-2;Q9NQ90
1030	1	TUBGCP2	Q9BSJ2	Unique	A0A804HL95;A0A804HJQ4;A0A804HJS9;A0A804HJ08;A0A804HJH7;Q9BSJ2;Q9BSJ2-4;A0A804HK74;F2Z2B9;A0A804HI27;Q9BSJ2-3;A0A804HLH6;A0A804HL05;R4GMM4
1031	1	MCCC2	Q9HCC0	Unique	Q9HCC0;A0A804HJ24;A0A804HJ84;A0A804HKE8;A0A804HJ31;Q9HCC0-2;A0A804HLJ9;A0A804HK37;A0A804HL02;A0A804HJL2;A0A804HJC1;A0A804HHS4;A0A804HIH3;A0A0S2Z5R4;D6RDF7;A0A804HJW5;A0A804HJW2;A0A804HKH3;D6R9R1;A0A0G2JM88;D6RD67
1032	1	STAMBP	O95630	Unique	A0A804HJ64;O95630;A0A804HHV2;A0A804HJC8;A0A804HJS0;A0A804HHU9;A0A804HIJ2;A0A804HL27;A0A804HKA6;A0A804HII8;F5H5B9;A0A804HI64;A0A804HIF8;C9JK83;A0A804HKL2;O95630-2;A0A804HIV0;C9JEK5;A0A804HL38
1034	1	TRIML2	Q8N7C3	Unique	J3KNI5;A0A804HJA0;Q8N7C3-2;Q8N7C3;Q6T5J5
1035	1	DCDC1	M0R2J8	Unique	M0R2J8;A0A804HJA9
1036	1	TACO1	Q9BSH4	Unique	A0A804HJB7;Q9BSH4
1037	1	RSRC1	Q96IZ7	Unique	A0A804HJC0;H7C5Q0;A0A804HJI2;Q96IZ7-2;Q96IZ7;C9JVB3;C9J713;A0A804HLK3;C9J367
1038	2	ZNF384:ZNF362	Q8TF68:Q5T0B9	Multimapped	A0A804HJE2;Q8TF68;Q8TF68-3;Q8TF68-2;E9PHB3;F5H8L7;Q5T0B9;F5H0D6;F5H3Z9;F5GYZ1;F5H6N8;F5H105
1039	1	CLASP2	O75122	Unique	A0A804HJG7;E3W994;O75122-3;O75122;E7EW49;E7ERI8;J3KR49;A0A0U1RQI6;E7ENG2;B3KR06;O75122-2;H7C5M8;H7C4I5;D6RBU8;C9J668;H7C4X8;H7C4M5
1040	1	ETFDH	Q16134	Unique	A0A804HJT7;B4DEQ0;A0A804HK05;A0A804HL84;A0A804HJK8;Q16134-3;Q16134;A0A804HI48;A0A804HI73;A0A804HL81;A0A804HK66;A0A804HI80
1041	1	AKT1	P31749	Unique	A0A804HJM6;P31749;P31749-2;G3V3X1;A0A087WY56;G3V2I6
1042	2	TLK2:TLK1	Q86UE8:F8W7X8	Multimapped	Q86UE8;Q86UE8-2;Q86UE8-3;A0A804HKF1;A0A804HJX3;A0A804HK10;A0A804HJZ9;A0A804HIB4;J3KRK0;J3QLK5;J3QS44;J3QR10;A0A804HJM7;J3QS73;A0A804HKD4;F8W7X8;J3QQN4
1043	1	WWOX	Q9NZC7	Unique	F5H3R5;A0A804HJX9;Q9NZC7-3;Q9NZC7-7;Q9NZC7-5;Q9NZC7-6;Q9NZC7-2;Q9NZC7
1044	1	GLE1	Q53GS7	Unique	A0A804HJY9;Q53GS7;A0A804HK09;A0A804HJB3;A0A804HJ70;Q53GS7-2;A0A804HJ00;A0A804HI94;A0A804HIJ1
1045	1	ARHGAP32	A7KAX9	Unique	A0A804HK06;A7KAX9;A7KAX9-2;G3V174;A7KAX9-3
1046	1	ERCC2	P18074	Unique	A0A804HK53;P18074;A8MX75;E7EVE9;A0A804HK75;K7EIT8;A0A804HL97;P18074-2
1047	1	FBXO11	Q86XK2	Unique	H0YAV3;A0A804HK63;Q86XK2-2;Q86XK2-6;Q86XK2;Q86XK2-5
1048	1	PRRC2B	A0A804HKC3	Unique	A0A804HKC3
1049	1	RABGAP1L	Q5R372	Unique	A0A804HKD7;F5H8L0;B7ZAP0;Q5R372-7;Q5R372-8;Q5R372-6;Q5R372-5;Q5R372-4;Q5R372;Q5R372-3;A0A0U1RQV7;E9PS63;A0A0C4DG54;Q5R372-2;A0A0U1RQY6;A0A0U1RRM5
1050	1	ERCC4	Q92889	Unique	A0A804HKF9;Q92889
1051	1	EXT2	Q93063	Unique	A0A804HKG2;A0A804HL74;Q93063;Q93063-2;Q93063-3;A0A804HKG8;A0A804HIU8;A0A804HJW9;A0A804HLF7;A0A804HHX4
1052	1	BANP	Q8N9N5	Unique	A0A804HKG3;Q8N9N5-4;Q8N9N5-5;Q8N9N5
1054	1	SETD5	Q9C0A6	Unique	H0Y3R4;E7EWN3;A0A804HKJ9;Q9C0A6-2;Q9C0A6-3;Q9C0A6;A0A804HK73;A0A804HKJ6
1057	1	THAP12	O43422	Unique	A0A804HL83;O43422;A0A804HKR8;O43422-2
1058	1	ATL1	Q8WXF7	Unique	A0A804HLC1;Q8WXF7-2;Q8WXF7;G3V321;A0A6I8PIS8;G3V5T4;A0A6I8PUC8
1059	1	C19orf47	Q8N9M1	Unique	J3QS80;A0A804HLH2;Q8N9M1-3;Q8N9M1-2;Q8N9M1;A0A2R8Y6U9
1060	3	A1CF:RBM47:RBM46	Q9NQ94:A0AV96:Q8TBY0	Multimapped	A0AV96;A0AV96-2;B7Z8Z7;D6R9D6;D6RBS9;D6REZ6;D6RA49;D6RBP6;D6RFL5;D6RCT1;Q8TBY0-2;Q8TBY0-3;Q8TBY0;Q5T0W7;D6RF41;Q9NQ94-6;F8W9F8;Q9NQ94-3;Q9NQ94-2;Q9NQ94;Q9NQ94-4;Q9NQ94-5
1061	1	UBA6	A0AVT1	Unique	A0AVT1;A0AVT1-2;H0Y8S8;A0AVT1-3;A0AVT1-4;H0Y9U5
1062	1	MED19	A0JLT2	Unique	J3KR33;A0JLT2-2;A0JLT2
1063	1	SHTN1	A0MZ66	Unique	A0MZ66-8;A0MZ66-4;A0MZ66-5;A0MZ66-6;A0MZ66;A0MZ66-3;A0MZ66-2;A0MZ66-7
1064	1	TMEM120B	A0PK00	Unique	H0YG77;A0PK00
1065	1	ARHGAP10	A1A4S6	Unique	A1A4S6
1066	1	MEX3A	A1L020	Unique	A1L020
1068	2	C1orf226:NA	A1L170:F8W6W0	Multimapped	A1L170-2;A1L170;F8W6W0
1069	1	SH3PXD2B	A1X283	Unique	A1X283;G3V144;A0A1B0GUF2;H0YAU1
1070	1	ACO2	Q99798	Unique	A2A274;Q99798;A0A7I2V586;A0A7I2V3U0;A0A7I2V5T4;A0A7I2V3F1;A0A7I2V5A1;A0A7I2V614;A0A7I2V538;A0A7I2V6A6;A0A7I2V4I8;A0A7I2V5W7;A0A7I2V3C8;A0A7I2V3U7;A0A7I2V5U4;A0A7I2V2Y4
1071	1	SYNGR1	O43759	Unique	A2A283;F8WCE4;B5MCD7;O43759-2;O43759
1072	1	RALGAPB	Q86X10	Unique	A2A2F0;Q86X10-2;Q86X10-3;Q86X10;A0A0J9YW54;Q86X10-4
1073	1	UBOX5	O94941	Unique	A2A2Q6;O94941-2;O94941
1074	1	PRNP	P04156	Unique	P04156;A2A2V1;X6RKS3
1075	2	ANKRD18B:ANKRD18A	A2A2Z9:Q8IVF6	Multimapped	Q8IVF6;A2A2Z9
1077	1	CEP85L	Q5SZL2	Unique	A2A3P3;Q5SZL2;Q5SZL2-4;Q5SZL2-3;Q5SZL2-5;Q5SZL2-2
1078	1	BCLAF3	A2AJT9	Unique	A2AJT9-3;A2AJT9-2;A2AJT9
1079	1	MRPL28	Q13084	Unique	A2IDC6;Q13084;A2IDC7;Q4TT37
1080	1	HFM1	A2PYH4	Unique	C9JQP7;C9JQ07;A2PYH4
1081	1	TCEAL4	Q96EI5	Unique	A2RQR6;Q96EI5;Q96EI5-2;D6RD44;J3KQY4;D6RHZ1;D6RIH3;D6RCE9
1082	1	NBAS	A2RRP1	Unique	A2RRP1-2;A2RRP1;H0Y5G7;H7C1U4;H7C007;H7BZR3
1083	1	TARS3	A2RTX5	Unique	A2RTX5;A2RTX5-2;B7ZLP8
1084	1	FAM234B	A2RU67	Unique	A2RU67;Q69YM1
1085	1	TYW5	A2RUC4	Unique	A2RUC4
1086	1	TYW5	A2RUC4-2	Unique	A2RUC4-2
