maxquant_row_id	num_gene_names	gene_names	uniprot_acc	is_unique	protein_ids
839	1	DPH1	Q9BZG8	Unique	I3L1H5;A0A6Q8JGF9;Q9BZG8;Q9BZG8-3;Q9BZG8-2;A0A0A0MTR4
840	1	GOLGA2	Q08379	Unique	A0A6Q8KRG2;Q08379;Q08379-2;A0A1W2PQY5;B7ZC06;A0A087WYC0;H0Y7B8;R4GND7
841	1	CEP41	Q9BYV8	Unique	Q9BYV8;A0A6Q8PF12;A0A6Q8PFB5;A0A7I2SYM4;A0A6Q8PH03;A0A6Q8PEV5;Q9BYV8-5;Q9BYV8-2;A0A6Q8PFB1;A0A6Q8PGX0;A0A7I2PK71;F8WAV3;A0A6Q8PG60;A0A6Q8PGR4;A0A6Q8PFZ2;C9JCX6;A0A6Q8PHU1;A0A6Q8PH12;A0A6Q8PH93;Q9BYV8-4;C9J6R3
842	1	CLCC1	Q96S66	Unique	A0A6Q8PFF7;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PG30;A0A6Q8PHQ1;A0A6Q8PEZ7;Q96S66-4;Q96S66-3;Q96S66-2;Q96S66;A0A6Q8PG14
843	1	MSI2	Q96DH6	Unique	B4DHE8;A0A6Q8PF05;Q96DH6-2;Q96DH6;J3KTC1;B4DM51;Q96DH6-3;A0A6Q8PHT3;J3QKT5;A0A6Q8PFU8;A0A6Q8PHP1;A0A6Q8PGD8
844	3	TRIM2:MND1:NA	Q9C040:Q9BWT6:A0A6Q8PHG4	Multimapped	A0A6Q8PHG4;A0A6Q8PF18;A0A6Q8PFL9;Q9C040;A0A6Q8PF63;A0A6Q8PG16;A0A6Q8PGE9;A0A6Q8PGL5;A0A6Q8PFV0;A0A6Q8PH06;A0A6Q8PFI4;A0A6Q8PHP4;A0A6Q8PFB0;A0A6Q8PEY7;Q9C040-2;A0A6Q8PF74;A0A6Q8PGG4;A0A6Q8PFM2;A0A6Q8PHR6;A0A6Q8PHE9;A0A6Q8PFS5;C9J084;A0A6Q8PFX3;A0A0J9YX34;A0A6Q8PG79;A0A6Q8PF82;A0A6Q8PHG3;A0A6Q8PFE3;A0A6Q8PGR7;Q9BWT6;A0A087WTC6;D6R9E3;D6RCT6;D6RIA0;A0A6Q8PGS7;A0A6Q8PH39;A0A6Q8PEY9
845	1	NGLY1	Q96IV0	Unique	A0A6Q8PF23;Q96IV0-3;Q96IV0-2;Q96IV0;A0A6Q8PHH7;A0A6Q8PGC8;A0A0C4DFP4;A0A6Q8PFQ1;H0Y2P2;Q96IV0-5;C9JU75;A0A6Q8PHJ3
846	1	ANKRD26	Q9UPS8	Unique	A0A6Q8PHK8;A0A6Q8PHI6;A0A6Q8PH02;A0A6Q8PHK2;A0A6Q8PF30;E7ESJ3;Q9UPS8
847	1	FAM111A	Q96PZ2	Unique	A0A6Q8PF34;Q96PZ2;A0A804HLI8;E9PNQ0;A0A6Q8PHI8;E9PR18
848	1	CSPP1	Q1MSJ5	Unique	A0A6Q8PHN8;A0A7I2V5G7;A0A7I2V5W3;A0A7I2V3F0;A0A6Q8PF61;A0A6Q8PF96;A0A6Q8PGS3;A0A7I2V4L2;A0A7I2V3Z9;A0A7I2V5J9;A0A7I2YQH9;A0A7I2V3M9;Q1MSJ5;Q1MSJ5-1;A0A7I2V5L8;A0A7I2V5N5;A0A7I2V372;A0A7I2PHE7;A0A7I2V4R5;A0A7I2V5A7;A0A7I2V2I3;A0A7I2V3V5;A0A7I2V425;A0A7I2V3F6;A0A7I2V5J7;F2Z2M5;A0A7I2V5Y8;A0A7I2V450;A0A7I2V3Q0;A0A7I2V398;A0A7I2V4U4;E5RI67;A0A7I2YQE8;A0A7I2V4C3;A0A7I2V3G6;A0A7I2V571;A0A7I2YQX1;A0A7I2V2P7;A0A7I2V4I1;A0A7I2V4M7;A0A7I2V2X5;A0A7I2V5U6;A0A7I2V5P5;Q1MSJ5-2;E5RGA5
849	1	FIG4	Q92562	Unique	Q92562;A0A6Q8PHH5;A0A6Q8PF62;A0A6Q8PGY7;A0A6Q8PF70;A0A6Q8PHC7;A0A6Q8PHP5;A0A6Q8PG59;A0A6Q8PHA1;A0A6Q8PGP4;A0A6Q8PGY4;A0A6Q8PGB4;A0A6Q8PHK3;A0A6Q8PFJ3;A0A6Q8PF86;A0A6Q8PHM5;A0A6Q8PHB4;Q5TCS5;Q5TCS4;A0A6Q8PGM1;A0A6Q8PGL0;A0A6Q8PG61;A0A6Q8PGC1;A0A6Q8PG49;H0Y6G7;A0A6Q8PF27;A0A6Q8PGW0;A0A6Q8PGW5;A0A6Q8PF90
850	1	MID1	O15344	Unique	A0A6Q8PF94;O15344;O15344-2;C9J453;A0A087X255;A0A6Q8PGA5;A0A6Q8PGE7
851	4	ITGB1BP1:KIF2A:NA:FABP6	O14713:A0A6Q8PH57:A0A6Q8PGD0:H0YB64	Multimapped	A0A6Q8PFA6;A0A6Q8PH57;O00139-2;A0A6Q8PGH7;A0A669KBE9;D6RD93;H0Y8H2;H0YB64;A0A6Q8PGD0;A8MPU2;O14713
852	2	NOVA1:NOVA2	P51513:Q9UNW9	Multimapped	A0A6Q8PFC2;Q9UNW9;P51513-5;P51513;I3L2B5;F8VWX1;F8W659;J3KQU3;P51513-2;F8VYI3;M0R1A0
854	1	CHMP1A	A0A6Q8PFF8	Unique	A0A6Q8PFF8
855	1	GDAP1	Q8TB36	Unique	Q8TB36;Q8TB36-2;A0A6Q8PGS2;A0A6Q8PGL3;A0A6Q8PH79;A0A6Q8PFG4;A0A7I2RYU0;B4DIH2;A0A6Q8PGU0;A0A6Q8PEZ4;A0A6Q8PHN7;A0A6Q8PH88;A0A6Q8PEX8;A0A6Q8PH97;A0A6Q8PHC1;A0A6Q8PFF4;A0A6Q8PGQ9
856	1	POMK	Q9H5K3	Unique	A0A6Q8PFG8;A0A6Q8PFH3;Q9H5K3
857	1	LMNA	P02545	Unique	A0A6Q8PFJ0;P02545;P02545-2;P02545-6;P02545-3;A0A804HL68;A0A6Q8PHQ9;Q3BDU5;P02545-5;P02545-4;Q5TCI8;A0A6Q8PF80;A0A6Q8PGH0;A0A6Q8PFM1;A0A6Q8PF59;A0A6Q8PFF5
858	1	MFN2	O95140	Unique	A0A6Q8PGV8;A0A6Q8PFJ4;O95140;A0A6Q8PGA3;A0A6Q8PGS9;A0A6Q8PGR2;O95140-2;Q5JXC5
859	1	HSPB1	P04792	Unique	A0A6Q8PFK8;P04792;A0A6Q8PHJ6;A0A6Q8PGK1;A0A6Q8PFE7;A0A6Q8PF43;A0A6Q8PHA6;A0A6Q8PH65;A0A6Q8PGY2;C9J3N8
860	1	LRSAM1	Q6UWE0	Unique	Q6UWE0;A0A6Q8PGF7;A0A6Q8PGB2;A0A6Q8PFL5;A0A6Q8PGT8;Q6UWE0-2;A0A6Q8PG02;A0A6Q8PGW1;A0A6Q8PFT9;A0A6Q8PFW1;A0A6Q8PFI6;A0A6Q8PH70;A0A6Q8PHH6;Q6UWE0-3;A0A6Q8PFL1;A0A6Q8PGH9;A0A6Q8PF55;A0A6Q8PG90;A0A6Q8PGZ2;A0A6Q8PEU7
861	1	FANCD2	Q9BXW9	Unique	A0A6Q8PFY3;Q9BXW9;Q9BXW9-1;Q9BXW9-3;H7BZJ7;Q9BXW9-4;F8WE37
862	1	TFG	Q92734	Unique	A0A6Q8PFY7;Q92734-2;Q92734;A0A6Q8PFC4;A0A6Q8PH89;A0A6Q8PH27;A0A6Q8PG00;A0A6Q8PG04;A0A6Q8PGS4;A0A6Q8PF40;Q92734-4;Q92734-3;C9JJP5;C9JUE0;C9JTY3;A0A6Q8PF51
863	1	DNAI7	A0A6Q8PG26	Unique	G3V3G6;A0A6Q8PG26;Q6TDU7-2
864	1	POLR2A	P24928	Unique	A0A6Q8PGB0;P24928;P24928-2
865	1	CEP120	Q8N960	Unique	A0A6Q8PGD1;Q8N960-2;D6REX9;A0A6Q8PH95;Q8N960;A0A6Q8PF83
866	1	FANCI	Q9NVI1	Unique	A0A6Q8PGF4;A0A6Q8PH09;Q9NVI1-2;Q9NVI1-1;Q9NVI1;H3BP78;F8W7R3;H3BT54;H3BMG4;Q9NVI1-4;H3BS60;H3BQE2;H3BN35
867	2	KIF5A:KIF5C	Q12840:A0A7I2YQB4	Multimapped	A0A6Q8PGJ3;Q12840;J3KNA1;A0A6Q8PEZ8;A0A6Q8PGN1;A0A6Q8PGT2;A0A6Q8PH72;A0A6Q8PFV6;A0A6Q8PGG7;A0A6Q8PHA9;A0A7I2YQB4;A0A6Q8PH74
869	1	MTMR2	C9JEX3	Unique	A0A6Q8PGS5;C9JEX3;Q13614-2;A0A6Q8PHS7
870	1	IGHMBP2	P38935	Unique	A0A6Q8PGT6;P38935;H3BRR1;A0A6Q8PGQ6;A0A6Q8PF01;A0A6Q8PGX2;A0A6Q8PFN4;A0A6Q8PHR8
871	1	SPATA5	Q8NB90	Unique	A0A6Q8PGU6;Q8NB90;Q8NB90-2;Q8NB90-3
872	1	PRDM12	Q9H4Q4	Unique	A0A6Q8PH01;Q9H4Q4
873	1	MACROD1	Q9BQ69	Unique	A0A6Q8PH91;Q9BQ69
874	2	HARS1:HARS2	P12081:D6RJE6	Multimapped	P12081;A0A6Q8PHA5;P12081-4;P12081-2;A0A6Q8PHE3;P12081-3;E7ETE2;B4DDD8;A0A6Q8PFF2;A0A6Q8PF07;A0A6Q8PF47;B4E1C5;A0A6Q8PHQ0;A0A6Q8PFN6;A0A6Q8PFG9;D6RJE6;D6RF05;A0A2R8YCI2;A0A2R8Y5E8;A0A2R8Y4X6;A0A2R8YFR1
876	1	GATM	P50440	Unique	A0A6Q8PHC6;P50440-2;P50440;A0A6Q8PGA2;P50440-3;A0A6Q8PFC6;H0YMX4;H0YL75;H0YN43;H0YLC6;H0YKW9;A0A6Q8PF48
877	1	ELP1	O95163	Unique	O95163;A0A6Q8PHC9;A0A6Q8PHF4;A0A6Q8PFH9;A0A6Q8PG86;A0A6Q8PEX6;A0A6Q8PFB7;A0A6Q8PF66;A0A6Q8PGW3;A0A6Q8PH48;A0A6Q8PHI5;F5H2T0;A0A6Q8PFN8;A0A6Q8PHA0;A0A6Q8PGR0;A0A6Q8PF69;A0A6Q8PGA6;A0A6Q8PFC8;A0A6Q8PGC4;A0A6Q8PH36;H0YDF3;A0A6Q8PFX1
878	1	TRIP12	Q14669	Unique	A0A6Q8PHK0;A0A6Q8PGG9;Q14669-2;Q14669-3;Q14669;Q14669-4;G5E9G6;C9JLD7;F8W9P3;C9JLJ5;C9JSX9;H7C2Y1;H7C1L9
879	1	GLI2	P10070	Unique	A0A7I2PJA1;P10070-4;P10070-3;P10070-2;P10070-1;P10070
880	1	DNAJB5	O75953	Unique	A0A7I2RN43;O75953;O75953-4;O75953-5;Q5T657;H0YFL9;H0YH04;H7C5W0
881	1	HDAC4	P56524	Unique	A0A7I2SVS4;P56524;P56524-2;C9J0X4;C9J481;H7C397
882	1	MME	P08473	Unique	A0A7I2U302;P08473;A0A6Q8PFY6;Q3KQS6;C9JDZ3;C9IYX7
883	1	SERPING1	P05155	Unique	H9KV48;A0A7I2V2D2;E9PGN7;P05155;P05155-3;A0A7I2V5R3;A0A087WUD9;P05155-2;A0A7I2V2X2;A0A7I2V4I9;C9JZJ9;B5MCB9
884	1	HGS	O14964	Unique	O14964;A0A7I2V3J3;A0A7I2V2K2;A0A7I2V5A3;A0A7I2V5A2;A0A7I2V2W5;A0A7I2V2R9;A0A7I2V2D8;A0A7I2V307;A0A7I2V3F9;A0A7I2V3I8;A0A7I2YQD1;A0A7I2V6E0;O14964-2;A0A7I2V637;A0A7I2V3Z1;I3L1P5;A0A7I2V4X6;A0A7I2V5D6;I3L1E3;I3L165;A0A7I2V628;A0A7I2V5W6;A0A7I2V3Q7;A0A7I2V5N3;A0A7I2V310;A0A7I2V5X2;A0A7I2V558;A0A7I2YQS8;A0A7I2YQY0;A0A7I2V3C3;A0A7I2V331;A0A7I2V5B7;A0A7I2V4M9;A0A7I2V5L9;A0A7I2V4J7;A0A7I2V674;A0A7I2YQP0;A0A7I2YQU5
885	1	ITGB1	P05556	Unique	H7C4K3;P05556;E7EUI6;A0A7I2V2F9;P05556-3;P05556-4;P05556-5;P05556-2;C9JPK5;A0A7I2V348;A0A7I2V5T3;A0A7I2V5Z8;E7EQW5;E9PLR6;Q5T3E6;Q5T3E5;E9PQJ2;H7C4N8;C9JNE0
886	1	STAT3	P40763	Unique	P40763;A0A7I2V444;P40763-2;P40763-3;A0A7I2V3V0;A0A7I2V5N9;A0A7I2V395;A0A7I2YQD2;A0A7I2V4R2;A0A7I2V4R3;A0A7I2V4C8;A0A7I2V2G1;A0A7I2YQI1;A0A7I2YQR5;A0A7I2V552;G8JLH9;A0A7I2V2T1;A0A7I2V4F6
887	3	"NACA:NACA2:NACA4P"	E9PAV3:Q9H009:Q9BZK3	Multimapped	F8VZJ2;A0A7I2V2K5;H0YHX9;A0A7I2V473;Q13765;E9PAV3-2;E9PAV3;F8W0W4;F8VNW4;F8VZ58;Q9BZK3;Q9H009
888	2	ACBD5:ANKLE1	Q5T8D3:Q8NAG6-1	Multimapped	Q5T8D3;A0A7I2V556;A0A7I2YQE9;B7Z2R7;A0A7I2V560;A0A7I2YQD7;A0A7I2YQJ9;A0A7I2V5E1;A0A7I2V2Y9;A0A7I2V347;A0A7I2V2M2;A0A7I2V5U2;A0A7I2V690;Q5T8D3-2;Q5T8D3-3;A0A7I2V5L4;A0A7I2V420;A0A7I2YQS1;A0A7I2V462;Q5T8E0;X6RDD7;Q5T8D3-4;A0A7I2V2R8;Q8NAG6-1;A0A087X0B8
889	3	MARK3:MARK1:MARK4	P27448:A0A7I2V4P8:K7EKG8	Multimapped	A0A7I2V3B9;P27448-4;P27448-2;P27448;A0A7I2YQF7;A0A7I2V5G3;A0A7I2V2N8;J3KNR0;A0A7I2V4K8;A0A7I2V639;A0A7I2V409;A0A7I2V2U9;P27448-3;H0YKP9;A0A7I2V4G7;P27448-7;A0A7I2V602;A0A7I2V549;P27448-6;H0YJI9;A0A7I2YQF4;P27448-8;A0A7I2V3I9;H0YNV4;A0A7I2V2E3;A0A7I2V4T2;H0YIY6;A0A7I2V3C6;A0A7I2V2I9;A0A7I2V3P5;A0A7I2V3K2;A0A7I2V4L1;A0A7I2V5H7;A0A7I2V5Z7;A0A7I2V624;A0A7I2YQ91;K7EK17;A0A7I2V3Q1;A0A7I2V4P8;A0A7I2V2J6;A0A7I2V3X7;A0A7I2V483;A0A7I2YQ84;A0A7I2YQJ7;A0A7I2V4T5;K7EKG8
890	1	CTSC	P53634	Unique	A0A7I2V466;A0A7I2V2Q8;P53634;A0A7I2V6E3;A0A7I2YQT5;A0A7I2V5C5;H0YCY8;A0A7I2V2V5;A0A7I2V5L5;A0A7I2V2F3;A0A7I2V4Z3;A0A7I2V3A2;A0A7I2V5J2;A0A7I2V3M6;P53634-2;P53634-3
891	2	DNAH2:HNRNPA3	Q9P225:P51991	Multimapped	A0A7I2V2R3;P51991;A0A7I2V5D8;A0A7I2V4J6;A0A7I2V402;H7C1J8;I3L520;Q9P225
892	1	IMPDH2	P12268	Unique	A0A7I2V2T3;P12268;E7ETK5;H0Y4R1;A0A7I2YQK5
893	2	MTHFD2:MTHFD2L	P13995:A0A0C4DG60	Multimapped	A0A7I2V2U6;P13995;P13995-2;A0A7I2YQD4;A0A7I2V482;B8ZZU9;B9A062;A0A7I2V3T1;A0A0C4DG60;Q9H903-3
894	1	KPNA2	P52292	Unique	A0A7I2V351;A0A7I2V487;A0A7I2YQE1;P52292;A0A7I2V3Z3;J3QLL0;J3KS65;J3QL07
895	1	PSEN2	P49810	Unique	E5RHT1;A0A7I2V5Q3;A0A7I2V3Y8;A0A7I2V551;A0A7I2V4T4;A0A7I2V5L1;A0A7I2V4Y6;A0A7I2V355;A0A7I2V4D0;A0A7I2V3R9;B1AP22;A0A7I2V5S6;P49810-2;P49810-3;P49810
896	1	CAMLG	P49069	Unique	A0A7I2V377;A0A7I2V518;P49069
897	2	STAT5A:STAT5B	P42229:P51692	Multimapped	A0A7I2YQF1;K7EK35;A0A7I2V380;A0A7I2YQY3;P51692;P42229;K7EIF9;P42229-2;C9J4I3
898	1	PITRM1	Q5JRX3	Unique	Q5JRX3-2;Q5JRX3;A0A7I2YQT2;A0A7I2V5C6;A0A7I2V397;A0A7I2YQX5;A0A7I2V5H2;Q5JRX3-3;A0A0A0MRX9;A0A7I2V3B6;A0A7I2V3X0;H0Y4F7;A0A7I2V5R2;A0A7I2V4N3;B1APQ0;A0A7I2V449;H0Y7L7;A0A7I2V5K2;B4DEU0
899	1	SCFD1	Q8WVM8	Unique	Q8WVM8;A0A7I2V3B4;A0A7I2V5I2;A0A7I2V4B8;A0A7I2V5Z4;A0A7I2V3G4;A0A7I2V4U2;A0A7I2V4R0;A0A7I2V320;Q8WVM8-3;Q8WVM8-2;A0A7I2V590;A0A7I2V2U5;B7Z5N7;A0A7I2V448;G3V2M8;A0A7I2V362;A0A7I2V3C9;A0A7I2YQR2;H0YIZ7;A0A7I2V5H5;G3V5E2;A0A7I2V534;H0YJY1;J3KNG4;A0A7I2YQQ1;A0A7I2V5R9;A0A7I2V321;A0A7I2V3Y3;A0A7I2V414;G3V4I1;A0A7I2V4B9;G3V5F3;H0YJS6;G3V3K9;G3V363;A0A7I2V5L2;G3V551;A0A7I2YQG3
900	1	EIF3E	P60228	Unique	P60228;A0A7I2V3I0;A0A7I2V3S3;A0A7I2V2H9;A0A7I2V2W0;H0YBP5;A0A7I2V4B4;A0A7I2V5Z6;A0A7I2V4G3;B3KW56;A0A7I2V3I2;E5RGA2;A0A7I2V5P9;E5RHS5;A0A7I2V570;A0A161SXE1;A0A7I2V3W9;A0A7I2V429;H0YBR5;A0A7I2V2Q9;H0YAW4;A0A7I2V2S9;E5RII3;E5RJ25;A0A7I2V5K7;E5RIP5
901	2	HNRNPA1:HNRNPA1P48	A0A7I2V3W0:A0A2R8Y4L2	Multimapped	P09651-2;A0A7I2V3R8;F8W6I7;A0A7I2V3W0;P09651-3;A0A7I2V2L6;A0A7I2YQX9;F8VZ49;A0A2R8Y4L2;H0YH80;F8VTQ5;F8W646;A0A7I2V5U9;A0A7I2V334;A0A7I2YQ85;A0A7I2V453;A0A7I2V2R4;A0A7I2V661;A0A7I2V3K5;F8VYN5;A0A7I2V4P7;A0A7I2V2Z4;A0A7I2V4M0;A0A7I2V3C7;A0A7I2V666;A0A7I2V360;A0A7I2V3U8;A0A7I2V2F1;A0A7I2V5N7;A0A7I2V2X1;A0A7I2V3W4;A0A7I2V2M7;A0A7I2V5P1;A0A7I2V4F8;A0A7I2V459;A0A7I2V520;A0A7I2V2Q7;A0A7I2V4E2;A0A7I2YQV3;A0A7I2V5H0;A0A7I2V5T1;A0A7I2V5L7;A0A7I2V497
902	1	ADAM9	Q13443	Unique	A0A7I2V3W3;A0A7I2V4B3;Q13443;A0A0J9YY58;A0A7I2YQ97;A0A7I2V2Z6
903	1	ACOXL	A0A7I2V3X2	Unique	H7C2M3;A0A7I2V3X2;Q9NUZ1
905	1	SPECC1	Q5M775	Unique	Q5M775;A0A7I2V451;A0A7P0TBP2;A0A7I2YQJ3;A0A7I2V416;A0A7I2V486;Q5M775-4;A0A7I2V562;A0A7P0Z4I1;A0A7P0TB87;Q5M775-2;J3QS22;Q5M775-3;A0A7P0T9K0;A0A7P0TAS3;Q5M775-5;J3KSG2;J3KRB9;J3QQM0;A0A7I2V5G2;A0A7P0TBD3;J3KRN9
906	2	NCL:CCNE1	P19338:P24864	Multimapped	A0A7I2V428;P19338;C9JLB1;A0A7I2V3F3;A0A7I2V5M5;A0A7I2V2U7;A0A7I2V349;A0A7I2V506;A0A7I2V699;A0A7I2V2S8;I3L413;C9J2U0;P24864-2;P24864-3;P24864
907	1	DDX1	Q92499	Unique	A0A7I2V430;A0A7I2V4F0;Q92499;A0A7I2V2M5;A0A087WZ71;A0A7I2YQ77;Q92499-3;Q92499-2;A0A087X2G1;A0A7I2V4J3;A0A7I2V421;A0A7I2V5X8;A0A7I2YQD0;A0A7I2V4Q0
908	1	CTSB	P07858	Unique	P07858;A0A7P0NGZ6;A0A7I2V440;A0A7I2V668;E9PHZ5;E9PQM1;E9PSG5;E9PR21;A0A7I2V4Z9;A0A7I2YQK9;A0A7I2V302;E9PKQ7;A0A7I2V2J1;E9PNL5;E9PLY3;A0A7I2V367;A0A7I2V4S6;E9PCB3;E9PS78;R4GMQ5
909	1	KIF5C	O60282	Unique	A0A7I2V492;O60282;A0A7I2V3N5;A0A0G2JMZ6;A0A7I2V4K6;A0A7I2V581;O60282-2;A0A7I2V3V4;A0A7I2YQQ7;A0A7I2V352
910	1	HNRNPA3	A0A7I2V4G0	Unique	A0A7I2V4G0
912	1	ZC3H13	Q5T200	Unique	A0A7I2V4I5;Q5T200;Q5T200-2;A0A087WX14
913	1	NDUFAF1	Q9Y375	Unique	A0A7I2V4I7;H0YNN4;Q9Y375;A0A7I2YQA4;H0YNB7;H0YL22
914	1	LAMB1	P07942	Unique	G3XAI2;A0A7I2V4J9;P07942;A0A7I2V5X5;A0A7I2V3I5;A0A7I2V2T9;A0A7I2V3J7;A0A7I2V682;E7EPA6;A0A7I2V2R2;A0A7I2V407;A0A7I2V2J0;A0A7I2V5R0;C9J296;A0A7I2V5T9
915	1	CTSA	P10619	Unique	P10619;P10619-2;X6R8A1;X6R5C5;A0A7I2V4K5;A0A7I2V4D1;Q5JZH0;A0A7I2V3B2;A0A7I2YQT8;A0A7I2V4R8;A0A7I2V2E2;U3KQU6;A0A7I2V4Q9;A0A7I2V3M2;U3KQF1;U3KQ41;A0A7I2V504
916	1	YKT6	O15498	Unique	A0A7I2V4L6;O15498;A0A7I2V3A1;A0A7I2V3V7;O15498-2;H7C3K7;A0A7I2V3S2;A0A7I2V530
917	1	NDUFS2	O75306	Unique	A0A7I2V4X8;A0A7I2V596;A0A7I2YQG7;O75306-2;O75306;A0A7I2YQD8;A0A7I2V4G5;A0A7I2V630;A0A7I2V410;A0A7I2V4W5;A0A7I2V2B9;A0A7I2V3J6;A0A7I2V5E2;A0A7I2V5G4;A0A7I2V5D5;A0A7I2V517
918	1	BCL2L1	Q07817	Unique	Q5QP56;Q9H1R6;A0A7I2V597;Q5TE64;Q07817-2;Q07817-3;Q07817;Q5QP59
919	1	DNMT1	P26358	Unique	P26358;A0A7I2V5D0;A0A7I2V490;A0A7I2YQQ0;A0A7I2YQA8;A0A7I2V5F1;P26358-3;A0A7I2V5F6;K7ENW7;A0A7I2V2G5;K7EJL0;K7ENQ6;A0A7I2V3F8;K7EMU8;K7ERQ1;K7EIZ6;K7EP77
920	1	MKRN2	Q9H000	Unique	A0A7I2YQI0;C9J494;A0A7I2V5D2;Q9H000-2;Q9H000;A0A7I2V422
921	1	CTSL	P07711	Unique	A0A7I2V5M3;P07711-3;P07711;A0A7I2YQB5;A0A7I2V2H7;Q5T8F0;A0A7I2YQA2;A0A7I2V484
922	1	PPIG	Q13427	Unique	A0A7I2V629;A0A7I2V5Q5;Q13427;E9PG73;Q13427-2;C9JM79;C9JN15;A0A7I2V4F2;A0A7I2V4W3;C9J679
924	1	GNAS	Q5JWF2	Unique	Q5JWF2;A0A7I2V5R6;Q5JWE9;P63092-4;P63092;P63092-2;P63092-3;Q5JWF2-2;A0A590UKA1;A0A590UJQ2;A0A590UJB7;A0A590UJR6;A0A590UJQ9;S4R3V9;B0AZR9;A0A590UJY8;A0A590UK28;A0A590UJI6;A0A590UJ58;A0A590UJB0;A0A590UJ22;A0A590UJG5;A0A590UKA9;A0A804HIH4;A0A590UJS2;A0A590UJF0;A0A590UKA4;A0A590UJJ0;A0A590UJA5;A0A590UKB4;A0A0A0MR13;A0A590UJY2;S4R3E3;A0A590UJC9
925	1	NPM1	A0A7I2V5S2	Unique	A0A7I2V5S2;P06748-3;A0A7I2V2X9;A0A7I2V3U2;A0A7I2V433;A0A7I2V4G8;A0A7I2V3G5;A0A7I2V579
926	1	PTGES2	Q9H7Z7	Unique	A0A7I2V5T7;Q9H7Z7;A0A7I2V5X6;A6NHH0;X6RJ95;A0A7I2V308;A0A7I2YQ70
927	1	ABCA1	O95477	Unique	A0A7I2V5U0;O95477
928	1	QPCTL	Q9NXS2	Unique	A0A7I2V5X1;Q9NXS2;K7EQG1;Q9NXS2-3
929	1	KIF23	Q02241	Unique	H7BYN4;A0A7I2V5Y5;Q02241;Q02241-2;A0A2U3TZL8;Q02241-3;H0YME6;A0A2R8Y531
930	1	NONO	Q15233	Unique	A0A7I2V5Y7;Q15233;A0A7I2V4J2;A0A7I2V535;Q15233-2;A0A7P0MRW0;A0A7I2V4K9;A0A7I2V4N2;A0A7I2V464;H7C367;C9JYS8;C9IZL7;C9J4X2;A0A7I2YQK8;A0A7I2V447;C9JJ13
931	1	SGTA	O43765	Unique	A0A7I2V697;A0A7I2V5Z3;O43765;A0A7I2V4T9;A0A7I2V2U2;A0A7I2V588;K7EMD6
932	1	UGP2	A0A087WYS1	Unique	A0A7I2YQ74;Q16851-2;A0A087WYS1;A0A7I2V676;C9JNZ1;A0A7I2V4T0;C9JVG3;C9JWG0;C9JQU9;C9JUW1;A0A7I2V2Q3;C9JTZ5;F2Z3H1;C9J3M0;F2Z3P4;F8WC70
933	2	PABPC1:PABPC1L	A0A7I2YQ88:A0A6Q8JFT6	Multimapped	A0A7I2YQ88;H0YB86;H0YB75;H0YAW6;H0YAS6;E5RJB9;Q4VXU2;A0A6Q8JFT6;E5RGH3;E5RH24;H0YAS7;Q4VXU2-2;A0A6I8PLA1;A0A6I8PS38;E5RHG7;A0A6Q8JFV4;H0YC10;A0A7I2V3J9;E5RFD8;E5RGC4;E5RJM8
935	1	GMPPB	Q9Y5P6	Unique	A0A7I2YQI5;Q9Y5P6;Q9Y5P6-2;A0A7I2V4B5;A0A7I2V2Y5;A0A7I2V691
936	1	GSK3B	P49841	Unique	A0A7I2YQK0;P49841;P49841-2;A0A3B3ITW1;A0A7I2V3G9;A0A7I2V5G5;A0A7I2V3J4
937	2	SYNCRIP:NA	A0A7I2YQN2:H0YAA0	Multimapped	A0A7I2YQN2;O60506-3;A0A7I2V4Z0;O60506-4;A0A7I2V346;B7Z645;A0A7I2V5Q6;A0A7I2YQV8;O60506-5;F6UXX1;A0A7I2V4J0;A0A7I2V2F0;H0YAA0
938	1	HNRNPA1	A0A7I2YQY2	Unique	A0A7I2YQY2
939	1	TENT4B	Q8NDF8	Unique	A0A7N4YH79;Q8NDF8;Q8NDF8-5;E9PC61;Q8NDF8-2;Q8NDF8-3
940	1	MRPS22	P82650	Unique	G5E9W7;A0A7P0MKV3;P82650;H7C5H3;H7C5F2;P82650-2;H7C5L9;C9J5D8
941	1	PLCB4	Q15147	Unique	A0A7P0MRI8;Q15147;Q15147-5;Q15147-4;Q15147-2;B1AJW3;B1AJW4
942	2	ZNF423:ZNF521	Q2M1K9:J3QQI2	Multimapped	F5H7S1;A0A7P0Q1F0;Q2M1K9-2;Q2M1K9;J3QQI2
943	1	TEAD3	Q99594	Unique	A0A7P0SNI2;A0A1X7SBS4;Q99594;B5MCM0
944	1	IFIT3	O14879	Unique	A0A7P0T7D6;A0A7P0T855;O14879
945	1	ACAD9	Q9H845	Unique	A0A7P0T9N9;A0A7P0TB58;A0A7P0T7Z1;A0A7P0T8U3;A0A7P0T871;Q9H845;Q9H9W4;A0A7P0TB68;A0A7P0Z450;H0Y8Z9;D6RCD8;D6RGK6;D6RJA8;D6RDK9;D6R9Z3
946	1	ARFGEF2	Q9Y6D5	Unique	A0A7P0T9L9;A0A7P0TA34;A0A7P0T7Z2;Q9Y6D5;A0A7P0T9L6;A0A7P0Z446
